#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
15,Netherlands,"8,006,749","+4,943","22,137",+20,"7,191,958","+45,876","792,654",106,"465,441","1,287","21,107,399","1,226,997","17,202,485",Europe
16,Iran,"7,199,861","+2,356","140,711",+33,"6,930,509","+3,467","128,641","1,376","83,807","1,638","50,079,995","582,936","85,909,914",Asia
17,Japan,"7,124,030","+51,331","28,765",+44,"6,591,109","+44,733","504,156",468,"56,636",229,"44,996,843","357,725","125,786,031",Asia
18,Colombia,"6,088,912",+293,"139,734",+5,"5,921,849",+99,"27,329",342,"117,433","2,695","34,204,521","659,682","51,850,003",South America
19,Indonesia,"6,036,909","+1,551","155,746",+29,"5,814,688","+3,022","66,475","2,771","21,662",559,"93,593,555","335,844","278,681,282",Asia
20,Poland,"5,981,478","+1,261","115,736",+40,"5,333,871",+55,"531,871",268,"158,355","3,064","35,895,344","950,299","37,772,692",Europe
21,Mexico,"5,723,862",+648,"323,805",+78,"5,024,561","+1,147","375,496","4,798","43,578","2,465","15,683,615","119,405","131,348,341",North America
22,Australia,"5,206,905","+53,286","6,648",+39,"4,756,356","+64,289","443,901",126,"200,054",255,"67,955,995","2,610,934","26,027,464",Australia/Oceania
23,Ukraine,"4,988,890","+1,605","108,194",+27,N/A,N/A,N/A,177,"115,309","2,501","19,521,252","451,199","43,265,262",Europe
24,Malaysia,"4,352,611","+10,052","35,363",+22,"4,196,656","+15,893","120,592",161,"131,477","1,068","57,710,125","1,743,222","33,105,427",Asia
25,Israel,"4,016,919","+5,253","10,601",,"3,941,841",,"64,477",229,"430,723","1,137","41,373,364","4,436,346","9,326,000",Asia
26,Austria,"4,016,540","+12,471","16,324",+38,"3,839,507","+20,269","160,709",190,"441,473","1,794","179,853,312","19,768,354","9,098,042",Europe
27,Belgium,"3,966,741","+8,982","31,142",+30,"3,617,043",,"318,556",173,"339,631","2,666","33,220,032","2,844,285","11,679,574",Europe
28,Thailand,"3,948,869","+23,015","26,398",+106,"3,689,792","+27,626","232,679","1,496","56,322",377,"17,270,775","246,330","70,112,328",Asia
29,Czechia,"3,872,535","+4,031","39,948",+9,"3,792,429","+2,224","40,158",69,"360,423","3,718","54,962,034","5,115,407","10,744,411",Europe
30,South Africa,"3,735,578","+1,659","100,132",+16,"3,624,451","+2,354","10,995",175,"61,600","1,651","24,116,414","397,685","60,642,047",Africa
31,Portugal,"3,709,026","+11,373","21,970",+12,N/A,N/A,N/A,61,"365,649","2,166","40,534,335","3,996,014","10,143,691",Europe
32,Philippines,"3,682,080",+230,"59,891",+113,"3,597,058","+1,241","25,131",289,"32,822",534,"29,224,500","260,510","112,181,693",Asia
33,Canada,"3,604,570","+13,969","38,165",+70,"3,361,991","+5,352","204,414",407,"94,035",996,"60,083,036","1,567,427","38,332,273",North America
34,Peru,"3,553,210",+743,"212,547",+19,N/A,N/A,N/A,382,"105,153","6,290","29,296,629","867,000","33,790,808",South America
35,Switzerland,"3,551,790",,"13,788",+4,"3,105,701",,"432,301",103,"405,109","1,573","20,548,491","2,343,714","8,767,492",Europe
36,Chile,"3,518,800","+2,922","57,098",+4,"3,257,514","+12,848","204,188",379,"181,299","2,942","36,244,665","1,867,432","19,408,825",South America
37,Greece,"3,206,948","+11,061","28,344",+70,"3,023,257","+21,033","155,347",345,"310,382","2,743","77,162,026","7,468,062","10,332,269",Europe
38,Denmark,"2,943,116","+2,118","5,945",+13,"2,902,283","+4,152","34,888",22,"504,946","1,020","127,021,135","21,792,817","5,828,578",Europe
39,Romania,"2,877,544","+1,602","65,285",+27,"2,606,660",,"205,599",253,"151,379","3,434","22,396,439","1,178,210","19,008,864",Europe
40,Sweden,"2,495,996",+681,"18,572",,"2,450,948",+405,"26,476",22,"244,428","1,819","18,445,431","1,806,327","10,211,568",Europe
41,Iraq,"2,322,551",+248,"25,188",+2,"2,290,436",+598,"6,927",23,"55,522",602,"18,409,261","440,084","41,831,289",Asia
42,Serbia,"1,992,677","+1,057","15,906",+7,"1,951,872","+3,627","24,899",26,"229,714","1,834","9,338,695","1,076,555","8,674,613",Europe
43,Bangladesh,"1,952,162",+31,"29,124",,"1,889,879",+274,"33,159","1,283","11,647",174,"13,905,661","82,962","167,615,256",Asia
44,Hungary,"1,876,946","+2,740","45,838",+26,"1,742,051","+6,122","89,057",47,"195,178","4,767","11,233,362","1,168,121","9,616,609",Europe
45,Slovakia,"1,757,117","+2,538","19,643",+25,"1,683,932","+6,767","53,542",130,"321,560","3,595","6,995,626","1,280,228","5,464,358",Europe
46,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"163,160","1,353","16,670,254","1,605,416","10,383,760",Asia
47,Georgia,"1,652,235",+266,"16,781",+2,"1,632,194",+348,"3,260",,"415,603","4,221","16,627,678","4,182,525","3,975,512",Asia
48,Pakistan,"1,526,829",+101,"30,362",,"1,487,073",+113,"9,394",262,"6,681",133,"27,805,841","121,668","228,538,380",Asia
49,Ireland,"1,496,910","+2,096","6,919",+16,"1,346,830","+2,081","143,161",58,"297,234","1,374","11,942,846","2,371,428","5,036,141",Europe
50,Norway,"1,418,431",+800,"2,783",,N/A,N/A,N/A,20,"258,045",506,"11,002,430","2,001,593","5,496,837",Europe
51,Kazakhstan,"1,305,327",+12,"13,660",,"1,290,720",+41,947,24,"68,067",712,"11,575,012","603,582","19,177,195",Asia
52,Hong Kong,"1,194,295","+1,272","8,948",+62,N/A,N/A,N/A,115,"157,032","1,177","44,972,952","5,913,256","7,605,447",Asia
53,Morocco,"1,164,189",+54,"16,061",,"1,147,424",+69,704,293,"30,888",426,"11,237,010","298,138","37,690,682",Africa
54,Singapore,"1,148,656","+3,535","1,309",+2,"1,079,687","+2,885","67,660",13,"193,624",221,"23,611,604","3,980,115","5,932,393",Asia
55,Bulgaria,"1,147,812",+647,"36,756",+16,"944,639",+990,"166,417",131,"167,437","5,362","9,724,468","1,418,557","6,855,181",Europe
56,Croatia,"1,110,989","+1,142","15,707",+5,"1,089,283",+467,"5,999",27,"273,634","3,869","4,731,537","1,165,367","4,060,125",Europe
57,Cuba,"1,098,114",+439,"8,519",,"1,087,352",+622,"2,243",23,"97,056",753,"12,920,253","1,141,941","11,314,287",North America
58,Lebanon,"1,095,099",+188,"10,353",+3,"1,074,880",+629,"9,866",186,"161,735","1,529","4,795,578","708,259","6,770,942",Asia
59,Lithuania,"1,045,108","+1,539","8,991",+9,"997,837","+2,594","38,280",47,"393,701","3,387","8,157,182","3,072,877","2,654,575",Europe
60,Tunisia,"1,038,668",,"28,509",,N/A,N/A,N/A,29,"86,274","2,368","4,547,755","377,747","12,039,144",Africa
61,Slovenia,"992,632","+1,737","6,545",+4,"959,489","+3,148","26,598",32,"477,354","3,147","2,630,209","1,264,859","2,079,448",Europe
62,Nepal,"978,631",+15,"11,951",,"966,160",+49,520,,"32,544",397,"5,586,487","185,776","30,071,072",Asia
63,Belarus,"971,649",+899,"6,885",+3,"928,536",,"36,228",,"102,888",729,"12,987,175","1,375,209","9,443,780",Europe
64,Finland,"920,692",,"3,334",,"46,000",,"871,358",33,"165,709",600,"10,512,930","1,892,152","5,556,070",Europe
65,Bolivia,"903,584",+107,"21,899",,"850,086",+655,"31,599",220,"75,570","1,831","2,688,875","224,880","11,956,936",South America
66,Uruguay,"894,984",+354,"7,188",+2,"884,907",+601,"2,889",31,"256,061","2,057","6,081,466","1,739,948","3,495,199",South America
67,UAE,"894,523",+237,"2,302",,"875,602",+486,"16,619",,"88,536",228,"151,396,113","14,984,545","10,103,484",Asia
68,Ecuador,"865,585",,"35,513",,N/A,N/A,N/A,759,"47,768","1,960","2,470,170","136,317","18,120,722",South America
69,Costa Rica,"844,892",,"8,357",,"825,599",,"10,936",44,"163,199","1,614","4,163,300","804,181","5,177,071",North America
70,Guatemala,"837,087",+853,"17,411",+11,"815,470","+1,087","4,206",5,"45,232",941,"4,345,675","234,820","18,506,374",North America
71,Latvia,"811,056","+1,139","5,695",+8,"791,297","+2,431","14,064",14,"438,641","3,080","7,114,713","3,847,831","1,849,019",Europe
72,New Zealand,"795,606","+9,548",497,+14,"729,800","+12,625","65,309",,"159,054",99,"6,959,067","1,391,229","5,002,100",Australia/Oceania
73,Azerbaijan,"792,305",+16,"9,704",+1,"782,416",+41,185,,"76,907",942,"6,755,203","655,708","10,302,149",Asia
74,Panama,"767,835",+397,"8,178",,"757,190",+166,"2,467",9,"173,097","1,844","5,773,749","1,301,606","4,435,867",North America
75,Saudi Arabia,"752,188",+110,"9,062",+2,"738,011",+263,"5,115",66,"21,022",253,"41,704,690","1,165,569","35,780,534",Asia
76,Sri Lanka,"662,748",+31,"16,494",+2,"642,530",+14,"3,724",,"30,721",765,"6,477,329","300,247","21,573,365",Asia
77,Paraguay,"648,446",,"18,734",,"624,673",,"5,039",3,"88,965","2,570","2,615,453","358,834","7,288,764",South America
78,Kuwait,"630,641",,"2,555",,"626,843",,"1,243",4,"143,878",583,"7,948,416","1,813,390","4,383,180",Asia
79,Myanmar,"612,460",+54,"19,434",,"591,139",+110,"1,887",,"11,123",353,"7,805,688","141,766","55,060,279",Asia
80,Palestine,"581,678",,"5,352",,"575,613",,713,17,"109,487","1,007","3,078,533","579,458","5,312,781",Asia
81,Dominican Republic,"578,626",,"4,375",,"574,132",,119,16,"52,403",396,"3,251,191","294,441","11,041,897",North America
82,Estonia,"565,838",+626,"2,501",+3,"498,248","+1,498","65,089",6,"426,042","1,883","3,284,564","2,473,082","1,328,126",Europe
83,Bahrain,"561,525",+460,"1,473",,"555,813",+667,"4,239",3,"310,759",815,"9,662,134","5,347,218","1,806,946",Asia
84,Venezuela,"521,714",+96,"5,698",+1,"514,413",+125,"1,603",230,"18,440",201,"3,359,014","118,726","28,292,265",South America
85,Moldova,"515,804",+155,"11,474",+3,"502,452",+261,"1,878",47,"128,397","2,856","3,192,777","794,768","4,017,244",Europe
86,Egypt,"511,977",,"24,522",,"442,182",,"45,273",122,"4,840",232,"3,693,367","34,917","105,775,222",Africa
87,Libya,"501,834",,"6,429",,"490,837",,"4,568",101,"71,305",913,"2,475,203","351,696","7,037,896",Africa
88,Ethiopia,"470,151",+43,"7,509",,"453,597",+11,"9,045",17,"3,917",63,"4,718,531","39,308","120,038,795",Africa
89,Mongolia,"469,236",+45,"2,177",,"313,256",,"153,803",192,"139,140",646,"4,030,048","1,195,004","3,372,414",Asia
90,Cyprus,"462,945","+1,414",989,+2,"124,370",,"337,586",60,"378,522",809,"9,477,138","7,748,882","1,223,033",Asia
91,Armenia,"422,711",+20,"8,621",,"410,387",+22,"3,703",,"142,178","2,900","3,005,711","1,010,962","2,973,120",Asia
92,Honduras,"421,268",,"10,888",,"131,100",,"279,280",105,"41,360","1,069","1,263,329","124,032","10,185,468",North America
93,Oman,"388,763",+22,"4,257",+1,"383,809",+33,697,5,"72,828",797,"25,000,000","4,683,326","5,338,087",Asia
94,Bosnia and Herzegovina,"376,339",+75,"15,744",+2,"192,218",,"168,377",,"115,995","4,853","1,747,008","538,464","3,244,431",Europe
95,Qatar,"363,139",+108,677,,"361,291",+153,"1,171",1,"129,332",241,"3,419,116","1,217,718","2,807,805",Asia
96,Réunion,"360,445",,731,,"342,442",,"17,272",10,"397,532",806,"1,603,660","1,768,666","906,706",Africa
97,Kenya,"323,588",+5,"5,649",,"317,801",,138,,"5,791",101,"3,557,516","63,661","55,882,487",Africa
98,Zambia,"318,113",+309,"3,969",+2,"313,194",+121,950,,"16,481",206,"3,390,279","175,649","19,301,428",Africa
99,North Macedonia,"308,152",+185,"9,256",,"297,724",+124,"1,172",,"147,921","4,443","1,988,999","954,771","2,083,221",Europe
100,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,544","1,103","2,026,898","831,968","2,436,268",Africa
101,Albania,"274,320",+84,"3,494",,"270,474",+96,352,2,"95,509","1,216","1,789,363","622,995","2,872,193",Europe
102,Algeria,"265,731",+1,"6,874",,"178,327",,"80,530",6,"5,871",152,"230,861","5,100","45,262,694",Africa
103,Nigeria,"255,633",,"3,142",,"249,825",,"2,666",11,"1,188",15,"4,977,858","23,126","215,245,373",Africa
104,Zimbabwe,"247,160",+66,"5,460",,"240,754",+170,946,12,"16,209",358,"2,221,896","145,711","15,248,698",Africa
105,Uzbekistan,"238,145",+47,"1,637",,"236,057",+28,451,23,"6,936",48,"1,377,915","40,133","34,334,066",Asia
106,Montenegro,"233,908",+74,"2,708",,"230,749",+73,451,6,"372,342","4,311","2,435,107","3,876,275","628,208",Europe
107,Luxembourg,"227,528","+1,189","1,052",+1,"211,131","+1,105","15,345",3,"353,230","1,633","4,195,400","6,513,231","644,135",Europe
108,Mozambique,"225,304",+3,"2,200",,"223,058",,46,13,"6,866",67,"1,304,157","39,742","32,815,874",Africa
109,Kyrgyzstan,"200,970",,"2,991",,"196,303",,"1,676",131,"29,924",445,"1,907,195","283,974","6,716,101",Asia
110,Laos,"198,346",+957,707,+5,"7,660",,"189,979",,"26,574",95,"1,230,778","164,900","7,463,801",Asia
111,Iceland,"183,974",,110,,"75,685",,"108,179",1,"532,961",319,"1,953,616","5,659,505","345,192",Europe
112,Maldives,"178,313",,298,,"163,687",,"14,328",25,"319,834",535,"2,213,831","3,970,876","557,517",Asia
113,Afghanistan,"178,296",+39,"7,676",,"161,417",+54,"9,203","1,124","4,403",190,"932,511","23,030","40,491,001",Asia
114,Uganda,"164,024",+12,"3,596",,"100,200",,"60,228",,"3,395",74,"2,596,017","53,731","48,314,812",Africa
115,El Salvador,"162,089",,"4,124",,"150,662",,"7,303",8,"24,767",630,"1,950,448","298,025","6,544,570",North America
116,Ghana,"161,086",+15,"1,445",,"159,607",+15,34,1,"4,998",45,"2,429,358","75,378","32,229,121",Africa
117,Namibia,"157,896",,"4,021",,"153,069",,806,,"60,198","1,533","991,139","377,873","2,622,939",Africa
118,Martinique,"147,519",,918,,104,,"146,497",8,"393,651","2,450","828,928","2,211,973","374,746",North America
119,Trinidad and Tobago,"141,155",+374,"3,792",+5,"131,219",+691,"6,144",18,"100,283","2,694","686,393","487,644","1,407,570",North America
120,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,110","2,134","938,039","2,343,656","400,246",North America
121,Brunei,"139,278",+217,216,,"136,663",+350,"2,399",,"313,020",485,"717,784","1,613,183","444,949",Asia
122,Cambodia,"135,998",+18,"3,055",,"132,689",+23,254,,"7,938",178,"2,939,061","171,559","17,131,529",Asia
123,Rwanda,"129,755",+4,"1,458",,"45,522",,"82,775",1,"9,594",108,"5,178,134","382,872","13,524,439",Africa
124,Jamaica,"129,108",+15,"2,919",+2,"82,176",+82,"44,013",,"43,264",978,"957,157","320,740","2,984,217",North America
125,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,321",70,"1,751,774","63,187","27,723,536",Africa
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,860",55,"1,499,795","43,237","34,687,890",Africa
127,Malta,"87,441",+408,669,+2,"77,693",+702,"9,079",4,"197,099","1,508","1,847,584","4,164,602","443,640",Europe
128,DRC,"86,748",,"1,337",,"50,930",,"34,481",,919,14,"846,704","8,968","94,413,020",Africa
129,Senegal,"85,954",+2,"1,965",,"83,970",+3,19,,"4,903",112,"1,057,173","60,306","17,530,267",Africa
130,Malawi,"85,713",+6,"2,628",,"81,889",+229,"1,196",67,"4,283",131,"567,431","28,356","20,010,914",Africa
131,Ivory Coast,"81,838",+4,797,,"81,004",+3,37,,"2,971",29,"1,485,035","53,918","27,542,434",Africa
132,French Guiana,"79,529",,394,,"11,254",,"67,881",4,"254,510","1,261","613,484","1,963,281","312,479",South America
133,Suriname,"79,276",+35,"1,325",,"49,395",+3,"28,556",,"133,012","2,223","235,707","395,478","596,005",South America
134,French Polynesia,"72,596",+26,648,,N/A,N/A,N/A,7,"255,796","2,283",,,"283,804",Australia/Oceania
135,Channel Islands,"72,213",+224,164,,"70,116",+177,"1,933",,"408,627",928,"1,252,269","7,086,136","176,721",Europe
136,Eswatini,"70,048",+34,"1,395",,"68,567",+13,86,11,"59,283","1,181","1,008,368","853,403","1,181,585",Africa
137,Fiji,"64,502",+3,862,,"62,662",+18,978,,"71,035",949,"506,083","557,342","908,029",Australia/Oceania
138,Madagascar,"64,089",,"1,390",,"59,355",,"3,344",14,"2,213",48,"415,532","14,349","28,959,701",Africa
139,Barbados,"63,357",+389,381,+2,"59,521",,"3,455",,"219,988","1,323","626,701","2,176,030","288,002",North America
140,Guyana,"63,349",+9,"1,227",+1,"62,024",+19,98,1,"79,853","1,547","580,888","732,223","793,321",South America
141,Sudan,"62,057",+23,"4,929",+4,N/A,N/A,N/A,,"1,359",108,"562,941","12,325","45,674,042",Africa
142,New Caledonia,"60,385",,312,,"60,011",,62,9,"207,943","1,074","98,964","340,795","290,392",Australia/Oceania
143,Mauritania,"58,680",+1,982,,"57,686",+1,12,,"12,056",202,"791,559","162,622","4,867,464",Africa
144,Belize,"57,331",+13,672,,"56,473",+7,186,6,"139,662","1,637","529,581","1,290,097","410,497",North America
145,Cabo Verde,"55,978",+4,401,,"55,514",+2,63,23,"98,769",708,"400,982","707,505","566,755",Africa
146,Syria,"55,756",+6,"3,148",+1,"51,893",+14,715,,"3,054",172,"146,269","8,011","18,258,360",Asia
147,Gabon,"47,588",,303,,"47,270",,15,,"20,518",131,"1,589,113","685,158","2,319,339",Africa
148,Bhutan,"47,187","+2,131",14,,"37,034","+1,611","10,139",7,"59,976",18,"2,203,246","2,800,408","786,759",Asia
149,Papua New Guinea,"43,615",,649,,"42,906",,60,7,"4,716",70,"249,149","26,937","9,249,156",Australia/Oceania
150,Curaçao,"41,153",,270,,"40,306",,577,3,"248,975","1,633","494,095","2,989,261","165,290",North America
151,Seychelles,"40,866",,164,,"39,963",,739,,"410,990","1,649",,,"99,433",Africa
152,Andorra,"40,709",+381,153,,"39,999",+297,557,14,"525,379","1,975","249,838","3,224,340","77,485",Europe
153,Burundi,"38,698",,38,,773,,"37,887",,"3,090",3,"345,742","27,611","12,521,817",Africa
154,Mauritius,"37,210",+34,985,,"35,090",+88,"1,135",,"29,172",772,"358,675","281,196","1,275,532",Africa
155,Mayotte,"36,958",,187,,"2,964",,"33,807",,"129,884",657,"176,919","621,757","284,547",Africa
156,Togo,"36,957",,272,,"36,659",,26,,"4,285",32,"723,005","83,831","8,624,551",Africa
157,Guinea,"36,459",,440,,"35,976",,43,8,"2,648",32,"660,107","47,946","13,767,603",Africa
158,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,517",569,"778,000","15,814,937","49,194",Europe
159,Aruba,"34,189",,212,,"33,893",,84,2,"317,818","1,971","177,885","1,653,606","107,574",North America
160,Tanzania,"33,851",,803,,N/A,N/A,N/A,7,539,13,,,"62,766,105",Africa
161,Bahamas,"33,368",+2,789,,"32,253",+9,326,11,"83,431","1,973","229,025","572,641","399,945",North America
162,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,148",321,"431,221","198,488","2,172,534",Africa
163,Mali,"30,602",+13,729,,"29,689",+16,184,,"1,437",34,"657,234","30,870","21,290,208",Africa
164,Haiti,"30,586",,835,,"29,100",,651,,"2,625",72,"132,422","11,366","11,650,389",North America
165,Taiwan,"29,592",+932,854,,"21,473",+139,"7,265",,"1,238",36,"13,482,923","564,289","23,893,650",Asia
166,Isle of Man,"28,416",,87,,"26,794",,"1,535",,"331,054","1,014","150,753","1,756,312","85,835",Europe
167,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,124",13,"604,310","47,624","12,689,095",Africa
168,Somalia,"26,471",,"1,350",,"13,182",,"11,939",,"1,587",81,"400,466","24,004","16,683,375",Africa
169,Congo,"24,079",,385,,"20,178",,"3,516",,"4,180",67,"347,815","60,383","5,760,155",Africa
170,Saint Lucia,"23,045",,365,,"22,616",,64,1,"124,484","1,972","141,332","763,445","185,124",North America
171,Timor-Leste,"22,848",+4,130,,"22,703",,15,,"16,760",95,"259,788","190,571","1,363,211",Asia
172,Cayman Islands,"21,121",,25,,"8,553",,"12,543",1,"314,778",373,"222,773","3,320,114","67,098",North America
173,Burkina Faso,"20,853",,382,,"20,439",,32,,951,17,"248,995","11,357","21,924,711",Africa
174,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,733",33,,,"6,765,095",North America
175,Tajikistan,"17,388",,124,,"17,264",,0,,"1,753",13,,,"9,919,478",Asia
176,South Sudan,"17,362",+6,138,,"13,514",,"3,710",1,"1,519",12,"369,176","32,305","11,427,741",Africa
177,Gibraltar,"17,236",,101,,"16,579",,556,,"511,864","2,999","534,283","15,866,807","33,673",Europe
178,Liechtenstein,"16,865",+31,84,,"16,432",+36,349,1,"440,075","2,192","102,174","2,666,127","38,323",Europe
179,Equatorial Guinea,"15,906",+2,183,,"15,697",+1,26,5,"10,710",123,"307,847","207,289","1,485,107",Africa
180,San Marino,"15,683",,114,,"15,225",,344,4,"460,479","3,347","147,532","4,331,787","34,058",Europe
181,Djibouti,"15,598",+3,189,,"15,404",,5,,"15,388",186,"301,567","297,516","1,013,617",Africa
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,942",23,"81,294","16,326","4,979,475",Africa
183,Grenada,"14,092",+28,219,,"13,807",+14,66,4,"124,210","1,930","145,920","1,286,171","113,453",North America
184,Bermuda,"12,711",,129,,"12,362",,220,,"205,454","2,085","848,492","13,714,554","61,868",North America
185,Solomon Islands,"12,285",,139,,"11,057",,"1,089",2,"17,136",194,"5,117","7,138","716,905",Australia/Oceania
186,Gambia,"11,990",,365,,"11,591",,34,,"4,725",144,"155,686","61,350","2,537,653",Africa
187,Dominica,"11,986",+5,63,,"11,897",+10,26,,"165,770",871,"187,245","2,589,655","72,305",North America
188,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,217",369,"164,926","2,896,182","56,946",North America
189,Yemen,"11,815",+1,"2,147",,"9,000",,668,23,381,69,"265,253","8,557","30,996,845",Asia
190,Monaco,"11,299",+38,54,,"11,018",+28,227,4,"284,337","1,359","54,960","1,383,059","39,738",Europe
191,Saint Martin,"10,176",,63,,"1,399",,"8,714",7,"255,409","1,581","112,382","2,820,692","39,842",North America
192,Sint Maarten,"9,909",+21,86,,"9,740",+6,83,10,"226,522","1,966","62,056","1,418,617","43,744",North America
193,Eritrea,"9,733",+1,103,,"9,626",+1,4,,"2,678",28,"23,693","6,520","3,633,938",Africa
194,Caribbean Netherlands,"9,346",+5,34,,"8,987",,325,,"350,589","1,275","30,126","1,130,092","26,658",North America
195,Niger,"8,846",,308,,"8,488",,50,1,343,12,"244,837","9,502","25,767,619",Africa
196,Tonga,"8,761",+202,11,,"6,900",+128,"1,850",,"81,248",102,"319,471","2,962,701","107,831",Australia/Oceania
197,Guinea-Bissau,"8,175",,170,,"7,280",,725,6,"3,986",83,"131,390","64,064","2,050,903",Africa
198,Comoros,"8,100",,160,,"7,933",,7,,"8,974",177,,,"902,620",Africa
199,Sierra Leone,"7,680",+3,125,,N/A,N/A,N/A,,929,15,"259,958","31,448","8,266,151",Africa
200,Antigua and Barbuda,"7,523",,135,,"7,367",,21,1,"75,703","1,358","18,901","190,199","99,375",North America
201,Liberia,"7,402",,294,,"5,747",,"1,361",2,"1,405",56,"139,824","26,534","5,269,555",Africa
202,Chad,"7,378",,192,,"4,874",,"2,312",,427,11,"191,341","11,082","17,265,762",Africa
203,St. Vincent Grenadines,"6,748",,106,,"6,640",+1,2,,"60,483",950,"98,708","884,734","111,568",North America
204,British Virgin Islands,"6,162",,62,,N/A,N/A,N/A,1,"201,438","2,027","102,294","3,344,034","30,590",North America
205,Sao Tome and Principe,"5,948",,73,,"5,872",,3,,"26,270",322,"29,036","128,243","226,414",Africa
206,Turks and Caicos,"5,936",+13,36,,"5,862",+3,38,4,"149,706",908,"447,713","11,291,342","39,651",North America
207,Vanuatu,"5,565",+29,6,,"4,264",,"1,295",4,"17,394",19,"24,976","78,065","319,937",Australia/Oceania
208,Saint Kitts and Nevis,"5,554",,43,,"5,508",+1,3,,"103,100",798,"65,141","1,209,226","53,870",North America
209,St. Barth,"4,313",,6,,N/A,N/A,N/A,,"434,297",604,"78,646","7,919,243","9,931",North America
210,Palau,"4,122",,6,,"3,803",,313,,"225,888",329,"42,138","2,309,185","18,248",Australia/Oceania
211,Samoa,"4,092",,9,,"1,605",,"2,478",3,"20,382",45,"32,653","162,643","200,765",Australia/Oceania
212,Cook Islands,"3,688",+104,,,"3,049",+159,639,,"209,629",,"14,341","815,154","17,593",Australia/Oceania
213,Kiribati,"3,069",,13,,"2,595",,461,3,"25,009",106,,,"122,716",Australia/Oceania
