#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
,Asia,"149,021,049","+126,843","1,426,549",+200,"126,714,361","+61,466","20,880,139","12,238",,,,,,Asia
,North America,"99,142,145","+82,136","1,465,170",+241,"94,571,062","+79,206","3,105,913","7,226",,,,,,North America
,South America,"56,993,397","+12,087","1,295,651",+72,"53,104,774","+26,761","2,592,972","10,690",,,,,,South America
,Europe,"193,088,613","+104,782","1,826,264",+700,"179,835,854","+389,450","11,426,495","8,411",,,,,,Europe
,Oceania,"7,585,186","+44,569","11,018",+7,"7,128,713","+41,455","445,455",161,,,,,,Australia/Oceania
,Africa,"11,984,675","+4,185","254,032",+17,"11,168,157","+2,752","562,486",963,,,,,,Africa
,,721,,15,,706,,0,0,,,,,,
,World,"517,815,786","+374,602","6,278,699","+1,237","472,523,627","+601,090","39,013,460","39,689","66,431",805.5,,,,All
1,China,"220,040",+415,"5,185",+11,"206,119",+849,"8,736",529,153,4,"160,000,000","111,163","1,439,323,776",Asia
2,USA,"83,784,769","+73,879","1,025,173",+155,"81,022,832","+73,881","1,736,764","1,714","250,401","3,064","1,012,872,907","3,027,100","334,601,743",North America
3,India,"43,107,689","+2,288","524,103",+10,"42,563,949","+3,044","19,637",698,"30,678",373,"841,029,858","598,529","1,405,161,912",Asia
4,Brazil,"30,574,245","+9,709","664,248",+59,"29,652,018","+22,598","257,979","8,318","141,967","3,084","63,776,166","296,136","215,361,137",South America
5,France,"28,964,775","+7,354","146,856",+132,"27,669,575","+25,411","1,148,344","1,408","441,932","2,241","269,816,888","4,116,745","65,541,322",Europe
6,Germany,"25,385,707","+40,350","137,020",+95,"23,373,200","+126,300","1,875,487","1,279","301,204","1,626","122,332,384","1,451,488","84,280,690",Europe
7,UK,"22,140,287","+6,311","176,424",+71,"21,558,432","+71,373","405,431",253,"322,993","2,574","519,264,096","7,575,273","68,547,249",Europe
8,Russia,"18,232,696","+5,030","377,049",+103,"17,609,357","+5,959","246,290","2,300","124,838","2,582","273,400,000","1,871,955","146,050,485",Europe
9,S. Korea,"17,564,999","+20,601","23,400",+40,N/A,N/A,N/A,421,"342,058",456,"15,804,065","307,766","51,350,995",Asia
10,Italy,"16,816,603","+17,339","164,573",+84,"15,548,091","+76,099","1,103,939",363,"278,896","2,729","216,195,210","3,585,506","60,296,991",Europe
11,Turkey,"15,044,921","+1,542","98,854",+8,"14,942,882","+1,463","3,185",975,"174,897","1,149","159,961,399","1,859,545","86,021,816",Asia
12,Spain,"12,046,430","+12,457","105,061",+64,"11,506,148","+16,214","435,221",339,"257,466","2,245","471,036,328","10,067,384","46,788,355",Europe
13,Vietnam,"10,678,359","+2,175","43,057",+1,"9,322,165","+1,574","1,313,137",449,"107,903",435,"85,805,504","867,050","98,962,550",Asia
14,Argentina,"9,101,319",,"128,729",,"8,895,999",,"76,591",372,"198,006","2,801","35,716,069","777,031","45,964,778",South America
15,Japan,"8,099,533","+40,942","29,813",+28,"7,747,676","+30,792","322,044",163,"64,405",237,"49,544,860","393,968","125,758,647",Asia
16,Netherlands,"8,061,443","+1,027","22,278",+2,"7,959,467","+20,785","79,698",52,"468,548","1,295","21,107,399","1,226,806","17,205,170",Europe
17,Iran,"7,225,759",+570,"141,189",+12,"7,008,231","+2,811","76,339",854,"84,034","1,642","50,914,586","592,125","85,986,283",Asia
18,Australia,"6,286,876","+37,775","7,516",+3,"5,940,461","+34,477","338,899",129,"241,353",289,"70,033,185","2,688,571","26,048,475",Australia/Oceania
19,Colombia,"6,093,645",,"139,809",,"5,927,076",,"26,760",342,"117,437","2,694","34,560,302","666,049","51,888,507",South America
20,Indonesia,"6,048,685",+254,"156,396",+15,"5,886,211",+353,"6,078","2,771","21,689",561,"96,426,056","345,754","278,886,623",Asia
21,Poland,"6,000,600",+184,"116,138",,"5,334,933",+7,"549,529","1,125","158,873","3,075","36,166,373","957,548","37,769,758",Europe
22,Mexico,"5,745,228",+732,"324,463",+11,"5,044,117",+641,"376,648","4,798","43,708","2,468","15,855,490","120,625","131,444,511",North America
23,Ukraine,"5,006,460",+518,"108,449",+3,N/A,N/A,N/A,177,"115,765","2,508","19,521,252","451,393","43,246,695",Europe
24,Malaysia,"4,461,135","+2,246","35,584",+1,"4,403,183","+2,433","22,368",69,"134,636","1,074","58,962,005","1,779,454","33,134,885",Asia
25,Thailand,"4,331,338","+6,488","29,146",+55,"4,217,238","+12,755","84,954","1,496","61,766",416,"17,270,775","246,286","70,124,735",Asia
26,Austria,"4,185,678","+4,133","18,249",+4,"4,100,958","+5,448","66,471",83,"459,879","2,005","184,215,396","20,239,702","9,101,685",Europe
27,Belgium,"4,102,082","+1,863","31,580",+7,"3,891,391","+7,211","179,111",122,"351,111","2,703","33,779,532","2,891,304","11,683,149",Europe
28,Israel,"4,095,432","+3,378","10,741",,"4,052,605",,"32,086",150,"439,141","1,152","41,373,364","4,436,346","9,326,000",Asia
29,Portugal,"3,935,932",,"22,420",,N/A,N/A,N/A,61,"388,098","2,211","41,591,184","4,101,052","10,141,589",Europe
30,Czechia,"3,912,492",+127,"40,229",+4,"3,864,758","+1,382","7,505",14,"364,094","3,744","55,278,869","5,144,222","10,745,818",Europe
31,South Africa,"3,844,625","+3,237","100,533",+10,"3,680,855","+1,802","63,237",192,"63,343","1,656","24,675,963","406,556","60,695,163",Africa
32,Canada,"3,795,258","+3,803","39,787",+37,"3,484,305","+2,119","271,166",423,"98,949","1,037","61,226,715","1,596,285","38,355,755",North America
33,Philippines,"3,687,193",+178,"60,439",,"3,622,852",+379,"3,902",289,"32,838",538,"29,728,859","264,762","112,285,313",Asia
34,Switzerland,"3,630,141",+810,"13,882",+2,"3,520,963","+6,138","95,296",69,"413,834","1,583","20,851,897","2,377,102","8,771,982",Europe
35,Chile,"3,581,374","+2,025","57,639",+2,"3,450,919","+3,765","72,816",173,"184,412","2,968","37,396,520","1,925,624","19,420,468",South America
36,Peru,"3,570,075",+293,"212,957",+11,N/A,N/A,N/A,254,"105,550","6,296","30,075,629","889,195","33,823,445",South America
37,Greece,"3,364,598","+2,819","29,417",+25,"3,272,990","+11,464","62,191",198,"325,753","2,848","80,612,777","7,804,759","10,328,670",Europe
38,Denmark,"2,972,729",+543,"6,244",+6,"2,954,644","+1,838","11,841",6,"509,900","1,071","127,295,922","21,834,549","5,830,023",Europe
39,Romania,"2,899,563",+385,"65,567",+5,N/A,N/A,N/A,157,"152,610","3,451","22,848,464","1,202,564","18,999,797",Europe
40,Sweden,"2,503,090",,"18,791",,"2,474,725",+627,"9,574",16,"245,016","1,839","18,534,055","1,814,212","10,216,034",Europe
41,Iraq,"2,325,740",+126,"25,214",+1,"2,299,326",+185,"1,200",9,"55,513",602,"18,503,660","441,662","41,895,563",Asia
42,Serbia,"2,010,495",+516,"16,033",+5,"1,983,725",+973,"10,737",16,"231,834","1,849","9,552,196","1,101,483","8,672,125",Europe
