#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
10,Italy,"16,799,264","+31,070","164,489",+72,"15,471,992",,"1,162,783",356,"278,608","2,728","216,068,651","3,583,392","60,297,233",Europe
11,Turkey,"15,043,379","+1,480","98,846",+9,"14,941,419","+1,526","3,114",975,"174,884","1,149","159,851,441","1,858,320","86,019,338",Asia
12,Spain,"12,033,973","+12,457","104,997",+64,"11,489,934","+16,214","439,042",339,"257,200","2,244","471,036,328","10,067,394","46,788,306",Europe
13,Vietnam,"10,676,184","+2,269","43,056",+1,"9,320,591","+2,066","1,312,537",473,"107,884",435,"85,805,439","867,071","98,960,160",Asia
14,Argentina,"9,101,319","+2,520","128,729",+10,"8,895,999",,"76,591",372,"198,011","2,801","35,716,069","777,050","45,963,646",South America
15,Netherlands,"8,060,416","+1,234","22,276",+2,"7,938,682","+12,810","99,458",52,"468,491","1,295","21,107,399","1,226,813","17,205,067",Europe
16,Japan,"8,058,591","+34,696","29,785",+24,"7,716,884","+38,042","311,922",159,"64,079",237,"49,477,103","393,426","125,759,701",Asia
17,Iran,"7,225,189",+488,"141,177",+12,"7,005,420","+3,162","78,592",896,"84,030","1,642","50,914,586","592,145","85,983,346",Asia
18,Australia,"6,249,101","+35,289","7,513",+18,"5,905,984","+31,162","335,604",131,"239,910",288,"69,958,657","2,685,794","26,047,667",Australia/Oceania
19,Colombia,"6,093,645",,"139,809",,"5,927,076",,"26,760",342,"117,441","2,694","34,560,302","666,068","51,887,026",South America
20,Indonesia,"6,048,431",+227,"156,381",+10,"5,885,858",+452,"6,192","2,771","21,688",561,"96,221,718","345,031","278,878,726",Asia
21,Poland,"6,000,416",+199,"116,138",,"5,334,926",+25,"549,352","1,125","158,868","3,075","36,161,467","957,416","37,769,871",Europe
22,Mexico,"5,744,496",+736,"324,452",+17,"5,043,476",+642,"376,568","4,798","43,704","2,468","15,801,675","120,219","131,440,812",North America
23,Ukraine,"5,005,942",+512,"108,446",+6,N/A,N/A,N/A,177,"115,751","2,508","19,521,252","451,385","43,247,409",Europe
24,Malaysia,"4,458,889","+2,153","35,583",+4,"4,400,750","+2,869","22,556",88,"134,572","1,074","58,924,030","1,778,369","33,133,752",Asia
25,Thailand,"4,324,850","+8,081","29,091",+54,"4,204,483","+10,588","91,276","1,496","61,674",415,"17,270,775","246,288","70,124,258",Asia
26,Austria,"4,181,545","+3,617","18,245",+3,"4,095,510","+5,366","67,790",81,"459,432","2,005","184,147,092","20,232,509","9,101,545",Europe
27,Belgium,"4,100,219","+3,641","31,573",+7,"3,884,180",,"184,466",124,"350,956","2,702","33,714,218","2,885,747","11,683,011",Europe
28,Israel,"4,092,054","+1,674","10,741",,"4,052,605",,"28,708",150,"438,779","1,152","41,373,364","4,436,346","9,326,000",Asia
29,Portugal,"3,935,932",,"22,420",,N/A,N/A,N/A,61,"388,095","2,211","41,572,572","4,099,184","10,141,670",Europe
30,Czechia,"3,912,364",+238,"40,224",+3,"3,863,408","+1,621","8,732",19,"364,084","3,743","55,275,632","5,143,946","10,745,764",Europe
31,South Africa,"3,841,388","+5,486","100,523",+7,"3,679,053","+2,243","61,812",192,"63,292","1,656","24,675,963","406,569","60,693,120",Africa
32,Canada,"3,791,455","+1,938","39,750",+10,"3,482,186","+2,503","269,519",468,"98,852","1,036","61,161,915","1,594,633","38,354,852",North America
33,Philippines,"3,687,015",+149,"60,439",,"3,622,473",+349,"4,103",289,"32,837",538,"29,715,403","264,651","112,281,327",Asia
34,Switzerland,"3,629,331","+1,175","13,880",+1,"3,514,825","+7,204","100,626",69,"413,749","1,582","20,851,897","2,377,149","8,771,809",Europe
35,Chile,"3,579,349","+3,210","57,637",+8,"3,447,154","+4,098","74,558",176,"184,312","2,968","37,363,438","1,923,965","19,420,021",South America
36,Peru,"3,569,782",+456,"212,946",+13,N/A,N/A,N/A,263,"105,546","6,296","30,065,461","888,927","33,822,189",South America
37,Greece,"3,361,779","+3,195","29,392",+23,"3,261,526","+4,905","70,861",204,"325,476","2,846","80,579,733","7,801,454","10,328,809",Europe
38,Denmark,"2,972,186",+531,"6,238",+4,"2,952,806",,"13,142",6,"509,812","1,070","127,282,729","21,832,492","5,829,968",Europe
39,Romania,"2,899,178",+330,"65,562",+2,"2,606,660",,"226,956",167,"152,587","3,451","22,838,696","1,202,027","19,000,146",Europe
40,Sweden,"2,503,090",,"18,791",,"2,474,098","+1,682","10,201",16,"245,020","1,839","18,534,055","1,814,243","10,215,862",Europe
41,Iraq,"2,325,614",+92,"25,213",,"2,299,141",+146,"1,260",10,"55,513",602,"18,499,954","441,599","41,893,091",Asia
42,Serbia,"2,009,979",+302,"16,028",+4,"1,982,752",+916,"11,199",20,"231,772","1,848","9,542,409","1,100,342","8,672,221",Europe
43,Bangladesh,"1,952,799",+23,"29,127",,"1,897,526",+263,"26,146","1,273","11,643",174,"14,012,847","83,545","167,727,244",Asia
44,Hungary,"1,903,200",,"46,266",,"1,808,061",,"48,873",40,"197,942","4,812","11,355,462","1,181,023","9,614,940",Europe
45,Slovakia,"1,785,133",+234,"19,978",+10,"1,754,840","+1,148","10,315",40,"326,676","3,656","7,113,811","1,301,814","5,464,538",Europe
46,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"163,052","1,352","16,670,254","1,604,348","10,390,674",Asia
47,Georgia,"1,655,221",,"16,811",,"1,637,293",,"1,117",,"416,409","4,229","16,920,079","4,256,633","3,974,991",Asia
48,Pakistan,"1,528,736",+46,"30,375",+3,"1,494,141",,"4,220",91,"6,681",133,"28,239,539","123,407","228,831,837",Asia
49,Ireland,"1,524,092",+524,"7,131",,"1,477,190","+3,150","39,771",35,"302,405","1,415","12,101,379","2,401,112","5,039,907",Europe
50,Norway,"1,428,010",+54,"3,006",,N/A,N/A,N/A,20,"259,651",547,"11,002,430","2,000,540","5,499,729",Europe
51,Kazakhstan,"1,305,584",,"13,661",,"1,291,366",+7,557,24,"68,026",712,"11,575,012","603,100","19,192,533",Asia
52,Singapore,"1,217,922","+2,423","1,352",+2,"1,150,366","+3,070","66,204",6,"205,192",228,"23,767,171","4,004,219","5,935,532",Asia
53,Hong Kong,"1,206,585",+266,"9,346",+2,N/A,N/A,N/A,5,"158,561","1,228","44,972,952","5,910,031","7,609,596",Asia
54,Morocco,"1,165,247",+41,"16,070",,"1,148,878",+22,299,293,"30,892",426,"11,237,010","297,901","37,720,557",Africa
55,Bulgaria,"1,159,301",+151,"36,973",+7,"989,372",+138,"132,956",78,"169,201","5,396","9,886,322","1,442,916","6,851,628",Europe
56,Croatia,"1,127,742",+406,"15,888",+7,"1,106,837",+812,"5,017",16,"277,878","3,915","4,813,913","1,186,159","4,058,405",Europe
57,Cuba,"1,103,980",+104,"8,527",,"1,094,829",+131,624,23,"97,578",754,"12,920,253","1,141,989","11,313,817",North America
58,Lebanon,"1,097,539",+47,"10,399",+1,"1,083,698",,"3,442",186,"162,145","1,536","4,795,578","708,476","6,768,864",Asia
59,Lithuania,"1,059,581",+20,"9,119",+1,"1,029,371",+235,"21,091",20,"399,540","3,439","8,262,024","3,115,394","2,652,000",Europe
60,Finland,"1,052,767",,"4,150",,"46,000",,"1,002,617",21,"189,461",747,"10,773,620","1,938,868","5,556,656",Europe
61,Tunisia,"1,040,712",,"28,566",,N/A,N/A,N/A,29,"86,383","2,371","4,584,296","380,516","12,047,586",Africa
62,Slovenia,"1,015,786",+328,"6,611",,"997,933",+510,"11,242",21,"488,484","3,179","2,651,999","1,275,326","2,079,467",Europe
63,New Zealand,"989,946","+5,728",810,+2,"935,880","+5,725","53,256",,"197,906",162,"7,099,152","1,419,234","5,002,100",Australia/Oceania
64,Belarus,"982,654",+323,"6,972",+3,"928,536",,"47,146",,"104,055",738,"13,212,749","1,399,127","9,443,569",Europe
65,Nepal,"978,942",+17,"11,952",,"966,789",+21,201,,"32,516",397,"5,655,172","187,836","30,106,914",Asia
66,Bolivia,"905,428",+73,"21,925",,"861,685",+282,"21,818",220,"75,655","1,832","2,705,422","226,058","11,967,814",South America
67,UAE,"900,251",+225,"2,302",,"884,228",+253,"13,721",,"89,031",228,"157,253,862","15,551,760","10,111,644",Asia
68,Uruguay,"899,723",,"7,210",,"888,557",,"3,956",18,"257,356","2,062","6,091,188","1,742,321","3,496,020",South America
69,Ecuador,"871,029",+76,"35,602",+1,N/A,N/A,N/A,759,"48,020","1,963","2,470,170","136,180","18,139,033",South America
70,Costa Rica,"863,693",+814,"8,440",+3,"840,461",+309,"14,792",42,"166,728","1,629","4,291,131","828,364","5,180,245",North America
71,Guatemala,"849,495",+78,"17,699",+1,"829,500",+175,"2,296",5,"45,847",955,"4,495,103","242,598","18,529,043",North America
72,Latvia,"824,046",,"5,789",,"812,244",,"6,013",7,"446,008","3,133","7,196,647","3,895,124","1,847,604",Europe
73,Azerbaijan,"792,630",+12,"9,709",,"782,862",+13,59,,"76,892",942,"6,834,816","663,035","10,308,385",Asia
74,Panama,"788,471","+1,615","8,193",+1,"766,952",+854,"13,326",16,"177,563","1,845","5,938,833","1,337,421","4,440,510",North America
75,Saudi Arabia,"755,415",+339,"9,103",+4,"742,563",+112,"3,749",56,"21,091",254,"41,982,063","1,172,107","35,817,593",Asia
76,Sri Lanka,"663,561",+28,"16,509",,"646,145",+4,907,,"30,750",765,"6,486,117","300,569","21,579,484",Asia
77,Paraguay,"649,718",,"18,872",,"624,673",,"6,173",2,"89,067","2,587","2,633,737","361,046","7,294,748",South America
78,Kuwait,"631,898",+197,"2,555",,"628,946",+460,397,1,"144,022",582,"8,064,250","1,838,007","4,387,496",Asia
79,Myanmar,"613,053",+4,"19,434",,"591,964",+17,"1,655",,"11,129",353,"8,024,984","145,683","55,085,153",Asia
80,Palestine,"582,119",+179,"5,353",,"576,684",+442,82,17,"109,402","1,006","3,078,533","578,573","5,320,903",Asia
81,Dominican Republic,"579,743",,"4,376",,"574,987",,380,1,"52,469",396,"3,288,872","297,654","11,049,322",North America
82,Bahrain,"572,810",+728,"1,477",,"567,065",+363,"4,268",1,"316,293",816,"9,751,534","5,384,586","1,811,009",Asia
83,Estonia,"572,432",,"2,548",,"511,857",,"58,027",3,"430,988","1,918","3,329,716","2,506,963","1,328,187",Europe
84,Venezuela,"522,749",+77,"5,709",,"515,907",+8,"1,133",230,"18,480",202,"3,359,014","118,749","28,286,786",South America
85,Moldova,"516,986",,"11,489",,"504,142",,"1,355",49,"128,712","2,860","3,216,305","800,752","4,016,606",Europe
86,Egypt,"515,645",,"24,613",,"442,182",,"48,850",122,"4,869",232,"3,693,367","34,874","105,907,260",Africa
87,Libya,"501,904",,"6,430",,"490,973",,"4,501",101,"71,250",913,"2,477,219","351,664","7,044,279",Africa
88,Cyprus,"477,711",,"1,032",,"124,370",,"352,309",60,"390,404",843,"9,477,138","7,745,088","1,223,632",Asia
89,Ethiopia,"470,740",+10,"7,510",,"455,729",+5,"7,501",4,"3,915",62,"4,812,520","40,026","120,233,895",Africa
90,Mongolia,"469,885",,"2,179",,"313,256",,"154,450",192,"139,183",645,"4,030,048","1,193,726","3,376,023",Asia
91,Honduras,"423,879",,"10,895",,"132,358",,"280,626",105,"41,572","1,069","1,359,869","133,370","10,196,236",North America
92,Armenia,"422,877",,"8,622",,"412,026",,"2,229",,"142,215","2,900","3,059,332","1,028,867","2,973,497",Asia
93,Réunion,"398,115",,756,,"383,424",,"13,935",10,"438,867",833,"1,603,660","1,767,816","907,142",Africa
94,Oman,"389,273",+147,"4,259",+1,"384,486",+243,528,4,"72,802",797,"25,000,000","4,675,531","5,346,986",Asia
95,Bosnia and Herzegovina,"377,276",,"15,768",,"192,218",,"169,290",,"116,334","4,862","1,762,038","543,328","3,243,045",Europe
96,Qatar,"365,191",+133,677,,"363,880",+63,634,2,"130,063",241,"3,465,231","1,234,142","2,807,805",Asia
97,Taiwan,"357,200","+44,290",919,+12,"33,607",,"322,674",,"14,948",38,"15,265,197","638,802","23,896,586",Asia
98,Kenya,"323,881",+13,"5,649",,"318,069",+14,163,,"5,787",101,"3,615,118","64,598","55,963,578",Africa
99,Zambia,"320,099",,"3,982",,"315,576",,541,1,"16,554",206,"3,438,434","177,819","19,336,732",Africa
100,North Macedonia,"310,140",,"9,284",,"300,208",,648,,"148,876","4,457","2,027,591","973,298","2,083,216",Europe
101,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,377","1,102","2,026,898","830,860","2,439,517",Africa
102,Albania,"275,341",+31,"3,496",,"271,561",+32,284,2,"95,871","1,217","1,812,147","630,975","2,871,980",Europe
103,Algeria,"265,798",+4,"6,875",,"178,363",+1,"80,560",6,"5,865",152,"230,861","5,094","45,316,852",Africa
104,Nigeria,"255,766",,"3,143",,"249,914",,"2,709",11,"1,186",15,"5,075,820","23,543","215,595,417",Africa
105,Zimbabwe,"248,352",+83,"5,476",,"242,085",+77,791,12,"16,271",359,"2,272,746","148,901","15,263,483",Africa
106,Luxembourg,"241,160",,"1,068",,"231,818",,"8,274",1,"373,989","1,656","4,238,251","6,572,654","644,831",Europe
107,Uzbekistan,"238,715",+20,"1,637",,"236,828",+31,250,23,"6,946",48,"1,377,915","40,094","34,367,212",Asia
108,Montenegro,"235,795",+69,"2,717",,"232,456",+66,622,6,"375,342","4,325","2,459,891","3,915,696","628,213",Europe
109,Mozambique,"225,426",+7,"2,201",,"223,164",+1,61,13,"6,857",67,"1,316,404","40,042","32,875,919",Africa
110,Laos,"208,649",+114,750,+1,"7,660",,"200,239",,"27,928",100,"1,232,128","164,921","7,471,015",Asia
111,Kyrgyzstan,"200,993",,"2,991",,"196,406",,"1,596",131,"29,894",445,"1,907,195","283,663","6,723,460",Asia
112,Iceland,"185,961",,119,,"75,685",,"110,157",,"538,482",345,"2,264,004","6,555,813","345,343",Europe
113,Maldives,"179,171",,298,,"163,687",,"15,186",25,"320,998",534,"2,213,831","3,966,245","558,168",Asia
114,Afghanistan,"178,996",+73,"7,685",+1,"161,962",+26,"9,349","1,124","4,414",190,"945,802","23,324","40,551,031",Asia
115,Uganda,"164,069",,"3,596",,"100,205",,"60,268",2,"3,389",74,"2,612,795","53,968","48,413,959",Africa
116,El Salvador,"162,089",,"4,128",,"150,662",,"7,299",8,"24,759",631,"1,950,448","297,924","6,546,801",North America
117,Ghana,"161,222",,"1,445",,"159,746",,31,1,"4,995",45,"2,438,745","75,565","32,273,514",Africa
118,Namibia,"159,219",+83,"4,027",+1,"153,662",,"1,530",,"60,630","1,533","1,012,423","385,525","2,626,087",Africa
119,Martinique,"153,253",,926,,104,,"152,223",8,"408,973","2,471","828,928","2,212,091","374,726",North America
120,Trinidad and Tobago,"151,592",+357,"3,852",+5,"138,733",+800,"9,007",18,"107,674","2,736","717,314","509,500","1,407,879",North America
121,Brunei,"142,858",+231,218,,"141,806",+133,834,,"320,860",490,"717,784","1,612,146","445,235",Asia
122,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,105","2,134","938,039","2,343,627","400,251",North America
123,Cambodia,"136,262",,"3,056",,"133,181",+4,25,,"7,947",178,"2,957,188","172,458","17,147,338",Asia
124,Jamaica,"131,161",+227,"2,977",+2,"84,397",+119,"43,787",,"43,939",997,"1,019,394","341,494","2,985,097",North America
125,Rwanda,"129,848",+1,"1,459",,"45,522",,"82,867",,"9,585",108,"5,306,502","391,727","13,546,436",Africa
126,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,313",69,"1,751,774","63,084","27,768,809",Africa
127,Angola,"99,194",,"1,900",,"97,149",,145,,"2,854",55,"1,499,795","43,150","34,758,051",Africa
128,Malta,"92,848",+119,709,+1,"88,918",+190,"3,221",4,"209,249","1,598","1,895,701","4,272,291","443,720",Europe
129,DRC,"87,023",,"1,337",,"50,930",,"34,756",,920,14,"846,704","8,950","94,599,845",Africa
130,Senegal,"86,012",,"1,966",,"84,035",+1,11,,"4,898",112,"1,074,808","61,206","17,560,510",Africa
131,Malawi,"85,811",,"2,634",,"82,082",+10,"1,095",67,"4,281",131,"576,432","28,757","20,044,791",Africa
132,Ivory Coast,"81,974",+4,799,,"81,160",+10,15,,"2,971",29,"1,507,032","54,628","27,587,187",Africa
133,French Guiana,"80,859",,395,,"11,254",,"69,210",2,"258,327","1,262","627,211","2,003,805","313,010",South America
134,Suriname,"79,393",,"1,328",,"49,402",,"28,663",,"133,128","2,227","236,066","395,842","596,364",South America
135,Channel Islands,"74,865",,172,,"73,987",,706,,"423,373",973,"1,252,808","7,084,816","176,830",Europe
136,Barbados,"73,592",+394,406,+1,"69,468",+935,"3,718",,"255,505","1,410","659,902","2,291,120","288,026",North America
137,French Polynesia,"72,776",,648,,N/A,N/A,N/A,7,"256,330","2,282",,,"283,915",Australia/Oceania
138,Eswatini,"71,102",+13,"1,400",,"69,244",+72,458,11,"60,133","1,184","1,018,517","861,394","1,182,405",Africa
139,Fiji,"64,723",+5,862,,"62,815",,"1,046",,"71,244",949,"508,406","559,628","908,472",Australia/Oceania
140,Madagascar,"64,236",+55,"1,393",+2,"59,370",,"3,473",14,"2,214",48,"430,995","14,858","29,008,486",Africa
141,Guyana,"63,583",+13,"1,228",,"62,217",,138,,"80,122","1,547","604,408","761,623","793,579",South America
142,Sudan,"62,135",,"4,933",,N/A,N/A,N/A,,"1,358",108,"562,941","12,306","45,744,159",Africa
143,New Caledonia,"60,749",,312,,"60,231",,206,9,"209,061","1,074","98,964","340,574","290,580",Australia/Oceania
144,Bhutan,"59,497",+14,21,,"59,198",+37,278,2,"75,567",27,"2,302,633","2,924,576","787,339",Asia
145,Mauritania,"58,743",+7,982,,"57,702",,59,,"12,048",201,"808,774","165,874","4,875,840",Africa
146,Belize,"57,612",,676,,"56,692",,244,6,"140,179","1,645","543,928","1,323,458","410,990",North America
147,Cabo Verde,"56,065",+3,401,,"55,573",+1,91,23,"98,851",707,"400,982","706,990","567,168",Africa
148,Syria,"55,853",+6,"3,150",,"52,325",+20,378,,"3,054",172,"146,269","7,998","18,287,483",Asia
149,Gabon,"47,602",,304,,"47,285",,13,,"20,492",131,"1,593,622","686,038","2,322,936",Africa
150,Papua New Guinea,"43,821",,650,,"43,133",,38,7,"4,732",70,"249,149","26,904","9,260,750",Australia/Oceania
151,Seychelles,"42,841",,166,,"42,223",,452,,"430,675","1,669",,,"99,474",Africa
152,Curaçao,"42,567",,275,,"41,905",,387,3,"257,459","1,663","496,693","3,004,161","165,335",North America
153,Andorra,"41,717",,153,,"41,021",,543,14,"538,326","1,974","249,838","3,223,966","77,494",Europe
154,Burundi,"40,799",,38,,773,,"39,988",,"3,252",3,"345,742","27,558","12,546,112",Africa
155,Mauritius,"37,783",+39,996,,"36,042",,745,,"29,618",781,"358,675","281,165","1,275,675",Africa
156,Mayotte,"37,363",,187,,"2,964",,"34,212",,"131,099",656,"176,919","620,773","284,998",Africa
157,Togo,"37,002",+2,273,,"36,711",+4,18,,"4,284",32,"732,945","84,853","8,637,840",Africa
158,Guinea,"36,459",,440,,"35,976",,43,8,"2,643",32,"660,107","47,862","13,792,024",Africa
159,Aruba,"35,189",,212,,"34,774",,203,,"327,020","1,970","177,885","1,653,130","107,605",North America
160,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,331",569,"778,000","15,810,759","49,207",Europe
161,Tanzania,"33,872",,803,,N/A,N/A,N/A,7,539,13,,,"62,882,787",Africa
162,Bahamas,"33,695",,798,,"32,408",,489,,"84,195","1,994","229,817","574,254","400,201",North America
163,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,140",321,"431,221","198,382","2,173,692",Africa
164,Mali,"30,937",+10,733,,"30,025",+21,179,,"1,450",34,"671,021","31,459","21,330,212",Africa
165,Haiti,"30,703",,835,,"29,555",,313,,"2,633",72,"132,422","11,357","11,659,882",North America
166,Isle of Man,"28,416",,87,,"26,794",,"1,535",,"330,934","1,013","150,753","1,755,677","85,866",Europe
167,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,120",13,"604,310","47,543","12,710,859",Africa
168,Somalia,"26,485",,"1,350",,"13,182",,"11,953",,"1,585",81,"400,466","23,960","16,713,779",Africa
169,Congo,"24,079",,385,,"20,178",,"3,516",,"4,174",67,"347,815","60,286","5,769,460",Africa
170,Saint Lucia,"23,723",+88,368,,"23,030",+17,325,,"128,107","1,987","143,281","773,735","185,181",North America
171,Timor-Leste,"22,885",,130,,"22,730",,25,,"16,766",95,"263,745","193,230","1,364,929",Asia
172,Cayman Islands,"22,828",,27,,"8,553",,"14,248",1,"339,950",402,"222,773","3,317,493","67,151",North America
173,Burkina Faso,"20,853",,382,,"20,439",,32,,949,17,"248,995","11,337","21,964,008",Africa
174,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,731",33,,,"6,770,477",North America
175,Gibraltar,"17,996",,102,,"16,579",,"1,315",,"534,450","3,029","534,283","15,867,278","33,672",Europe
176,South Sudan,"17,492",,138,,"13,514",,"3,840",1,"1,529",12,"385,179","33,679","11,436,702",Africa
177,Tajikistan,"17,388",,124,,"17,264",,0,,"1,750",12,,,"9,934,146",Asia
178,Liechtenstein,"17,280",+15,84,,"17,100",+7,96,,"450,810","2,191","102,174","2,665,571","38,331",Europe
179,San Marino,"16,623",,115,,"16,251",,257,4,"488,008","3,376","152,231","4,469,101","34,063",Europe
180,Solomon Islands,"16,441",,144,,"14,797",,"1,500",1,"22,896",201,"5,117","7,126","718,059",Australia/Oceania
181,Equatorial Guinea,"15,910",,183,,"15,701",,26,5,"10,690",123,"317,211","213,140","1,488,272",Africa
182,Djibouti,"15,631",,189,,"15,427",,15,,"15,406",186,"305,941","301,539","1,014,599",Africa
183,Grenada,"15,483",,220,,"14,408",,855,4,"136,429","1,939","153,692","1,354,258","113,488",North America
184,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,938",23,"81,294","16,307","4,985,217",Africa
185,Bermuda,"13,832",,131,,"13,289",,412,,"223,631","2,118","885,175","14,311,178","61,852",North America
186,Dominica,"12,493",+107,63,,"12,148",+29,282,,"172,753",871,"192,785","2,665,832","72,317",North America
187,Gambia,"11,995",,365,,"11,591",,39,,"4,718",144,"155,686","61,238","2,542,309",Africa
188,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,195",369,"164,926","2,895,877","56,952",North America
189,Monaco,"11,925",,54,,"11,766",+24,105,4,"299,947","1,358","54,960","1,382,398","39,757",Europe
190,Yemen,"11,819",,"2,149",,"9,009",,661,23,381,69,"265,253","8,545","31,041,819",Asia
191,Tonga,"10,765",,11,,"9,609",,"1,145",,"99,756",102,"502,224","4,653,971","107,913",Australia/Oceania
192,Samoa,"10,659",+449,20,,"1,605",,"9,034",4,"53,068",100,"77,714","386,916","200,855",Australia/Oceania
193,Saint Martin,"10,537",,63,,"1,399",,"9,075",7,"264,171","1,579","112,382","2,817,509","39,887",North America
194,Sint Maarten,"10,065",,86,,"9,913",,66,10,"229,915","1,965","62,056","1,417,548","43,777",North America
195,Caribbean Netherlands,"9,814",,34,,"9,730",,50,,"367,924","1,275","30,126","1,129,414","26,674",North America
196,Eritrea,"9,737",,103,,"9,631",,3,,"2,677",28,"23,693","6,514","3,637,292",Africa
197,Niger,"8,957",,309,,"8,550",,98,1,347,12,"250,880","9,714","25,827,837",Africa
198,Guinea-Bissau,"8,213",,171,,"7,530",,512,6,"3,998",83,"135,355","65,895","2,054,089",Africa
199,Comoros,"8,100",,160,,"7,933",,7,,"8,961",177,,,"903,888",Africa
200,Vanuatu,"8,052",+306,14,,"7,480",+37,558,,"25,129",44,"24,976","77,946","320,429",Australia/Oceania
201,Sierra Leone,"7,682",,125,,N/A,N/A,N/A,,928,15,"259,958","31,406","8,277,252",Africa
202,Antigua and Barbuda,"7,663",,137,,"7,471",,55,1,"77,069","1,378","18,901","190,094","99,430",North America
203,Liberia,"7,434",,294,,"5,747",,"1,393",2,"1,409",56,"139,824","26,493","5,277,696",Africa
204,Chad,"7,412",,193,,"4,874",,"2,345",,428,11,"191,341","11,061","17,298,088",Africa
205,St. Vincent Grenadines,"6,792",,106,,"6,641",,45,,"60,865",950,"99,029","887,420","111,592",North America
206,British Virgin Islands,"6,467",,62,,N/A,N/A,N/A,1,"211,312","2,026","103,397","3,378,545","30,604",North America
207,Turks and Caicos,"5,995",,36,,"5,918",,41,4,"151,057",907,"497,269","12,529,770","39,687",North America
208,Sao Tome and Principe,"5,964",,73,,"5,884",,7,,"26,309",322,"29,036","128,085","226,693",Africa
209,Saint Kitts and Nevis,"5,587",,43,,"5,523",,21,,"103,663",798,"70,707","1,311,916","53,896",North America
210,Cook Islands,"5,267",,1,,"5,072",,194,,"299,363",57,"17,108","972,377","17,594",Australia/Oceania
211,Palau,"4,732",,6,,"4,086",,640,1,"259,231",329,"47,272","2,589,679","18,254",Australia/Oceania
212,St. Barth,"4,575",,6,,N/A,N/A,N/A,,"460,586",604,"78,646","7,917,648","9,933",North America
213,Kiribati,"3,093",+4,13,,"2,602",+1,478,3,"25,179",106,,,"122,842",Australia/Oceania
214,Anguilla,"2,788",,9,,"2,766",,13,4,"182,808",590,"51,382","3,369,091","15,251",North America
215,Saint Pierre Miquelon,"2,727",,1,,"2,449",,277,1,"474,922",174,"23,545","4,100,488","5,742",North America
216,Diamond Princess,712,,13,,699,,0,,,,,,,
217,Montserrat,493,,2,,245,,246,,"98,639",400,"10,715","2,143,858","4,998",North America
