#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
80,Palestine,"581,075",,"5,351",,"574,674",,"1,050",17,"109,467","1,008","3,078,533","579,954","5,308,233",Asia
81,Dominican Republic,"578,020",+38,"4,375",,"573,445",+98,200,21,"52,368",396,"3,222,385","291,942","11,037,739",North America
82,Estonia,"555,139","+1,404","2,451",+3,"477,706","+3,244","74,982",13,"417,997","1,846","3,239,556","2,439,256","1,328,092",Europe
83,Bahrain,"553,750",+860,"1,470",,"545,100","+2,110","7,180",6,"306,843",815,"9,603,290","5,321,355","1,804,670",Asia
84,Venezuela,"520,373",+69,"5,682",+1,"513,186",+113,"1,505",230,"18,391",201,"3,359,014","118,713","28,295,334",South America
85,Moldova,"513,146",+204,"11,428",+5,"498,738",+341,"2,980",61,"127,724","2,844","3,149,854","784,014","4,017,601",Europe
86,Egypt,"505,264",,"24,417",,"434,503",,"46,344",122,"4,780",231,"3,693,367","34,942","105,701,281",Africa
87,Libya,"501,657",+47,"6,413",+2,"489,826",+123,"5,418",91,"71,316",912,"2,472,159","351,442","7,034,321",Africa
88,Ethiopia,"469,704",+25,"7,492",,"441,083","+1,970","21,129",15,"3,916",62,"4,653,297","38,800","119,929,539",Africa
89,Mongolia,"468,223",+85,"2,177",,"313,256",,"152,790",192,"138,922",646,"4,030,048","1,195,720","3,370,393",Asia
90,Cyprus,"426,377","+4,774",938,+1,"124,370",,"301,069",60,"348,718",767,"9,477,138","7,751,011","1,222,697",Asia
91,Armenia,"422,498",+14,"8,611",,"409,879",+26,"4,008",,"142,116","2,896","2,973,199","1,000,098","2,972,909",Asia
92,Honduras,"421,013",+35,"10,880",+2,"131,100",,"279,033",105,"41,359","1,069","1,263,329","124,106","10,179,437",North America
93,Oman,"388,279",+50,"4,250",,"382,823",+105,"1,206",19,"72,805",797,"25,000,000","4,687,702","5,333,103",Asia
94,Bosnia and Herzegovina,"375,332",+110,"15,710",+2,"192,218",,"167,404",,"115,657","4,841","1,735,332","534,737","3,245,208",Europe
95,Qatar,"361,283",+123,677,,"359,445",+151,"1,161",1,"128,671",241,"3,408,699","1,214,008","2,807,805",Asia
96,Réunion,"336,945",,709,,"322,519",,"13,717",10,"371,714",782,"1,603,660","1,769,142","906,462",Africa
97,Kenya,"323,402",+7,"5,648",,"317,633",+9,121,1,"5,792",101,"3,511,614","62,890","55,837,076",Africa
98,Zambia,"316,747",+197,"3,966",,"311,999",+131,782,,"16,427",206,"3,354,681","173,983","19,281,658",Africa
99,North Macedonia,"305,717",+294,"9,220",+6,"294,662",+235,"1,835",,"146,752","4,426","1,960,264","940,976","2,083,225",Europe
100,Botswana,"305,526",,"2,686",,"302,476",,364,1,"125,501","1,103","2,026,898","832,590","2,434,448",Africa
101,Albania,"273,608",+79,"3,492",,"269,653",+50,463,13,"95,257","1,216","1,776,780","618,589","2,872,313",Europe
102,Algeria,"265,662",+11,"6,874",,"178,281",+11,"80,507",5,"5,873",152,"230,861","5,104","45,232,366",Africa
103,Nigeria,"255,415",+74,"3,142",,"249,606",+40,"2,667",11,"1,188",15,"4,841,764","22,515","215,049,349",Africa
104,Zimbabwe,"246,182",+140,"5,440",+1,"238,030",+486,"2,712",12,"16,153",357,"2,185,767","143,419","15,240,419",Africa
105,Uzbekistan,"237,710",+23,"1,637",,"235,559",+39,514,23,"6,927",48,"1,377,915","40,154","34,315,504",Asia
106,Montenegro,"233,010",+86,"2,702",+2,"229,711",+86,597,6,"370,914","4,301","1,209,418","1,925,196","628,205",Europe
107,Mozambique,"225,249",+5,"2,200",,"222,998",+1,51,13,"6,871",67,"1,295,834","39,529","32,782,248",Africa
108,Luxembourg,"214,099","+1,709","1,035",,"193,675",+907,"19,389",4,"332,584","1,608","4,157,103","6,457,686","643,745",Europe
109,Kyrgyzstan,"200,923",+14,"2,988",+2,"196,206",+13,"1,729",131,"29,935",445,"1,907,195","284,148","6,711,980",Asia
110,Iceland,"180,951",+369,98,+1,"75,685",,"105,168",4,"524,332",284,"1,881,426","5,451,702","345,108",Europe
111,Afghanistan,"177,716",+58,"7,667",+2,"160,937",+166,"9,112","1,124","4,393",190,"921,112","22,767","40,457,383",Asia
112,Maldives,"176,993",,298,,"163,687",,"13,008",25,"317,675",535,"2,213,831","3,973,478","557,152",Asia
113,Laos,"174,136","+2,697",664,+1,"7,660",,"165,812",,"23,343",89,"1,023,002","137,136","7,459,761",Asia
114,Uganda,"163,892",+14,"3,595",,"100,167",,"60,130",2,"3,396",74,"2,555,603","52,956","48,259,289",Africa
115,El Salvador,"161,052",,"4,118",,"141,145",,"15,789",45,"24,613",629,"1,847,861","282,404","6,543,321",North America
116,Ghana,"160,925",,"1,445",,"159,409",,71,1,"4,997",45,"2,410,734","74,858","32,204,260",Africa
117,Namibia,"157,622",,"4,019",,"153,069",,534,3,"60,134","1,533","982,245","374,734","2,621,177",Africa
118,Martinique,"141,415",,909,,104,,"140,402",8,"377,351","2,426","807,954","2,155,941","374,757",North America
119,Trinidad and Tobago,"137,757",+261,"3,746",+5,"126,980",+359,"7,031",18,"97,881","2,662","673,601","478,615","1,407,397",North America
120,Cambodia,"135,585",+33,"3,054",,"131,598",+71,933,,"7,918",178,"2,924,126","170,775","17,122,677",Asia
121,Brunei,"133,726",+745,208,+2,"127,970","+1,210","5,548",,"300,650",468,"717,784","1,613,763","444,789",Asia
122,Guadeloupe,"130,705",,843,,"2,250",,"127,612",19,"326,564","2,106","938,039","2,343,674","400,243",North America
123,Rwanda,"129,718",+4,"1,458",,"45,522",,"82,738",,"9,600",108,"5,102,965","377,658","13,512,121",Africa
124,Jamaica,"128,735",+8,"2,884",+2,"81,052",+68,"44,799",,"43,146",967,"924,184","309,742","2,983,723",North America
125,Cameroon,"119,544",,"1,927",,"117,455",,162,13,"4,316",70,"1,751,774","63,245","27,698,183",Africa
126,Angola,"99,138",,"1,900",,"97,120",,118,,"2,861",55,"1,494,119","43,122","34,648,599",Africa
127,DRC,"86,748",+33,"1,337",,"50,930",,"34,481",,920,14,"846,704","8,978","94,308,398",Africa
128,Senegal,"85,886",+6,"1,964",,"83,889",+6,33,,"4,904",112,"1,043,229","59,568","17,513,331",Africa
129,Malawi,"85,631",+6,"2,626",,"80,227",+308,"2,778",67,"4,283",131,"561,333","28,078","19,991,943",Africa
130,Ivory Coast,"81,722",+3,796,,"80,909",+1,17,,"2,970",29,"1,470,274","53,431","27,517,373",Africa
131,Suriname,"79,188",+15,"1,324",,"49,377",,"28,487",,"132,909","2,222","235,193","394,749","595,804",South America
132,Malta,"78,779",+717,638,+3,"72,562",+216,"5,579",4,"177,592","1,438","1,801,312","4,060,713","443,595",Europe
133,French Guiana,"78,649",,394,,"11,254",,"67,001",4,"251,933","1,262","609,252","1,951,592","312,182",South America
134,French Polynesia,"72,195",,646,,N/A,N/A,N/A,7,"254,439","2,277",,,"283,742",Australia/Oceania
135,Eswatini,"69,723",+28,"1,394",,"68,268",+4,61,11,"59,031","1,180","1,000,792","847,320","1,181,126",Africa
136,Channel Islands,"68,613",+248,156,,"64,012",+368,"4,445",,"388,392",883,"1,243,253","7,037,587","176,659",Europe
137,Fiji,"64,404",+4,834,,"62,600",+5,970,,"70,947",919,"504,823","556,107","907,781",Australia/Oceania
138,Madagascar,"64,009",,"1,384",,"59,280",,"3,345",19,"2,212",48,"410,717","14,196","28,932,382",Africa
139,Guyana,"63,246",+7,"1,226",,"61,949",+14,71,3,"79,738","1,546","567,141","715,025","793,176",South America
140,Sudan,"61,929",,"4,905",,N/A,N/A,N/A,,"1,357",107,"562,941","12,336","45,634,776",Africa
141,New Caledonia,"60,262",+21,311,,"59,631",+26,320,3,"207,595","1,071","98,964","340,918","290,287",Australia/Oceania
142,Barbados,"59,080",+218,374,,"57,526",,"1,180",,"205,147","1,299","611,269","2,122,543","287,989",North America
143,Mauritania,"58,668",,982,,"57,679",,7,,"12,065",202,"779,912","160,384","4,862,773",Africa
144,Belize,"57,277",+24,654,,"56,318",+28,305,6,"139,625","1,594","521,962","1,272,395","410,220",North America
145,Cabo Verde,"55,950",,401,,"55,491",+3,58,23,"98,760",708,"400,982","707,793","566,524",Africa
146,Syria,"55,688",+8,"3,140",+2,"51,576",+13,972,,"3,053",172,"146,269","8,018","18,242,051",Asia
147,Gabon,"47,584",,303,,"47,265",,16,,"20,534",131,"1,588,441","685,463","2,317,324",Africa
148,Papua New Guinea,"42,203",,640,,"39,905",,"1,658",7,"4,566",69,"249,149","26,956","9,242,663",Australia/Oceania
149,Seychelles,"40,421",+212,164,,"39,790",+63,467,,"406,609","1,650",,,"99,410",Africa
150,Curaçao,"40,217",,267,,"39,453",,497,3,"243,350","1,616","494,095","2,989,732","165,264",North America
151,Andorra,"40,024",+311,153,,"39,283",+412,588,14,"516,565","1,975","249,838","3,224,507","77,481",Europe
152,Burundi,"38,482",+19,38,,773,,"37,671",,"3,077",3,"345,742","27,641","12,508,211",Africa
153,Togo,"36,930",+6,272,,"36,591",+5,67,,"4,286",32,"718,126","83,337","8,617,109",Africa
154,Mayotte,"36,745",,187,,"2,964",,"33,594",,"129,250",658,"176,919","622,310","284,294",Africa
155,Guinea,"36,459",,440,,"35,976",,43,8,"2,651",32,"660,107","47,994","13,753,928",Africa
156,Mauritius,"36,327",+66,968,,"33,754",+154,"1,605",,"28,482",759,"358,675","281,214","1,275,451",Africa
157,Faeroe Islands,"34,237",,28,,"7,693",,"26,516",5,"696,058",569,"778,000","15,817,187","49,187",Europe
158,Aruba,"33,929",,212,,"33,663",,54,2,"315,451","1,971","177,885","1,653,867","107,557",North America
159,Tanzania,"33,815",+18,800,,N/A,N/A,N/A,7,539,13,,,"62,700,762",Africa
160,Bahamas,"33,258",,788,,"32,183",,287,11,"83,186","1,971","226,807","567,300","399,801",North America
161,Lesotho,"32,899",+19,697,,"24,151",+35,"8,051",,"15,148",321,"429,108","197,574","2,171,885",Africa
162,Haiti,"30,545",+16,833,,"28,431",+162,"1,281",,"2,623",72,"132,422","11,372","11,645,073",North America
163,Mali,"30,480",+4,727,,"29,636",+9,117,,"1,433",34,"648,671","30,500","21,267,805",Africa
164,Isle of Man,"28,229",+212,82,,"26,512",+275,"1,635",,"328,940",956,"150,753","1,756,659","85,818",Europe
165,Bhutan,"26,963","+1,087",10,,"23,137",+761,"3,816",16,"34,285",13,"2,097,163","2,666,674","786,434",Asia
166,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,126",13,"604,310","47,670","12,676,908",Africa
167,Somalia,"26,400",,"1,348",,"13,182",,"11,870",,"1,584",81,"400,466","24,028","16,666,349",Africa
168,Congo,"24,069",,384,,"20,178",,"3,507",,"4,182",67,"347,815","60,438","5,754,944",Africa
169,Taiwan,"23,154",+162,853,,"20,228",+82,"2,073",,969,36,"12,686,277","530,984","23,892,006",Asia
170,Saint Lucia,"22,953",+6,365,,"22,560",+17,28,,"124,009","1,972","140,589","759,563","185,092",North America
171,Timor-Leste,"22,830",+3,130,,"22,681",+1,19,,"16,759",95,"256,935","188,611","1,362,249",Asia
172,Burkina Faso,"20,853",,382,,"20,439",,32,,952,17,"248,995","11,368","21,902,704",Africa
173,Cayman Islands,"20,606",,24,,"8,553",,"12,029",1,"307,236",358,"222,773","3,321,549","67,069",North America
174,Nicaragua,"18,434",,224,,"4,225",,"13,985",,"2,726",33,,,"6,762,081",North America
175,Tajikistan,"17,388",,124,,"17,264",,0,,"1,754",13,,,"9,911,264",Asia
176,South Sudan,"17,237",,138,,"13,514",,"3,585",1,"1,509",12,"359,136","31,440","11,422,722",Africa
177,Gibraltar,"16,854",+81,101,,"16,211",+32,542,3,"500,520","2,999","532,486","15,813,441","33,673",Europe
178,Liechtenstein,"16,286",+110,84,,"15,848",+63,354,9,"425,011","2,192","80,413","2,098,515","38,319",Europe
179,Equatorial Guinea,"15,903",,183,,"15,693",,27,5,"10,721",123,"301,203","203,058","1,483,335",Africa
180,Djibouti,"15,585",,189,,"15,391",+2,5,,"15,384",187,"297,370","293,534","1,013,068",Africa
181,San Marino,"15,181",,113,,"14,740",,328,4,"445,779","3,318","144,139","4,232,536","34,055",Europe
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,944",23,"81,294","16,336","4,976,259",Africa
183,Grenada,"13,998",+16,218,,"13,727",+20,53,4,"123,403","1,922","143,299","1,263,292","113,433",North America
184,Bermuda,"12,456",,127,,"12,088",,241,,"201,306","2,052","837,414","13,533,745","61,876",North America
185,Gambia,"11,988",,365,,"11,591",,32,,"4,729",144,"155,686","61,413","2,535,046",Africa
186,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,231",369,"164,926","2,896,386","56,942",North America
187,Yemen,"11,805",+2,"2,143",,"8,996",+2,666,23,381,69,"265,253","8,564","30,971,660",Asia
188,Dominica,"11,787",,63,,"11,503",,221,,"163,034",871,"180,273","2,493,471","72,298",North America
189,Solomon Islands,"11,174",+396,133,,"9,700",,"1,341",1,"15,601",186,"5,117","7,144","716,259",Australia/Oceania
190,Monaco,"10,721",+51,54,,"10,374",+52,293,4,"269,860","1,359","54,960","1,383,407","39,728",Europe
191,Saint Martin,"9,912",,63,,"1,399",,"8,450",7,"248,945","1,582","112,382","2,822,534","39,816",North America
192,Eritrea,"9,725",+1,103,,"9,620",,2,,"2,678",28,"23,693","6,523","3,632,061",Africa
193,Sint Maarten,"9,715",+17,86,,"9,589",+2,40,10,"222,184","1,967","62,056","1,419,234","43,725",North America
194,Niger,"8,801",,308,,"8,477",+6,16,1,342,12,"240,394","9,342","25,733,896",Africa
195,Caribbean Netherlands,"8,515",+40,31,,"8,094",+9,390,,"319,536","1,163","30,126","1,130,516","26,648",North America
196,Guinea-Bissau,"8,149",+9,170,,"7,139",+28,840,6,"3,977",83,"129,238","63,070","2,049,119",Africa
197,Comoros,"8,086",+1,160,,"7,919",+4,7,,"8,965",177,,,"901,910",Africa
198,Sierra Leone,"7,674",,125,,N/A,N/A,N/A,,929,15,"259,958","31,472","8,259,934",Africa
199,Antigua and Barbuda,"7,491",,135,,"7,347",,9,1,"75,405","1,359","18,901","190,258","99,344",North America
200,Liberia,"7,400",,294,,"5,747",,"1,359",2,"1,406",56,"139,824","26,557","5,264,995",Africa
201,Chad,"7,308",,191,,"4,874",,"2,243",,424,11,"191,341","11,094","17,247,660",Africa
202,St. Vincent Grenadines,"6,746",,106,,"6,638",,2,,"60,472",950,"98,567","883,573","111,555",North America
203,Tonga,"6,423",+279,6,,"3,160",+271,"3,257",,"59,591",56,"163,307","1,515,118","107,785",Australia/Oceania
204,British Virgin Islands,"6,141",,62,,N/A,N/A,N/A,1,"200,804","2,027","101,616","3,322,739","30,582",North America
205,Sao Tome and Principe,"5,945",,73,,"5,867",,5,,"26,275",323,"29,036","128,331","226,258",Africa
206,Turks and Caicos,"5,910",,36,,"5,838",,36,4,"149,126",908,"436,234","11,007,393","39,631",North America
207,Saint Kitts and Nevis,"5,549",,43,,"5,506",,0,,"103,034",798,"65,141","1,209,540","53,856",North America
208,Palau,"4,024",+1,6,,"3,711",,307,,"220,566",329,"40,607","2,225,773","18,244",Australia/Oceania
209,St. Barth,"3,780",,6,,N/A,N/A,N/A,,"380,665",604,"78,646","7,920,040","9,930",North America
210,Kiribati,"3,065",,13,,"2,570",+3,482,9,"24,991",106,,,"122,646",Australia/Oceania
211,Vanuatu,"3,059",+272,2,+1,"1,123",+61,"1,934",6,"9,569",6,"24,976","78,133","319,662",Australia/Oceania
