#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
,Asia,"140,957,179","+412,321","1,405,003",+830,"121,093,899","+209,308","18,458,277","24,982",,,,,,Asia
,North America,"96,685,274","+24,789","1,444,441",+266,"78,839,235","+163,050","16,401,598","7,372",,,,,,North America
,South America,"56,207,258","+10,757","1,288,945",+189,"51,806,717","+53,447","3,111,596","11,374",,,,,,South America
,Europe,"180,503,111","+345,091","1,776,081",+876,"158,916,305","+447,123","19,810,725","10,457",,,,,,Europe
,Oceania,"5,647,957","+56,713","9,336",+37,"4,988,828","+54,766","649,793",154,,,,,,Australia/Oceania
,Africa,"11,769,383","+1,462","253,016",+19,"10,998,724","+4,643","517,643","1,354",,,,,,Africa
,,721,,15,,706,,0,0,,,,,,
,World,"491,770,883","+851,133","6,176,837","+2,217","426,644,414","+932,337","58,949,632","55,693","63,090",792.4,,,,All
1,China,"154,738","+1,506","4,638",,"123,933","+2,467","26,167",57,108,3,"160,000,000","111,163","1,439,323,776",Asia
2,USA,"81,853,949","+16,504","1,008,680",+161,"65,680,737","+154,775","15,164,532","1,822","244,770","3,016","985,833,466","2,947,968","334,411,183",North America
3,India,"43,029,044",+913,"521,388",+14,"42,495,089","+1,316","12,567","8,944","30,651",371,"790,764,883","563,292","1,403,828,461",Asia
4,Brazil,"29,999,816","+4,178","660,269",+77,"28,784,928","+26,252","554,619","8,318","139,396","3,068","63,776,166","296,340","215,212,745",South America
5,France,"25,997,852","+102,266","142,506",+31,"23,390,522","+18,785","2,464,824","1,486","396,749","2,175","254,106,036","3,877,874","65,527,156",Europe
6,Germany,"21,646,375","+57,761","130,563",+34,"16,972,700","+86,500","4,543,112","2,494","256,917","1,550","104,701,826","1,242,687","84,254,408",Europe
7,UK,"21,337,385","+36,567","165,710",+70,"19,200,531","+62,414","1,971,144",356,"311,439","2,419","506,768,342","7,396,756","68,512,244",Europe
8,Russia,"17,896,866","+16,828","369,708",+304,"16,965,027","+35,695","562,131","2,300","122,544","2,531","273,400,000","1,872,034","146,044,351",Europe
9,Turkey,"14,894,731","+9,021","98,157",+38,"14,570,521","+10,312","226,053",975,"173,330","1,142","154,495,767","1,797,871","85,932,601",Asia
10,Italy,"14,846,514","+54,287","159,784",+118,"13,402,015","+48,486","1,284,715",489,"246,188","2,650","202,264,141","3,353,980","60,305,701",Europe
11,S. Korea,"13,874,216","+234,301","17,235",+306,N/A,N/A,N/A,"1,128","270,207",336,"15,804,065","307,791","51,346,669",Asia
12,Spain,"11,565,114","+6,770","102,645",+52,"10,952,243","+18,751","510,226",420,"247,189","2,194","471,036,328","10,067,766","46,786,580",Europe
13,Vietnam,"9,818,328","+50,730","42,600",+37,"7,787,962","+74,608","1,987,766","1,973","99,299",431,"84,572,527","855,335","98,876,493",Asia
14,Argentina,"9,041,124",+484,"128,065",+6,"8,867,907","+1,490","45,152",487,"196,871","2,789","35,455,227","772,041","45,924,025",South America
15,Netherlands,"7,908,701","+10,773","22,016",+10,"6,551,189","+68,297","1,335,496",135,"459,769","1,280","21,107,399","1,227,071","17,201,452",Europe
16,Iran,"7,167,646","+1,275","140,315",+38,"6,886,942","+4,912","140,389","1,667","83,461","1,634","49,358,909","574,739","85,880,542",Asia
17,Japan,"6,653,841","+47,377","28,248",+48,"6,164,792","+42,392","460,801",518,"52,894",225,"43,717,117","347,522","125,796,563",Asia
18,Colombia,"6,085,926",+308,"139,660",+10,"5,919,072",+383,"27,194",342,"117,409","2,694","33,971,965","655,384","51,835,193",South America
19,Indonesia,"6,019,981","+1,933","155,288",+47,"5,768,703","+4,067","95,990","2,771","21,608",557,"92,326,680","331,392","278,602,304",Asia
20,Poland,"5,969,621",+557,"115,345",+2,"5,333,534","+1,357","520,742",268,"158,036","3,054","35,732,269","945,953","37,773,820",Europe
21,Mexico,"5,665,376","+3,303","323,212",+85,"4,963,000","+3,035","379,164","4,798","43,145","2,461","15,595,137","118,765","131,311,353",North America
22,Ukraine,"4,972,981","+1,185","108,015",+8,N/A,N/A,N/A,177,"114,923","2,496","19,521,252","451,125","43,272,403",Europe
23,Australia,"4,680,816","+47,538","6,384",+17,"4,170,493","+43,676","503,939",103,"179,897",245,"66,861,156","2,569,667","26,019,383",Australia/Oceania
24,Malaysia,"4,246,467","+12,380","35,099",+30,"4,018,421","+20,635","192,947",253,"128,315","1,061","56,788,636","1,715,975","33,094,097",Asia
25,Israel,"3,943,153","+8,670","10,530",+15,"3,846,922","+11,118","85,701",265,"422,813","1,129","41,373,364","4,436,346","9,326,000",Asia
26,Austria,"3,887,355","+13,907","15,985",+28,"3,572,230","+35,038","299,140",224,"427,340","1,757","176,843,630","19,440,544","9,096,640",Europe
27,Belgium,"3,871,172","+10,351","30,879",+31,"3,540,753","+7,738","299,540",164,"331,487","2,644","32,872,543","2,814,864","11,678,199",Europe
28,Czechia,"3,830,658","+2,590","39,732",+19,"3,733,551","+8,241","57,375",92,"356,544","3,698","54,752,294","5,096,143","10,743,870",Europe
29,South Africa,"3,722,954",+889,"100,050",+4,"3,611,123","+1,846","11,781",546,"61,413","1,650","23,909,698","394,409","60,621,618",Africa
30,Thailand,"3,711,595","+26,840","25,418",+97,"3,427,054","+23,412","259,123","1,496","52,941",363,"17,270,775","246,347","70,107,556",Asia
31,Philippines,"3,679,485",+546,"59,343",+19,"3,584,319","+1,790","35,823",289,"32,811",529,"29,006,676","258,661","112,141,839",Asia
32,Portugal,"3,604,114",,"21,693",,N/A,N/A,N/A,61,"355,278","2,138","40,088,192","3,951,717","10,144,500",Europe
33,Peru,"3,548,559",+471,"212,328",+29,N/A,N/A,N/A,438,"105,055","6,286","28,904,299","855,707","33,778,256",South America
34,Switzerland,"3,503,202","+4,158","13,725",+5,"2,850,404",,"639,073",136,"399,646","1,566","20,324,729","2,318,649","8,765,765",Europe
35,Canada,"3,499,226","+3,077","37,690",+10,"3,295,953","+1,851","165,583",386,"91,308",983,"59,464,465","1,551,655","38,323,241",North America
36,Chile,"3,486,653","+4,478","56,750",+61,"3,090,745","+23,080","339,158",524,"179,684","2,925","35,713,746","1,840,502","19,404,346",South America
37,Greece,"3,077,711","+10,357","27,684",+61,"2,811,268","+26,657","238,759",356,"297,834","2,679","74,854,140","7,243,725","10,333,653",Europe
38,Denmark,"2,919,428","+1,955","5,762",+17,"2,855,172","+4,713","58,494",22,"500,929",989,"126,843,098","21,764,348","5,828,022",Europe
39,Romania,"2,860,094","+1,429","65,090",+11,"2,606,660",,"188,344",385,"150,433","3,424","22,164,873","1,165,814","19,012,351",Europe
40,Sweden,"2,487,852",,"18,331",,"2,437,546","+2,127","31,975",25,"243,672","1,795","18,417,910","1,803,935","10,209,851",Europe
