#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
22,Ukraine,"4,975,837","+2,099","108,041",+22,N/A,N/A,N/A,177,"114,992","2,497","19,521,252","451,140","43,270,974",Europe
23,Australia,"4,785,679","+58,178","6,435",+37,"4,292,552","+71,166","486,692",114,"183,916",247,"67,080,089","2,577,921","26,021,000",Australia/Oceania
24,Malaysia,"4,268,486","+12,017","35,160",+33,"4,062,154","+20,431","171,172",234,"128,971","1,062","56,960,067","1,721,037","33,096,363",Asia
25,Israel,"3,967,740","+10,241","10,554",,"3,894,082","+10,959","63,104",259,"425,449","1,132","41,373,364","4,436,346","9,326,000",Asia
26,Austria,"3,912,606","+12,946","16,061",+59,"3,643,590","+35,888","252,955",224,"430,102","1,766","177,405,999","19,501,763","9,096,921",Europe
27,Belgium,"3,881,523",,"30,908",,"3,561,398","+13,486","289,217",183,"332,366","2,647","33,001,012","2,825,798","11,678,474",Europe
28,Czechia,"3,838,914","+6,553","39,781",+24,"3,747,652","+7,180","51,481",92,"357,308","3,703","54,790,753","5,099,671","10,743,978",Europe
29,Thailand,"3,757,575","+21,088","25,606",+91,"3,481,827","+27,519","250,142","1,496","53,597",365,"17,270,775","246,343","70,108,510",Asia
30,South Africa,"3,725,177","+1,538","100,067",+15,"3,613,688","+1,607","11,422",546,"61,446","1,651","23,947,309","395,003","60,625,704",Africa
31,Philippines,"3,679,979",+221,"59,370",+5,"3,586,984","+1,387","33,625",289,"32,813",529,"29,022,359","258,782","112,149,810",Asia
32,Portugal,"3,604,114",,"21,693",,N/A,N/A,N/A,61,"355,283","2,138","40,239,817","3,966,726","10,144,339",Europe
33,Peru,"3,549,028",+311,"212,372",+18,N/A,N/A,N/A,421,"105,061","6,287","28,971,116","857,622","33,780,766",South America
34,Canada,"3,521,753","+11,547","37,772",+51,"3,313,633","+9,066","170,348",386,"91,892",986,"59,642,149","1,556,219","38,325,048",North America
35,Switzerland,"3,512,093","+5,847","13,740",+4,"2,916,405","+41,270","581,948",136,"400,644","1,567","20,400,357","2,327,184","8,766,111",Europe
36,Chile,"3,492,200","+2,287","56,809",+11,"3,131,650","+19,305","303,741",520,"179,962","2,928","35,790,084","1,844,351","19,405,242",South America
37,Greece,"3,114,591","+18,456","27,816",+70,"2,856,354","+45,086","230,421",358,"301,411","2,692","75,356,144","7,292,499","10,333,377",Europe
38,Denmark,"2,924,746","+3,170","5,798",+21,"2,867,100","+6,977","51,848",19,"501,832",995,"126,879,654","21,770,206","5,828,133",Europe
39,Romania,"2,864,473","+3,047","65,129",+27,"2,606,660",,"192,684",385,"150,669","3,426","22,213,710","1,168,426","19,011,654",Europe
40,Sweden,"2,491,161","+1,036","18,472",,"2,440,686","+1,267","32,003",25,"243,988","1,809","18,417,910","1,803,875","10,210,194",Europe
41,Iraq,"2,320,806",+280,"25,178",+1,"2,285,632",+699,"9,996",41,"55,506",602,"18,366,982","439,280","41,811,513",Asia
42,Serbia,"1,983,734","+1,541","15,842",+8,"1,936,195","+2,067","31,697",28,"228,663","1,826","9,249,135","1,066,136","8,675,379",Europe
43,Bangladesh,"1,951,867",+36,"29,123",,"1,885,251",+899,"37,493","1,283","11,647",174,"13,859,546","82,704","167,579,420",Asia
44,Hungary,"1,860,159","+5,961","45,611",+101,"1,717,268","+7,898","97,280",49,"193,421","4,743","11,158,930","1,160,317","9,617,142",Europe
45,Slovakia,"1,732,096","+5,144","19,462",+22,"1,627,006","+8,914","85,628",179,"316,984","3,562","6,926,378","1,267,569","5,464,300",Europe
46,Jordan,"1,689,314",,"14,003",,"1,668,852",,"6,459",276,"162,723","1,349","16,575,546","1,596,635","10,381,548",Asia
47,Georgia,"1,650,008",+578,"16,761",+3,"1,629,032",+389,"4,215",,"415,025","4,216","16,474,337","4,143,779","3,975,679",Asia
48,Pakistan,"1,525,775",+155,"30,361",,"1,486,252",+61,"9,162",321,"6,679",133,"27,607,487","120,850","228,444,473",Asia
49,Ireland,"1,477,112","+2,738","6,805",+6,"1,313,409","+1,241","156,898",54,"293,373","1,352","11,874,276","2,358,377","5,034,936",Europe
50,Norway,"1,411,550","+1,499","2,667",+21,N/A,N/A,N/A,20,"256,836",485,"11,002,430","2,001,930","5,495,912",Europe
51,Kazakhstan,"1,305,214",+15,"13,660",,"1,290,108",+73,"1,446",528,"68,078",712,"11,575,012","603,737","19,172,287",Asia
52,Hong Kong,"1,177,814","+3,254","8,349",+87,N/A,N/A,N/A,115,"154,892","1,098","44,972,952","5,914,288","7,604,119",Asia
53,Morocco,"1,163,656",+95,"16,061",+1,"1,146,888",+91,707,293,"30,882",426,"11,237,010","298,213","37,681,122",Africa
54,Bulgaria,"1,142,698",+839,"36,636",+28,"933,840","+2,158","172,222",174,"166,664","5,343","9,650,834","1,407,583","6,856,318",Europe
55,Singapore,"1,119,419","+6,341","1,284",+1,"1,046,731","+4,644","71,404",16,"188,728",216,"23,548,306","3,970,117","5,931,389",Asia
56,Croatia,"1,103,662",+835,"15,634",+15,"1,080,707","+1,125","7,321",34,"271,793","3,850","4,698,129","1,156,982","4,060,676",Europe
57,Cuba,"1,093,676",+510,"8,516",+1,"1,081,969",+860,"3,191",23,"96,662",753,"12,920,253","1,141,926","11,314,438",North America
58,Lebanon,"1,093,551",+284,"10,324",+5,"1,067,926","+3,865","15,301",186,"161,491","1,525","4,795,578","708,189","6,771,607",Asia
59,Tunisia,"1,037,358",,"28,425",,N/A,N/A,N/A,29,"86,185","2,362","4,537,900","377,013","12,036,442",Africa
60,Lithuania,"1,033,929","+2,164","8,927",+11,"973,428","+5,597","51,574",62,"389,369","3,362","8,102,064","3,051,166","2,655,399",Europe
61,Nepal,"978,528",+21,"11,951",,"965,765",+51,812,100,"32,553",398,"5,563,056","185,068","30,059,602",Asia
62,Slovenia,"978,171","+3,436","6,512",+7,"936,697","+5,000","34,962",37,"470,401","3,132","2,621,101","1,260,483","2,079,441",Europe
63,Belarus,"965,947",+293,"6,853",+4,"928,536",,"30,558",,"102,283",726,"12,899,942","1,365,962","9,443,848",Europe
64,Finland,"907,786","+6,450","3,254",+2,"46,000",,"858,532",40,"163,392",586,"10,483,383","1,886,898","5,555,882",Europe
65,Bolivia,"902,605",+108,"21,897",+1,"843,920","+1,324","36,788",220,"75,510","1,832","2,686,794","224,771","11,953,454",South America
66,UAE,"892,714",+244,"2,302",,"871,055",+441,"19,357",,"88,380",228,"149,380,063","14,788,828","10,100,872",Asia
67,Uruguay,"890,980",+840,"7,171",+2,"878,876","+1,081","4,933",35,"254,934","2,052","6,037,194","1,727,411","3,494,937",South America
68,Ecuador,"862,870",+519,"35,449",,N/A,N/A,N/A,759,"47,633","1,957","2,470,170","136,362","18,114,863",South America
69,Costa Rica,"841,343",+685,"8,327",+7,"820,853","+2,423","12,163",63,"162,545","1,609","4,136,613","799,183","5,176,055",North America
70,Guatemala,"832,159","+1,010","17,338",+9,"807,873","+1,615","6,948",5,"44,984",937,"4,279,413","231,331","18,499,120",North America
71,Latvia,"804,288","+1,401","5,657",+9,"771,691","+4,800","26,940",27,"434,874","3,059","7,079,255","3,827,717","1,849,472",Europe
72,Azerbaijan,"792,103",+36,"9,700",+3,"782,084",+44,319,,"76,902",942,"6,721,330","652,547","10,300,153",Asia
73,Panama,"765,677",+340,"8,172",,"755,296",+239,"2,209",10,"172,668","1,843","5,729,565","1,292,077","4,434,382",North America
74,Saudi Arabia,"751,296",+116,"9,050",,"735,699",+298,"6,547",90,"21,004",253,"41,605,651","1,163,187","35,768,675",Asia
75,New Zealand,"717,650","+14,183",386,+23,"627,504","+17,189","89,760",,"143,470",77,"6,935,598","1,386,537","5,002,100",Australia/Oceania
76,Sri Lanka,"662,216",+113,"16,485",,"637,306",+9,"8,425",,"30,699",764,"6,368,159","295,213","21,571,407",Asia
77,Paraguay,"648,353",,"18,731",,"624,673",,"4,949",8,"88,976","2,571","2,601,300","356,986","7,286,849",South America
78,Kuwait,"629,912",+128,"2,555",,"625,796",+154,"1,561",10,"143,756",583,"7,922,315","1,808,005","4,381,799",Asia
79,Myanmar,"611,984",+58,"19,433",,"590,358",+166,"2,193",,"11,116",353,"7,718,788","140,208","55,052,320",Asia
80,Palestine,"581,467",+231,"5,351",,"575,095",,"1,021",17,"109,500","1,008","3,078,533","579,741","5,310,183",Asia
81,Dominican Republic,"578,319",+110,"4,375",,"573,814",+111,130,21,"52,386",396,"3,237,860","293,297","11,039,521",North America
82,Estonia,"560,230","+1,110","2,475",+6,"488,121",+952,"69,634",8,"421,826","1,864","3,258,517","2,453,507","1,328,106",Europe
83,Bahrain,"557,387",+624,"1,472",+1,"550,620",+626,"5,295",3,"308,691",815,"9,628,972","5,332,705","1,805,645",Asia
84,Venezuela,"521,030",+125,"5,688",+1,"513,671",+50,"1,671",230,"18,415",201,"3,359,014","118,718","28,294,019",South America
85,Moldova,"514,428",+206,"11,452",+3,"500,531",+264,"2,445",52,"128,048","2,851","3,167,975","788,554","4,017,448",Europe
86,Egypt,"509,177",,"24,473",,"438,458",,"46,246",122,"4,816",231,"3,693,367","34,931","105,732,970",Africa
87,Libya,"501,738",,"6,419",,"490,052",,"5,267",101,"71,312",912,"2,473,358","351,536","7,035,853",Africa
88,Ethiopia,"469,879",+36,"7,508",,"449,425",+10,"12,946",15,"3,916",63,"4,682,260","39,027","119,976,363",Africa
89,Mongolia,"468,772",+81,"2,177",,"313,256",,"153,339",192,"139,050",646,"4,030,048","1,195,413","3,371,259",Asia
90,Cyprus,"447,161","+2,987",954,+3,"124,370",,"321,837",60,"365,674",780,"9,477,138","7,750,098","1,222,841",Asia
91,Armenia,"422,594",+13,"8,619",+2,"410,229",+105,"3,746",,"142,144","2,899","2,985,996","1,004,372","2,972,999",Asia
92,Honduras,"421,062",,"10,880",,"131,100",,"279,082",105,"41,353","1,069","1,263,329","124,074","10,182,022",North America
93,Oman,"388,536",+36,"4,252",,"383,364",+37,920,12,"72,824",797,"25,000,000","4,685,826","5,335,239",Asia
94,Bosnia and Herzegovina,"375,849",+114,"15,727",+3,"192,218",,"167,904",,"115,828","4,847","1,740,582","536,410","3,244,875",Europe
95,Qatar,"362,150",+143,677,,"360,177",+115,"1,296",2,"128,980",241,"3,413,836","1,215,838","2,807,805",Asia
96,Réunion,"347,941","+10,996",720,+11,"331,736","+9,217","15,485",10,"383,801",794,"1,603,660","1,768,937","906,567",Africa
97,Kenya,"323,479",+11,"5,648",,"317,717",+15,114,1,"5,791",101,"3,534,556","63,279","55,856,538",Africa
98,Zambia,"317,221",+111,"3,967",,"312,615",+49,639,,"16,445",206,"3,368,245","174,610","19,290,131",Africa
99,North Macedonia,"306,947",+236,"9,231",,"296,166",+252,"1,550",,"147,342","4,431","1,960,264","940,977","2,083,223",Europe
100,Botswana,"305,526",,"2,686",,"302,476",,364,1,"125,461","1,103","2,026,898","832,324","2,435,228",Africa
101,Albania,"274,000",+87,"3,492",,"270,055",+131,453,13,"95,395","1,216","1,782,376","620,548","2,872,262",Europe
102,Algeria,"265,699",+5,"6,874",,"178,312",+4,"80,513",6,"5,872",152,"230,861","5,102","45,245,364",Africa
103,Nigeria,"255,516",+48,"3,142",,"249,674",+62,"2,700",11,"1,188",15,"4,906,535","22,807","215,133,359",Africa
104,Zimbabwe,"246,744",+132,"5,451",,"239,055",+198,"2,238",12,"16,186",358,"2,203,571","144,554","15,243,967",Africa
105,Uzbekistan,"237,906",+18,"1,637",,"235,742",+31,527,23,"6,931",48,"1,377,915","40,145","34,323,459",Asia
106,Montenegro,"233,453",+88,"2,706",,"230,157",+71,590,6,"371,619","4,308","2,427,484","3,864,153","628,206",Europe
107,Mozambique,"225,268",+1,"2,200",,"223,021",+5,47,13,"6,869",67,"1,299,144","39,612","32,796,659",Africa
108,Luxembourg,"220,034",+644,"1,042",+1,"200,508",+272,"18,484",3,"341,714","1,618","4,174,339","6,482,779","643,912",Europe
109,Kyrgyzstan,"200,968",,"2,991",,"196,248",,"1,729",131,"29,934",446,"1,907,195","284,073","6,713,746",Asia
110,Laos,"186,870","+2,272",682,,"7,660",,"178,528",,"25,045",91,"1,023,002","137,104","7,461,492",Asia
111,Iceland,"182,633",+803,102,+1,"75,685",,"106,846",1,"529,150",296,"1,890,042","5,476,097","345,144",Europe
112,Afghanistan,"177,949",+46,"7,671",,"161,033",,"9,245","1,124","4,397",190,"925,444","22,866","40,471,791",Asia
113,Maldives,"177,658",,298,,"163,687",,"13,673",25,"318,779",535,"2,213,831","3,972,365","557,308",Asia
114,Uganda,"163,951",+2,"3,596",+1,"100,192",+5,"60,163",3,"3,396",74,"2,570,233","53,233","48,283,085",Africa
115,El Salvador,"161,570",,"4,121",+1,"144,494",,"12,955",40,"24,690",630,"1,875,785","286,648","6,543,856",North America
116,Ghana,"161,014",+43,"1,445",,"159,531",+63,38,1,"4,998",45,"2,422,885","75,210","32,214,915",Africa
117,Namibia,"157,776",+12,"4,020",,"153,069",,687,3,"60,175","1,533","987,182","376,509","2,621,932",Africa
118,Martinique,"147,519","+2,472",918,+4,104,,"146,497",8,"393,644","2,450","828,928","2,211,937","374,752",North America
119,Trinidad and Tobago,"139,114",+321,"3,766",+3,"128,540",,"6,808",18,"98,840","2,676","676,774","480,844","1,407,471",North America
120,Guadeloupe,"137,327",,852,,"2,250",,"134,225",19,"343,107","2,129","938,039","2,343,662","400,245",North America
121,Brunei,"136,821",+447,214,+1,"133,494",+773,"3,113",,"307,561",481,"717,784","1,613,513","444,858",Asia
122,Cambodia,"135,812",+30,"3,055",+1,"132,328",+127,429,,"7,930",178,"2,932,388","171,220","17,126,471",Asia
123,Rwanda,"129,735",+2,"1,458",,"45,522",,"82,755",1,"9,598",108,"5,145,742","380,675","13,517,400",Africa
124,Jamaica,"128,880",+11,"2,898",+1,"81,425",,"44,557",,"43,191",971,"936,937","313,994","2,983,935",North America
125,Cameroon,"119,544",,"1,927",,"117,455",,162,13,"4,314",70,"1,751,774","63,220","27,709,049",Africa
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,861",55,"1,499,795","43,265","34,665,438",Africa
127,DRC,"86,748",,"1,337",,"50,930",,"34,481",,919,14,"846,704","8,974","94,353,236",Africa
128,Senegal,"85,924",+4,"1,965",,"83,925",+3,34,,"4,904",112,"1,050,047","59,932","17,520,589",Africa
129,Malawi,"85,667",+3,"2,626",,"80,810",+15,"2,231",67,"4,283",131,"563,689","28,184","20,000,074",Africa
130,Malta,"82,845",+719,649,+5,"74,227",+329,"7,969",4,"186,750","1,463","1,820,830","4,104,537","443,614",Europe
131,Ivory Coast,"81,780",+9,796,,"80,945",+10,39,,"2,971",29,"1,477,408","53,669","27,528,114",Africa
132,Suriname,"79,236",+4,"1,325",,"49,391",+8,"28,520",,"132,971","2,224","235,461","395,142","595,890",South America
133,French Guiana,"79,075",,394,,"11,254",,"67,427",4,"253,195","1,262","609,252","1,950,799","312,309",South America
134,French Polynesia,"72,473",+87,648,+1,N/A,N/A,N/A,7,"255,395","2,284",,,"283,768",Australia/Oceania
135,Eswatini,"69,897",+35,"1,395",+1,"68,379",+5,123,11,"59,168","1,181","1,005,006","850,747","1,181,322",Africa
136,Channel Islands,"69,624",+211,156,,"67,712","+2,292","1,756",,"394,055",883,"1,247,374","7,059,835","176,686",Europe
137,Fiji,"64,466",+5,834,,"62,623",,"1,009",,"71,007",919,"505,211","556,468","907,888",Australia/Oceania
138,Madagascar,"64,050",,"1,388",,"59,313",,"3,349",22,"2,213",48,"413,244","14,277","28,944,091",Africa
139,Guyana,"63,283",+10,"1,226",,"61,975",+8,82,5,"79,778","1,546","572,803","722,107","793,238",South America
140,Sudan,"61,987",+21,"4,907",,N/A,N/A,N/A,,"1,358",107,"562,941","12,331","45,651,604",Africa
141,Barbados,"60,592",+432,375,,"58,319",+235,"1,898",,"210,393","1,302","617,920","2,145,593","287,995",North America
142,New Caledonia,"60,345",+18,312,+1,"59,884",+24,149,9,"207,848","1,075","98,964","340,865","290,332",Australia/Oceania
143,Mauritania,"58,675",+4,982,,"57,680",,13,,"12,061",202,"785,991","161,568","4,864,783",Africa
144,Belize,"57,318",+15,656,,"56,456",+12,206,6,"139,685","1,599","525,140","1,279,771","410,339",North America
145,Cabo Verde,"55,961",,401,,"55,499",+3,61,23,"98,762",708,"400,982","707,670","566,623",Africa
146,Syria,"55,723",+5,"3,145",,"51,783",+20,795,,"3,053",172,"146,269","8,015","18,249,040",Asia
147,Gabon,"47,588",,303,,"47,270",,15,,"20,528",131,"1,589,113","685,498","2,318,188",Africa
148,Papua New Guinea,"43,374","+1,171",643,+3,"42,597","+2,692",134,7,"4,691",70,"249,149","26,948","9,245,445",Australia/Oceania
149,Seychelles,"40,866",,164,,"39,963",,739,,"411,044","1,650",,,"99,420",Africa
150,Curaçao,"40,671",,267,,"39,858",,546,3,"246,081","1,615","494,095","2,989,533","165,275",North America
151,Andorra,"40,024",,153,,"39,283",,588,14,"516,552","1,975","249,838","3,224,423","77,483",Europe
152,Burundi,"38,588",+13,38,,773,,"37,777",,"3,084",3,"345,742","27,628","12,514,042",Africa
153,Togo,"36,946",+1,272,,"36,612",+10,62,,"4,286",32,"720,871","83,625","8,620,298",Africa
154,Mayotte,"36,891",,187,,"2,964",,"33,740",,"129,714",658,"176,919","622,074","284,402",Africa
155,Mauritius,"36,758",+77,968,,"34,387",+92,"1,403",,"28,819",759,"358,675","281,207","1,275,486",Africa
156,Guinea,"36,459",,440,,"35,976",,43,8,"2,650",32,"660,107","47,974","13,759,789",Africa
157,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,574",569,"778,000","15,816,223","49,190",Europe
158,Aruba,"34,051",,212,,"33,752",,87,3,"316,562","1,971","177,885","1,653,744","107,565",North America
159,Tanzania,"33,815",,800,,N/A,N/A,N/A,7,539,13,,,"62,728,766",Africa
160,Bahamas,"33,314",+1,788,,"32,210",+2,316,11,"83,314","1,971","226,807","567,212","399,863",North America
161,Bhutan,"33,146","+1,219",12,,"26,954","+1,105","6,180",4,"42,140",15,"2,130,182","2,708,181","786,573",Asia
162,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,151",321,"431,221","198,521","2,172,163",Africa
163,Haiti,"30,567",,833,,"28,745",,989,,"2,624",72,"132,422","11,369","11,647,352",North America
164,Mali,"30,512",+6,728,,"29,650",+3,134,,"1,434",34,"652,947","30,687","21,277,407",Africa
165,Isle of Man,"28,416",,84,,"26,794",,"1,538",,"331,088",979,"150,753","1,756,496","85,826",Europe
166,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,125",13,"604,310","47,651","12,682,131",Africa
167,Somalia,"26,471",+71,"1,350",+2,"13,182",,"11,939",,"1,588",81,"400,466","24,018","16,673,646",Africa
168,Taiwan,"24,866",+281,853,,"20,639",+90,"3,374",,"1,041",36,"12,953,471","542,152","23,892,711",Asia
169,Congo,"24,079",+8,385,,"20,178",,"3,516",,"4,182",67,"347,815","60,414","5,757,178",Africa
170,Saint Lucia,"22,977",+12,365,,"22,589",+7,23,1,"124,130","1,972","140,625","759,704","185,105",North America
171,Timor-Leste,"22,832",,130,,"22,692",,10,,"16,755",95,"257,486","188,958","1,362,661",Asia
172,Burkina Faso,"20,853",,382,,"20,439",,32,,952,17,"248,995","11,363","21,912,136",Africa
173,Cayman Islands,"20,606",,24,,"8,553",,"12,029",1,"307,181",358,"222,773","3,320,955","67,081",North America
174,Nicaragua,"18,491",+57,225,+1,"4,225",,"14,041",,"2,734",33,,,"6,763,372",North America
175,Tajikistan,"17,388",,124,,"17,264",,0,,"1,754",13,,,"9,914,784",Asia
176,South Sudan,"17,311",+10,138,,"13,514",,"3,659",1,"1,515",12,"364,018","31,862","11,424,873",Africa
177,Gibraltar,"17,120",+47,101,,"16,579",+53,440,3,"508,419","2,999","534,283","15,866,807","33,673",Europe
178,Liechtenstein,"16,570",+11,84,,"16,345",,141,2,"432,400","2,192","80,413","2,098,406","38,321",Europe
179,Equatorial Guinea,"15,904",+1,183,,"15,696",+3,25,5,"10,716",123,"303,365","204,411","1,484,094",Africa
180,Djibouti,"15,591",+1,189,,"15,396",,6,,"15,386",187,"299,332","295,402","1,013,303",Africa
181,San Marino,"15,181",,113,,"14,740",,328,4,"445,753","3,318","144,139","4,232,287","34,057",Europe
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,943",23,"81,294","16,332","4,977,637",Africa
183,Grenada,"14,024",,218,,"13,748",,58,4,"123,624","1,922","144,147","1,270,678","113,441",North America
184,Bermuda,"12,564",,128,,"12,198",,238,,"203,061","2,069","841,380","13,598,500","61,873",North America
185,Gambia,"11,990",+1,365,,"11,591",,34,,"4,728",144,"155,686","61,386","2,536,163",Africa
186,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,228",369,"164,926","2,896,335","56,943",North America
187,Dominica,"11,897",+6,63,,"11,704",+21,130,,"164,548",871,"185,213","2,561,693","72,301",North America
188,Solomon Islands,"11,856",+386,136,+3,"9,700",,"2,020",2,"16,546",190,"5,117","7,141","716,536",Australia/Oceania
189,Yemen,"11,812",+4,"2,144",,"8,999",,669,23,381,69,"265,253","8,561","30,982,454",Asia
190,Monaco,"10,943",+71,54,,"10,696",+28,193,4,"275,420","1,359","54,960","1,383,268","39,732",Europe
191,Saint Martin,"10,107",,63,,"1,399",,"8,645",7,"253,773","1,582","112,382","2,821,754","39,827",North America
192,Sint Maarten,"9,787",+21,86,,"9,627",+26,74,10,"223,790","1,966","62,056","1,418,974","43,733",North America
193,Eritrea,"9,728",,103,,"9,623",,2,,"2,678",28,"23,693","6,522","3,632,865",Africa
194,Caribbean Netherlands,"8,860",+9,33,,"8,459",+12,368,,"332,433","1,238","30,126","1,130,347","26,652",North America
195,Niger,"8,816",+5,308,,"8,487",+3,21,1,342,12,"242,224","9,407","25,748,349",Africa
196,Guinea-Bissau,"8,151",,170,,"7,191",+43,790,6,"3,976",83,"129,981","63,409","2,049,884",Africa
197,Comoros,"8,093",,160,,"7,921",,12,,"8,970",177,,,"902,214",Africa
198,Sierra Leone,"7,675",,125,,N/A,N/A,N/A,,929,15,"259,958","31,462","8,262,598",Africa
199,Antigua and Barbuda,"7,493",,135,,"7,350",,8,1,"75,415","1,359","18,901","190,233","99,357",North America
200,Liberia,"7,400",,294,,"5,747",,"1,359",2,"1,405",56,"139,824","26,547","5,266,949",Africa
201,Tonga,"7,385",+151,9,,"5,339",+424,"2,037",,"68,503",83,"232,745","2,158,944","107,805",Australia/Oceania
202,Chad,"7,347",,192,,"4,874",,"2,281",,426,11,"191,341","11,089","17,255,418",Africa
203,St. Vincent Grenadines,"6,747",+1,106,,"6,639",+1,2,,"60,478",950,"98,654","884,305","111,561",North America
204,British Virgin Islands,"6,155",,62,,N/A,N/A,N/A,1,"201,242","2,027","102,012","3,335,360","30,585",North America
205,Sao Tome and Principe,"5,948",,73,,"5,872",,3,,"26,281",323,"29,036","128,293","226,325",Africa
206,Turks and Caicos,"5,923",+13,36,,"5,859",+21,28,4,"149,424",908,"447,713","11,294,760","39,639",North America
207,Saint Kitts and Nevis,"5,550",+1,43,,"5,506",,1,,"103,041",798,"65,141","1,209,406","53,862",North America
208,Vanuatu,"4,524",+93,2,,"1,861",,"2,661",11,"14,147",6,"24,976","78,104","319,780",Australia/Oceania
209,St. Barth,"4,150",,6,,N/A,N/A,N/A,,"417,925",604,"78,646","7,920,040","9,930",North America
210,Palau,"4,070",+28,6,,"3,732",+11,332,,"223,063",329,"41,281","2,262,468","18,246",Australia/Oceania
211,Kiribati,"3,067",,13,,"2,590",+2,464,9,"25,001",106,,,"122,676",Australia/Oceania
