#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
15,Netherlands,"8,023,984","+2,075","22,163",+7,"7,412,962","+54,216","588,859",113,"466,429","1,288","21,107,399","1,226,960","17,203,001",Europe
16,Japan,"7,374,251","+39,899","29,023",+31,"6,829,906","+44,328","515,322",222,"58,628",231,"45,700,624","363,336","125,780,765",Asia
17,Iran,"7,208,968","+2,009","140,854",+25,"6,948,946","+3,102","119,168","1,307","83,899","1,639","50,079,995","582,837","85,924,601",Asia
18,Colombia,"6,089,791",+129,"139,751",+2,"5,923,287",+220,"26,753",342,"117,433","2,695","34,265,772","660,769","51,857,407",South America
19,Indonesia,"6,040,432",+559,"155,903",+37,"5,833,560","+7,831","50,969","2,771","21,672",559,"94,216,598","338,032","278,720,770",Asia
20,Poland,"5,985,514",+263,"115,838",,"5,334,099",+8,"535,577",268,"158,464","3,067","35,948,483","951,720","37,772,127",Europe
21,Mexico,"5,727,668","+1,000","323,944",+6,"5,028,436",+683,"375,288","4,798","43,601","2,466","15,714,867","119,626","131,366,835",North America
22,Australia,"5,419,380","+34,270","6,786",+9,"5,017,584","+48,476","395,010",138,"208,185",261,"68,335,670","2,625,114","26,031,505",Australia/Oceania
23,Ukraine,"4,993,164",+304,"108,256",+3,N/A,N/A,N/A,177,"115,418","2,502","19,521,252","451,236","43,261,691",Europe
24,Malaysia,"4,396,165","+7,140","35,437",+16,"4,264,127","+14,423","96,601",110,"132,770","1,070","57,994,524","1,751,513","33,111,092",Asia
25,Austria,"4,059,444","+6,227","16,431",+11,"3,918,429","+14,139","124,584",154,"446,154","1,806","180,657,934","19,855,263","9,098,743",Europe
26,Thailand,"4,046,953","+16,994","27,009",+124,"3,814,433","+25,910","205,511","1,496","57,719",385,"17,270,775","246,322","70,114,714",Asia
27,Israel,"4,036,684","+4,923","10,647",+17,"3,941,841",,"84,196",220,"432,842","1,142","41,373,364","4,436,346","9,326,000",Asia
28,Belgium,"3,972,963",,"31,165",,"3,664,894","+12,275","276,904",181,"340,143","2,668","33,313,880","2,852,152","11,680,261",Europe
29,Czechia,"3,882,412",+751,"40,001",+7,"3,817,842","+4,521","24,569",47,"361,333","3,723","55,024,950","5,121,133","10,744,682",Europe
30,South Africa,"3,742,107",+877,"100,181",+34,"3,627,969",+375,"13,957",175,"61,698","1,652","24,198,159","398,965","60,652,262",Africa
31,Portugal,"3,719,485",,"21,993",,N/A,N/A,N/A,61,"366,694","2,168","40,748,372","4,017,275","10,143,287",Europe
32,Philippines,"3,683,209",+168,"59,976",+7,"3,603,312","+1,277","19,921",289,"32,827",535,"29,286,749","261,019","112,201,620",Asia
33,Canada,"3,637,710","+5,392","38,319",+8,"3,378,726","+5,182","220,665",407,"94,888","1,000","60,149,136","1,568,966","38,336,789",North America
34,Switzerland,"3,578,130","+1,783","13,811",,"3,253,709","+26,917","310,610",103,"408,073","1,575","20,548,491","2,343,483","8,768,356",Europe
35,Peru,"3,556,384",+645,"212,654",+24,N/A,N/A,N/A,371,"105,228","6,292","29,447,514","871,303","33,797,084",South America
36,Chile,"3,531,529","+1,271","57,270",+7,"3,325,243","+13,150","149,016",346,"181,934","2,950","36,471,164","1,878,885","19,411,064",South America
37,Greece,"3,242,037","+3,868","28,652",+64,"3,098,268","+12,214","115,117",307,"313,799","2,773","77,990,894","7,548,789","10,331,577",Europe
38,Denmark,"2,950,549","+1,142","6,008",+11,"2,913,431",,"31,110",16,"506,197","1,031","127,063,375","21,799,025","5,828,856",Europe
39,Romania,"2,882,590",+686,"65,347",+4,"2,606,660",,"210,583",235,"151,658","3,438","22,487,809","1,183,125","19,007,121",Europe
40,Sweden,"2,495,996",,"18,572",,"2,458,422","+1,329","19,002",24,"244,408","1,819","18,471,631","1,808,741","10,212,427",Europe
41,Iraq,"2,323,284",+152,"25,198",,"2,293,427",+624,"4,659",36,"55,523",602,"18,429,771","440,444","41,843,650",Asia
42,Serbia,"1,996,868",+882,"15,933",+6,"1,960,640","+1,911","20,295",20,"230,209","1,837","9,383,655","1,081,797","8,674,135",Europe
43,Bangladesh,"1,952,362",+36,"29,126",+2,"1,891,197",+355,"32,039","1,283","11,646",174,"13,930,855","83,101","167,637,653",Asia
44,Hungary,"1,879,480",,"45,865",,"1,748,707",,"84,908",50,"195,448","4,770","11,244,573","1,169,327","9,616,275",Europe
45,Slovakia,"1,765,258","+1,263","19,759",+18,"1,707,211","+1,445","38,288",109,"323,047","3,616","7,020,304","1,284,736","5,464,394",Europe
46,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"163,138","1,353","16,670,254","1,605,202","10,385,143",Asia
47,Georgia,"1,653,118",+74,"16,793",+1,"1,634,313",+357,"2,012",,"415,836","4,224","16,706,619","4,202,492","3,975,408",Asia
48,Pakistan,"1,527,326",+78,"30,364",+1,"1,493,662",+56,"3,300",209,"6,681",133,"27,926,021","122,163","228,597,071",Asia
49,Ireland,"1,504,790","+1,668","6,932",,"1,374,154","+4,787","123,704",48,"298,754","1,376","11,971,043","2,376,672","5,036,894",Europe
50,Norway,"1,420,033",+304,"2,857",+13,N/A,N/A,N/A,20,"258,309",520,"11,002,430","2,001,382","5,497,415",Europe
51,Kazakhstan,"1,305,396",+9,"13,660",,"1,290,880",+72,856,24,"68,059",712,"11,575,012","603,486","19,180,263",Asia
52,Hong Kong,"1,198,438",+613,"9,159",+20,N/A,N/A,N/A,115,"157,559","1,204","44,972,952","5,912,610","7,606,277",Asia
53,Morocco,"1,164,411",+30,"16,064",+1,"1,147,740",+66,607,293,"30,889",426,"11,237,010","298,090","37,696,657",Africa
54,Singapore,"1,162,780","+2,480","1,316",,"1,097,300","+3,396","64,164",9,"195,984",222,"23,611,604","3,979,693","5,933,021",Asia
55,Bulgaria,"1,150,342",+895,"36,810",+26,"952,493","+3,290","161,039",112,"167,824","5,370","9,760,647","1,423,983","6,854,470",Europe
56,Croatia,"1,113,547",+30,"15,742",+7,"1,093,859",+822,"3,946",23,"274,287","3,878","4,743,521","1,168,418","4,059,781",Europe
57,Cuba,"1,100,073",+337,"8,521",+1,"1,089,838",+433,"1,714",23,"97,229",753,"12,920,253","1,141,951","11,314,193",North America
58,Lebanon,"1,095,685",+72,"10,363",+3,"1,076,531",,"8,791",186,"161,832","1,531","4,795,578","708,302","6,770,526",Asia
59,Lithuania,"1,049,801",+418,"9,024",+4,"1,007,222","+1,387","33,555",44,"395,545","3,400","8,183,615","3,083,433","2,654,060",Europe
60,Tunisia,"1,038,668",,"28,509",,N/A,N/A,N/A,29,"86,262","2,368","4,547,755","377,694","12,040,832",Africa
61,Slovenia,"997,791",+393,"6,560",+3,"968,880",+806,"22,351",30,"479,834","3,155","2,634,315","1,266,832","2,079,451",Europe
62,Nepal,"978,674",+9,"11,951",,"966,373",+34,350,,"32,538",397,"5,600,115","186,185","30,078,240",Asia
63,Belarus,"974,714",+236,"6,903",+2,"928,536",,"39,275",,"103,213",731,"13,041,946","1,381,015","9,443,738",Europe
64,Finland,"949,583",,"3,517",,"46,000",,"900,066",29,"170,906",633,"10,591,416","1,906,238","5,556,187",Europe
65,Bolivia,"903,908",+20,"21,903",,"852,606",+390,"29,399",220,"75,583","1,831","2,688,875","224,839","11,959,111",South America
66,Uruguay,"895,775",,"7,197",,"886,654",,"1,924",18,"256,275","2,059","6,091,188","1,742,648","3,495,363",South America
67,UAE,"895,663",+198,"2,302",,"877,648",+370,"15,713",,"88,635",228,"152,710,641","15,112,211","10,105,116",Asia
68,Ecuador,"866,925",+41,"35,528",,N/A,N/A,N/A,759,"47,832","1,960","2,470,170","136,290","18,124,384",South America
69,Costa Rica,"847,784",+787,"8,383",+5,"829,515",+643,"9,886",44,"163,737","1,619","4,240,743","819,039","5,177,706",North America
70,Guatemala,"837,608",+50,"17,434",+4,"817,392",+259,"2,782",5,"45,249",942,"4,357,102","235,380","18,510,908",North America
71,New Zealand,"831,149","+6,282",564,+10,"774,408","+7,627","56,177",,"166,160",113,"6,971,077","1,393,630","5,002,100",Australia/Oceania
72,Latvia,"813,243",+67,"5,715",,"797,254",+348,"10,274",11,"439,891","3,091","7,128,115","3,855,669","1,848,736",Europe
73,Azerbaijan,"792,365",+3,"9,706",,"782,533",+17,126,,"76,903",942,"6,771,851","657,245","10,303,396",Asia
74,Panama,"768,978",+184,"8,179",,"758,497",+277,"2,302",9,"173,318","1,843","5,793,689","1,305,827","4,436,796",North America
75,Saudi Arabia,"752,705",+133,"9,069",,"739,296",+259,"4,340",56,"21,032",253,"41,759,263","1,166,853","35,787,946",Asia
76,Sri Lanka,"662,912",+85,"16,496",+1,"642,556",+3,"3,860",,"30,727",765,"6,477,329","300,230","21,574,589",Asia
77,Paraguay,"648,446",,"18,781",,"624,673",,"4,992",3,"88,951","2,576","2,615,453","358,775","7,289,961",South America
78,Kuwait,"630,888",,"2,555",,"627,278",,"1,055",4,"143,906",583,"7,976,136","1,819,356","4,384,043",Asia
79,Myanmar,"612,602",+37,"19,434",,"591,373",+26,"1,795",,"11,125",353,"7,838,552","142,350","55,065,254",Asia
80,Palestine,"581,816",+138,"5,353",+1,"575,899",+286,564,17,"109,479","1,007","3,078,533","579,281","5,314,406",Asia
81,Dominican Republic,"578,789",+56,"4,375",,"574,244",+4,170,16,"52,410",396,"3,255,822","294,821","11,043,382",North America
82,Estonia,"567,644",+181,"2,522",+6,"502,253",+324,"62,869",4,"427,398","1,899","3,295,012","2,480,926","1,328,138",Europe
83,Bahrain,"563,584",+401,"1,474",,"558,446",+490,"3,664",4,"311,759",815,"9,679,913","5,354,651","1,807,758",Asia
84,Venezuela,"522,049",+7,"5,702",+1,"514,911",+139,"1,436",230,"18,453",202,"3,359,014","118,730","28,291,169",South America
85,Moldova,"516,444",+13,"11,482",+1,"503,413",+122,"1,549",27,"128,561","2,858","3,204,755","797,775","4,017,117",Europe
86,Egypt,"515,645",,"24,613",,"442,182",,"48,850",122,"4,874",233,"3,693,367","34,908","105,801,630",Africa
87,Libya,"501,862",,"6,429",,"490,900",,"4,533",101,"71,296",913,"2,476,960","351,882","7,039,173",Africa
88,Ethiopia,"470,288",+15,"7,509",,"453,646",+10,"9,133",21,"3,917",63,"4,739,492","39,470","120,077,815",Africa
89,Mongolia,"469,365",+12,"2,177",,"313,256",,"153,932",192,"139,148",645,"4,030,048","1,194,748","3,373,136",Asia
90,Cyprus,"464,366",,993,,"124,370",,"339,003",60,"379,647",812,"9,477,138","7,748,121","1,223,153",Asia
91,Armenia,"422,770",+8,"8,622",+1,"410,458",+10,"3,690",,"142,194","2,900","3,017,543","1,014,916","2,973,196",Asia
92,Honduras,"421,659",+391,"10,891",+3,"131,100",,"279,668",105,"41,389","1,069","1,263,329","124,006","10,187,621",North America
93,Oman,"388,891",+26,"4,257",,"383,975",+30,659,7,"72,828",797,"25,000,000","4,681,765","5,339,867",Asia
94,Bosnia and Herzegovina,"376,437",,"15,749",,"192,218",,"168,470",,"116,035","4,855","1,748,585","538,996","3,244,154",Europe
95,Qatar,"363,654",+111,677,,"361,951",+106,"1,026",1,"129,515",241,"3,422,431","1,218,899","2,807,805",Asia
96,Réunion,"360,445",,731,,"342,442",,"17,272",10,"397,494",806,"1,603,660","1,768,494","906,794",Africa
97,Kenya,"323,618",+4,"5,649",,"317,811",,158,,"5,789",101,"3,568,521","63,839","55,898,705",Africa
98,Zambia,"318,515",,"3,973",,"313,692",,850,,"16,496",206,"3,399,995","176,088","19,308,489",Africa
99,North Macedonia,"308,619",+14,"9,262",+1,"298,532",+226,825,,"148,145","4,446","1,997,169","958,693","2,083,220",Europe
100,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,511","1,103","2,026,898","831,746","2,436,918",Africa
101,Albania,"274,520",+16,"3,496",,"270,658",+32,366,2,"95,580","1,217","1,793,981","624,612","2,872,151",Europe
102,Algeria,"265,741",+2,"6,874",,"178,336",+1,"80,531",6,"5,870",152,"230,861","5,099","45,273,526",Africa
103,Nigeria,"255,648",,"3,143",,"249,847",,"2,658",11,"1,187",15,"4,977,858","23,119","215,315,382",Africa
104,Zimbabwe,"247,297",+19,"5,464",+1,"241,112",+100,721,12,"16,214",358,"2,229,802","146,201","15,251,655",Africa
105,Uzbekistan,"238,313",+25,"1,637",,"236,309",+34,367,23,"6,940",48,"1,377,915","40,125","34,340,695",Asia
106,Montenegro,"234,251",+33,"2,709",,"230,916",+25,626,6,"372,887","4,312","2,439,629","3,883,467","628,209",Europe
107,Luxembourg,"229,311",,"1,054",,"214,556",,"13,701",4,"355,922","1,636","4,200,517","6,519,768","644,274",Europe
108,Mozambique,"225,332",+3,"2,201",+1,"223,079",+8,52,13,"6,864",67,"1,306,594","39,801","32,827,883",Africa
109,Kyrgyzstan,"200,980",,"2,991",,"196,331",+7,"1,658",131,"29,919",445,"1,907,195","283,911","6,717,573",Asia
110,Laos,"200,502",+312,722,+4,"7,660",,"192,120",,"26,858",97,"1,232,128","165,049","7,465,244",Asia
111,Iceland,"183,974",,110,,"75,685",,"108,179",1,"532,914",319,"1,953,616","5,658,997","345,223",Europe
112,Maldives,"178,883",+570,298,,"163,687",,"14,898",25,"320,782",534,"2,213,831","3,969,951","557,647",Asia
113,Afghanistan,"178,462",+39,"7,679",+1,"161,544",+27,"9,239","1,124","4,406",190,"936,091","23,112","40,503,007",Asia
114,Uganda,"164,055",+4,"3,596",,"100,205",,"60,254",2,"3,394",74,"2,607,787","53,953","48,334,641",Africa
115,El Salvador,"162,089",,"4,125",,"150,662",,"7,302",8,"24,765",630,"1,950,448","298,005","6,545,016",North America
116,Ghana,"161,101",,"1,445",,"159,624",,32,1,"4,997",45,"2,430,490","75,392","32,237,999",Africa
117,Namibia,"158,074",,"4,022",,"153,662",,390,,"60,252","1,533","996,110","379,677","2,623,569",Africa
118,Martinique,"147,519",,918,,104,,"146,497",8,"393,655","2,450","828,928","2,211,997","374,742",North America
119,Trinidad and Tobago,"142,422",+200,"3,803",+3,"132,350",+480,"6,269",18,"101,178","2,702","688,829","489,353","1,407,632",North America
120,Brunei,"140,182",+159,218,,"138,693",+290,"1,271",,"315,011",490,"717,784","1,612,976","445,006",Asia
121,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,109","2,134","938,039","2,343,650","400,247",North America
122,Cambodia,"136,076",+16,"3,055",,"132,789",+20,232,,"7,942",178,"2,942,234","171,712","17,134,691",Asia
123,Rwanda,"129,758",,"1,458",,"45,522",,"82,778",1,"9,591",108,"5,196,697","384,120","13,528,839",Africa
124,Jamaica,"129,281",+43,"2,931",+2,"82,613",+87,"43,737",,"43,319",982,"969,465","324,845","2,984,393",North America
125,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,319",69,"1,751,774","63,167","27,732,591",Africa
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,858",55,"1,499,795","43,219","34,701,922",Africa
127,Malta,"89,028",+199,677,+2,"80,802",+494,"7,549",4,"200,669","1,526","1,859,492","4,191,292","443,656",Europe
128,DRC,"87,023",,"1,337",,"50,930",,"34,756",,921,14,"846,704","8,965","94,450,385",Africa
129,Senegal,"85,971",+3,"1,965",,"83,985",+4,21,1,"4,902",112,"1,059,624","60,425","17,536,316",Africa
130,Malawi,"85,728",,"2,632",+1,"81,915",,"1,181",67,"4,283",131,"569,074","28,429","20,017,690",Africa
131,Ivory Coast,"81,861",+4,797,,"81,026",+3,38,,"2,971",29,"1,489,194","54,052","27,551,385",Africa
132,French Guiana,"80,035",,394,,"11,254",,"68,387",2,"256,042","1,260","618,263","1,977,904","312,585",South America
133,Suriname,"79,276",,"1,325",,"49,395",,"28,556",,"132,996","2,223","235,707","395,430","596,077",South America
134,French Polynesia,"72,596",,648,,N/A,N/A,N/A,7,"255,776","2,283",,,"283,826",Australia/Oceania
135,Channel Islands,"72,328",,165,,"70,327",,"1,836",,"409,227",934,"1,252,808","7,088,303","176,743",Europe
136,Eswatini,"70,102",,"1,395",,"68,675",+12,32,11,"59,321","1,180","1,010,362","854,972","1,181,749",Africa
137,Barbados,"64,794",+164,386,+2,"61,190",+250,"3,218",,"224,974","1,340","632,869","2,197,408","288,007",North America
138,Fiji,"64,513",,862,,"62,672",+10,979,,"71,040",949,"506,281","557,506","908,118",Australia/Oceania
139,Madagascar,"64,121",,"1,391",,"59,370",,"3,360",14,"2,213",48,"418,849","14,458","28,969,458",Africa
140,Guyana,"63,371",+3,"1,228",,"62,049",,94,1,"79,876","1,548","583,469","735,429","793,372",South America
141,Sudan,"62,057",,"4,929",,N/A,N/A,N/A,,"1,358",108,"562,941","12,321","45,688,065",Africa
142,New Caledonia,"60,385",,312,,"60,011",,62,9,"207,916","1,074","98,964","340,750","290,430",Australia/Oceania
143,Mauritania,"58,683",+2,982,,"57,693",+4,8,,"12,052",202,"795,899","163,458","4,869,139",Africa
144,Belize,"57,331",,672,,"56,473",,186,6,"139,629","1,637","529,581","1,289,789","410,595",North America
145,Cabo Verde,"55,991",+1,401,,"55,525",+2,65,23,"98,778",707,"400,982","707,401","566,838",Africa
146,Syria,"55,778",+5,"3,150",,"52,020",+17,608,,"3,054",172,"146,269","8,009","18,264,184",Asia
147,Bhutan,"53,104",+308,18,,"45,038","+2,198","8,048",14,"67,487",23,"2,250,758","2,860,376","786,875",Asia
148,Gabon,"47,594",,303,,"47,280",,11,,"20,514",131,"1,591,228","685,857","2,320,058",Africa
149,Papua New Guinea,"43,663",+3,649,,"42,954",+8,60,7,"4,720",70,"249,149","26,931","9,251,474",Australia/Oceania
150,Seychelles,"41,660",,164,,"40,675",,821,,"418,942","1,649",,,"99,441",Africa
151,Curaçao,"41,652",,271,,"40,800",,581,3,"251,980","1,639","494,095","2,989,099","165,299",North America
152,Andorra,"40,709",,153,,"39,999",,557,14,"525,366","1,975","249,838","3,224,257","77,487",Europe
153,Burundi,"38,778",+38,38,,773,,"37,967",,"3,096",3,"345,742","27,600","12,526,676",Africa
154,Mauritius,"37,391",+40,985,,"35,417",+219,989,,"29,313",772,"358,675","281,190","1,275,560",Africa
155,Mayotte,"37,038",,187,,"2,964",,"33,887",,"130,124",657,"176,919","621,560","284,637",Africa
156,Togo,"36,967",+4,273,,"36,679",+7,15,,"4,285",32,"726,223","84,178","8,627,209",Africa
157,Guinea,"36,459",,440,,"35,976",,43,8,"2,647",32,"660,107","47,929","13,772,487",Africa
158,Taiwan,"35,983","+1,480",854,,"22,042",,"13,087",,"1,506",36,"13,765,868","576,117","23,894,238",Asia
159,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,474",569,"778,000","15,813,972","49,197",Europe
160,Aruba,"34,345",,212,,"34,038",,95,2,"319,248","1,971","177,885","1,653,498","107,581",North America
161,Tanzania,"33,851",,803,,N/A,N/A,N/A,7,539,13,,,"62,789,441",Africa
162,Bahamas,"33,411",+20,789,,"32,271",+12,351,11,"83,528","1,973","229,817","574,548","399,996",North America
163,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,147",321,"431,221","198,466","2,172,765",Africa
164,Mali,"30,669",+11,729,,"29,763",+5,177,,"1,440",34,"660,646","31,019","21,298,209",Africa
165,Haiti,"30,594",,835,,"29,176",,583,,"2,626",72,"132,422","11,364","11,652,288",North America
166,Isle of Man,"28,416",,87,,"26,794",,"1,535",,"331,027","1,013","150,753","1,756,168","85,842",Europe
167,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,123",13,"604,310","47,608","12,693,448",Africa
168,Somalia,"26,485",+14,"1,350",,"13,182",,"11,953",,"1,587",81,"400,466","23,995","16,689,456",Africa
169,Congo,"24,079",,385,,"20,178",,"3,516",,"4,179",67,"347,815","60,363","5,762,016",Africa
170,Saint Lucia,"23,094",,367,,"22,616",,111,1,"124,741","1,982","141,628","764,999","185,135",North America
171,Timor-Leste,"22,853",,130,,"22,704",,19,,"16,760",95,"260,287","190,889","1,363,554",Asia
172,Cayman Islands,"21,406",,26,,"8,553",,"12,827",1,"318,974",387,"222,773","3,319,570","67,109",North America
173,Burkina Faso,"20,853",,382,,"20,439",,32,,951,17,"248,995","11,353","21,932,570",Africa
174,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,733",33,,,"6,766,171",North America
175,Gibraltar,"17,494",,101,,"16,579",,814,,"519,526","2,999","534,283","15,866,807","33,673",Europe
176,South Sudan,"17,408",+39,138,,"13,514",,"3,756",1,"1,523",12,"374,091","32,730","11,429,533",Africa
177,Tajikistan,"17,388",,124,,"17,264",,0,,"1,752",12,,,"9,922,412",Asia
178,Liechtenstein,"17,003",+22,84,,"16,669",+48,250,,"443,653","2,192","102,174","2,665,988","38,325",Europe
179,Equatorial Guinea,"15,906",,183,,"15,697",,26,5,"10,706",123,"307,847","207,201","1,485,740",Africa
180,San Marino,"15,683",,114,,"15,225",,344,4,"460,466","3,347","147,532","4,331,660","34,059",Europe
181,Djibouti,"15,598",,189,,"15,404",,5,,"15,385",186,"302,030","297,915","1,013,814",Africa
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,941",23,"81,294","16,322","4,980,623",Africa
183,Grenada,"14,165",,219,,"13,815",,131,4,"124,846","1,930","146,475","1,290,984","113,460",North America
184,Bermuda,"12,901",,131,,"12,563",,207,,"208,535","2,118","858,416","13,875,632","61,865",North America
185,Solomon Islands,"12,437",,139,,"11,194",,"1,104",2,"17,343",194,"5,117","7,135","717,136",Australia/Oceania
186,Gambia,"11,994",,365,,"11,591",,38,,"4,725",144,"155,686","61,328","2,538,584",Africa
187,Dominica,"11,988",,63,,"11,903",,22,,"165,793",871,"187,337","2,590,856","72,307",North America
188,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,213",369,"164,926","2,896,131","56,947",North America
189,Yemen,"11,818",+1,"2,148",,"9,001",,669,23,381,69,"265,253","8,555","31,005,840",Asia
190,Monaco,"11,442",+36,54,,"11,207",+31,181,4,"287,907","1,359","54,960","1,382,920","39,742",Europe
191,Saint Martin,"10,279",,63,,"1,399",,"8,817",7,"257,936","1,581","112,382","2,820,055","39,851",North America
192,Sint Maarten,"9,920",,86,,"9,753",,81,10,"226,738","1,966","62,056","1,418,390","43,751",North America
193,Eritrea,"9,733",,103,,"9,629",,1,,"2,678",28,"23,693","6,519","3,634,609",Africa
194,Caribbean Netherlands,"9,384",+35,34,,"9,069",+82,281,,"351,975","1,275","30,126","1,129,965","26,661",North America
195,Tonga,"9,025",,11,,"7,484",,"1,530",,"83,683",102,"363,581","3,371,267","107,847",Australia/Oceania
196,Niger,"8,883",+6,308,,"8,495",+1,80,1,345,12,"247,495","9,600","25,779,662",Africa
197,Guinea-Bissau,"8,178",,170,,"7,306",,702,6,"3,986",83,"132,181","64,430","2,051,540",Africa
198,Comoros,"8,100",,160,,"7,933",,7,,"8,971",177,,,"902,874",Africa
199,Sierra Leone,"7,681",,125,,N/A,N/A,N/A,,929,15,"259,958","31,440","8,268,371",Africa
200,Antigua and Barbuda,"7,539",,135,,"7,377",,27,1,"75,856","1,358","18,901","190,178","99,386",North America
201,Liberia,"7,402",,294,,"5,747",,"1,361",2,"1,404",56,"139,824","26,526","5,271,183",Africa
202,Chad,"7,396",+18,193,+1,"4,874",,"2,329",,428,11,"191,341","11,078","17,272,228",Africa
203,St. Vincent Grenadines,"6,751",,106,,"6,641",,4,,"60,507",950,"98,713","884,739","111,573",North America
204,Vanuatu,"6,386",+54,7,,"5,445",+145,934,5,"19,954",22,"24,976","78,041","320,036",Australia/Oceania
205,British Virgin Islands,"6,162",,62,,N/A,N/A,N/A,1,"201,419","2,027","102,294","3,343,706","30,593",North America
206,Sao Tome and Principe,"5,953",+5,73,,"5,875",+3,5,,"26,286",322,"29,036","128,211","226,470",Africa
207,Samoa,"5,947",,12,,"1,605",,"4,330",3,"29,619",60,"43,442","216,363","200,783",Australia/Oceania
208,Turks and Caicos,"5,936",,36,,"5,862",,38,4,"149,680",908,"447,713","11,289,349","39,658",North America
209,Saint Kitts and Nevis,"5,559",,43,,"5,512",,4,,"103,183",798,"65,141","1,209,114","53,875",North America
210,St. Barth,"4,432",,6,,N/A,N/A,N/A,,"446,279",604,"78,646","7,919,243","9,931",North America
211,Palau,"4,190",,6,,"3,803",,381,,"229,602",329,"42,790","2,344,786","18,249",Australia/Oceania
212,Cook Islands,"3,941",,,,"3,389",,552,,"224,010",,"14,341","815,154","17,593",Australia/Oceania
213,Kiribati,"3,075",+1,13,,"2,596",,466,3,"25,053",106,,,"122,742",Australia/Oceania
214,Anguilla,"2,731",,9,,"2,716",,6,4,"179,152",590,"51,382","3,370,638","15,244",North America
