#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
22,Australia,"5,654,608","+41,754","6,970",+31,"5,274,197","+40,447","373,441",132,"217,188",268,"68,805,662","2,642,759","26,035,545",Australia/Oceania
23,Ukraine,"4,997,992",+768,"108,318",+12,N/A,N/A,N/A,177,"115,539","2,504","19,521,252","451,274","43,258,121",Europe
24,Malaysia,"4,427,067","+5,624","35,491",+9,"4,310,599","+10,041","80,977",89,"133,681","1,072","58,332,799","1,761,428","33,116,757",Asia
25,Thailand,"4,148,090","+20,052","27,652",+129,"3,932,099","+22,361","188,339","1,496","59,159",394,"17,270,775","246,313","70,117,100",Asia
26,Austria,"4,099,049","+6,536","18,035",+19,"3,979,563","+11,753","101,451",121,"450,473","1,982","181,724,310","19,970,927","9,099,443",Europe
27,Israel,"4,054,342","+6,649","10,658",,"4,009,152",,"34,532",220,"434,735","1,143","41,373,364","4,436,346","9,326,000",Asia
28,Belgium,"4,015,791",,"31,319",,"3,710,295",,"274,177",169,"343,790","2,681","33,456,470","2,864,191","11,680,949",Europe
29,Czechia,"3,894,637","+2,112","40,076",+9,"3,834,664","+3,683","19,897",47,"362,462","3,730","55,108,160","5,128,748","10,744,953",Europe
30,Portugal,"3,791,744",,"22,162",,N/A,N/A,N/A,61,"373,833","2,185","40,748,372","4,017,435","10,142,883",Europe
31,South Africa,"3,759,689","+4,230","100,298",+12,"3,632,572",+290,"26,819",175,"61,977","1,653","24,313,334","400,797","60,662,476",Africa
32,Canada,"3,695,585","+3,820","38,777",+24,"3,426,082","+3,274","230,726",426,"96,387","1,011","60,536,359","1,578,881","38,341,304",North America
33,Philippines,"3,684,295",+205,"60,179",+61,"3,609,425","+1,231","14,691",289,"32,831",536,"29,406,529","262,040","112,221,547",Asia
34,Switzerland,"3,579,867",,"13,816",,"3,358,732","+22,469","207,319",90,"408,231","1,576","20,666,182","2,356,673","8,769,219",Europe
35,Peru,"3,560,095",+752,"212,736",+12,N/A,N/A,N/A,340,"105,318","6,293","29,627,340","876,461","33,803,361",South America
36,Chile,"3,544,463","+2,671","57,375",+24,"3,368,796","+9,388","118,292",286,"182,579","2,955","36,711,724","1,891,060","19,413,303",South America
37,Greece,"3,277,557","+4,175","28,867",+28,"3,151,717","+6,895","96,973",277,"317,258","2,794","78,872,546","7,634,636","10,330,885",Europe
38,Denmark,"2,959,040","+1,214","6,072",+12,"2,929,103","+2,303","23,865",15,"507,629","1,042","127,141,200","21,811,336","5,829,134",Europe
39,Romania,"2,887,824",+566,"65,421",+8,"2,606,660",,"215,743",212,"151,948","3,442","22,585,326","1,188,365","19,005,377",Europe
40,Sweden,"2,498,388",,"18,656",,"2,463,086","+1,263","16,646",19,"244,621","1,827","18,493,218","1,810,702","10,213,286",Europe
41,Iraq,"2,324,141",+110,"25,204",+1,"2,295,947",+369,"2,990",20,"55,527",602,"18,450,939","440,819","41,856,010",Asia
42,Serbia,"2,001,144",+628,"15,953",+5,"1,967,786","+1,538","17,405",25,"230,715","1,839","9,427,662","1,086,931","8,673,656",Europe
43,Bangladesh,"1,952,532",+26,"29,127",,"1,893,131",+315,"30,274","1,297","11,646",174,"13,956,056","83,240","167,660,051",Asia
44,Hungary,"1,890,953",,"46,048",,"1,776,617",,"68,288",45,"196,648","4,789","11,295,119","1,174,624","9,615,941",Europe
45,Slovakia,"1,773,653","+1,452","19,829",+12,"1,728,556","+3,091","25,268",88,"324,582","3,629","7,052,991","1,290,709","5,464,430",Europe
46,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"163,117","1,353","16,670,254","1,604,988","10,386,526",Asia
47,Georgia,"1,654,163",+87,"16,797",+2,"1,635,550",+259,"1,816",,"416,110","4,225","16,800,497","4,226,217","3,975,304",Asia
48,Pakistan,"1,527,751",+82,"30,369",+1,"1,493,998",+65,"3,384",185,"6,681",133,"28,028,845","122,581","228,655,763",Asia
49,Ireland,"1,511,049","+1,513","6,996",,"1,406,802","+8,866","97,251",44,"299,951","1,389","12,016,948","2,385,429","5,037,647",Europe
50,Norway,"1,423,509",+289,"2,871",,N/A,N/A,N/A,20,"258,914",522,"11,002,430","2,001,172","5,497,994",Europe
51,Kazakhstan,"1,305,447",+7,"13,660",,"1,290,975",+11,812,24,"68,051",712,"11,575,012","603,389","19,183,330",Asia
52,Hong Kong,"1,201,431",+523,"9,236",+9,N/A,N/A,N/A,115,"157,935","1,214","44,972,952","5,911,966","7,607,106",Asia
53,Singapore,"1,180,124","+2,709","1,325",+1,"1,112,762","+3,375","66,037",9,"198,887",223,"23,712,995","3,996,360","5,933,649",Asia
54,Morocco,"1,164,670",+56,"16,065",+1,"1,148,154",+46,451,293,"30,891",426,"11,237,010","298,043","37,702,632",Africa
55,Bulgaria,"1,152,892",+354,"36,849",+7,"959,542",+110,"156,501",105,"168,213","5,376","9,797,011","1,429,436","6,853,760",Europe
56,Croatia,"1,117,175",+894,"15,778",+6,"1,096,829",+649,"4,568",22,"275,204","3,887","4,762,146","1,173,105","4,059,437",Europe
57,Cuba,"1,101,486",+266,"8,523",,"1,091,603",+310,"1,360",23,"97,355",753,"12,920,253","1,141,960","11,314,099",North America
58,Lebanon,"1,096,320",+93,"10,374",+2,"1,079,455",+409,"6,491",186,"161,935","1,532","4,795,578","708,346","6,770,111",Asia
59,Lithuania,"1,054,191",+729,"9,054",+6,"1,016,058","+1,757","29,079",40,"397,276","3,412","8,213,343","3,095,234","2,653,545",Europe
60,Tunisia,"1,039,532",,"28,533",,N/A,N/A,N/A,29,"86,322","2,369","4,563,397","378,940","12,042,521",Africa
61,Slovenia,"1,003,977","+1,050","6,576",+7,"980,504","+1,847","16,897",30,"482,808","3,162","2,640,107","1,269,615","2,079,455",Europe
62,Finland,"1,000,472",,"3,638",,"46,000",,"950,834",31,"180,061",655,"10,644,579","1,915,766","5,556,304",Europe
63,Nepal,"978,732",+18,"11,951",,"966,498",+17,283,,"32,532",397,"5,613,608","186,589","30,085,409",Asia
64,Belarus,"977,434",+528,"6,922",+2,"928,536",,"41,976",,"103,501",733,"13,092,771","1,386,403","9,443,695",Europe
65,Bolivia,"904,294",,"21,907",,"854,575",,"27,812",220,"75,602","1,831","2,693,845","225,214","11,961,287",South America
66,UAE,"896,892",+261,"2,302",,"879,426",+372,"15,164",,"88,742",228,"154,143,355","15,251,528","10,106,748",Asia
67,Uruguay,"895,775",,"7,197",,"886,654",,"1,924",18,"256,263","2,059","6,091,188","1,742,566","3,495,527",South America
68,New Zealand,"878,575","+7,984",627,+17,"818,286","+5,796","59,662",,"175,641",125,"6,983,031","1,396,020","5,002,100",Australia/Oceania
69,Ecuador,"868,229",+176,"35,581",,N/A,N/A,N/A,759,"47,894","1,963","2,470,170","136,262","18,128,046",South America
70,Costa Rica,"847,784",,"8,383",,"829,515",,"9,886",43,"163,717","1,619","4,240,743","818,939","5,178,340",North America
71,Guatemala,"842,369","+1,028","17,514",+18,"822,253","+1,068","2,602",5,"45,495",946,"4,402,305","237,764","18,515,442",North America
72,Latvia,"816,994",+696,"5,743",+4,"802,678",+951,"8,573",9,"441,988","3,107","7,151,531","3,868,928","1,848,453",Europe
73,Azerbaijan,"792,476",+19,"9,707",,"782,634",+13,135,,"76,905",942,"6,792,132","659,133","10,304,643",Asia
74,Panama,"771,486",+481,"8,182",,"759,832",+337,"3,472",8,"173,847","1,844","5,820,472","1,311,589","4,437,724",North America
75,Saudi Arabia,"753,332",+91,"9,076",+1,"740,467",+223,"3,789",45,"21,046",254,"41,817,866","1,168,248","35,795,358",Asia
76,Sri Lanka,"663,131",+40,"16,502",+2,"642,574",+3,"4,055",,"30,735",765,"6,486,117","300,620","21,575,813",Asia
77,Paraguay,"649,034",,"18,795",,"624,673",,"5,566",5,"89,017","2,578","2,623,300","359,792","7,291,158",South America
78,Kuwait,"631,294",+64,"2,555",,"627,899",+93,840,8,"143,970",583,"7,999,656","1,824,362","4,384,906",Asia
79,Myanmar,"612,733",+19,"19,434",,"591,609",+26,"1,690",,"11,126",353,"7,891,077","143,291","55,070,229",Asia
80,Palestine,"581,816",,"5,353",,"575,899",,564,17,"109,446","1,007","3,078,533","579,104","5,316,030",Asia
81,Dominican Republic,"578,954",,"4,376",,"574,297",,281,16,"52,418",396,"3,261,060","295,256","11,044,867",North America
82,Estonia,"570,076",+355,"2,531",,"506,711",+876,"60,834",7,"429,226","1,906","3,310,467","2,492,540","1,328,150",Europe
83,Bahrain,"565,830",+366,"1,475",,"560,795",+390,"3,560",3,"312,860",816,"9,695,962","5,361,118","1,808,571",Asia
84,Venezuela,"522,121",+33,"5,705",,"515,305",+93,"1,111",230,"18,456",202,"3,359,014","118,735","28,290,073",South America
85,Moldova,"516,986",,"11,489",,"504,142",,"1,355",49,"128,700","2,860","3,216,305","800,676","4,016,989",Europe
86,Egypt,"515,645",,"24,613",,"442,182",,"48,850",122,"4,872",233,"3,693,367","34,900","105,828,037",Africa
87,Libya,"501,862",,"6,429",,"490,900",,"4,533",101,"71,283",913,"2,476,960","351,818","7,040,449",Africa
88,Cyprus,"470,481","+6,115","1,011",+18,"124,370",,"345,100",60,"384,608",826,"9,477,138","7,747,361","1,223,273",Asia
89,Ethiopia,"470,417",+12,"7,510",,"454,967",+304,"7,940",15,"3,916",63,"4,763,756","39,659","120,116,835",Africa
90,Mongolia,"469,550",+30,"2,177",,"313,256",,"154,117",192,"139,173",645,"4,030,048","1,194,492","3,373,858",Asia
91,Armenia,"422,822",+8,"8,622",,"410,548",+13,"3,652",,"142,208","2,900","3,032,179","1,019,813","2,973,271",Asia
92,Honduras,"422,275",,"10,892",,"131,100",,"280,283",105,"41,441","1,069","1,263,329","123,980","10,189,775",North America
93,Oman,"389,036",+17,"4,257",,"384,055",,724,2,"72,831",797,"25,000,000","4,680,204","5,341,647",Asia
94,Bosnia and Herzegovina,"376,699",,"15,756",,"192,218",,"168,725",,"116,126","4,857","1,752,716","540,315","3,243,877",Europe
95,Réunion,"374,295",,742,,"355,605",,"17,948",10,"412,728",818,"1,603,660","1,768,325","906,881",Africa
96,Qatar,"364,089",+77,677,,"362,568",+117,844,1,"129,670",241,"3,425,362","1,219,943","2,807,805",Asia
97,Kenya,"323,696",+8,"5,649",,"317,909",+7,138,,"5,789",101,"3,581,506","64,053","55,914,924",Africa
98,Zambia,"318,984",,"3,974",,"314,075",,935,,"16,514",206,"3,408,441","176,461","19,315,550",Africa
99,North Macedonia,"309,062",,"9,271",,"299,064",,727,,"148,358","4,450","2,007,553","963,678","2,083,219",Europe
100,Botswana,"305,859",,"2,688",,"303,026",,145,1,"125,477","1,103","2,026,898","831,525","2,437,567",Africa
101,Albania,"274,791",+54,"3,496",,"270,869",+17,426,2,"95,676","1,217","1,799,730","626,623","2,872,108",Europe
102,Algeria,"265,761",,"6,874",,"178,344",+1,"80,543",6,"5,869",152,"230,861","5,098","45,284,357",Africa
103,Nigeria,"255,685",,"3,143",,"249,890",,"2,652",11,"1,187",15,"5,036,813","23,385","215,385,391",Africa
104,Zimbabwe,"247,524",+36,"5,468",,"241,362",+34,694,12,"16,226",358,"2,240,305","146,861","15,254,612",Africa
105,Uzbekistan,"238,442",+24,"1,637",,"236,458",+35,347,23,"6,942",48,"1,377,915","40,117","34,347,324",Asia
106,Montenegro,"234,619",+70,"2,713",+2,"231,297",+88,609,6,"373,472","4,319","2,444,820","3,891,724","628,210",Europe
107,Luxembourg,"233,966",,"1,058",,"221,501",,"11,407",1,"363,068","1,642","4,213,886","6,539,108","644,413",Europe
108,Mozambique,"225,358",+6,"2,201",,"223,104",,53,13,"6,862",67,"1,308,458","39,844","32,839,892",Africa
109,Laos,"204,893",+619,732,+2,"7,660",,"196,501",,"27,441",98,"1,232,128","165,017","7,466,687",Asia
110,Kyrgyzstan,"200,983",,"2,991",,"196,376",+5,"1,616",131,"29,912",445,"1,907,195","283,849","6,719,045",Asia
111,Iceland,"185,074",,114,,"75,685",,"109,275",1,"536,053",330,"1,953,616","5,658,506","345,253",Europe
112,Maldives,"178,883",,298,,"163,687",,"14,898",25,"320,707",534,"2,213,831","3,969,025","557,777",Asia
113,Afghanistan,"178,650",+12,"7,681",+1,"161,708",+25,"9,261","1,124","4,409",190,"939,616","23,192","40,515,013",Asia
114,Uganda,"164,069",,"3,596",,"100,205",,"60,268",2,"3,393",74,"2,612,795","54,034","48,354,471",Africa
115,El Salvador,"162,089",,"4,127",,"150,662",,"7,300",8,"24,764",631,"1,950,448","297,985","6,545,463",North America
116,Ghana,"161,124",,"1,445",,"159,655",,24,1,"4,997",45,"2,433,244","75,457","32,246,878",Africa
117,Namibia,"158,332",+52,"4,023",,"153,662",,647,,"60,335","1,533","1,001,354","381,585","2,624,198",Africa
118,Martinique,"147,519",,918,,104,,"146,497",8,"393,659","2,450","828,928","2,212,020","374,738",North America
119,Trinidad and Tobago,"144,359",+475,"3,812",+1,"133,604",+236,"6,943",18,"102,550","2,708","696,148","494,531","1,407,693",North America
120,Brunei,"141,014",+141,218,,"139,724",+201,"1,072",,"316,841",490,"717,784","1,612,769","445,063",Asia
121,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,108","2,134","938,039","2,343,644","400,248",North America
122,Cambodia,"136,200",+28,"3,056",,"132,896",+16,248,,"7,947",178,"2,946,965","171,956","17,137,853",Asia
123,Rwanda,"129,764",,"1,458",,"45,522",,"82,784",,"9,589",108,"5,225,494","386,123","13,533,238",Africa
124,Jamaica,"129,489",+48,"2,943",+2,"82,965",+90,"43,581",,"43,386",986,"981,688","328,921","2,984,569",North America
125,Cameroon,"119,780",,"1,927",,"117,791",,62,13,"4,318",69,"1,751,774","63,146","27,741,645",Africa
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,857",55,"1,499,795","43,202","34,715,954",Africa
127,Malta,"90,399",+231,687,+3,"84,111",+590,"5,601",4,"203,752","1,548","1,870,483","4,215,914","443,672",Europe
128,DRC,"87,023",,"1,337",,"50,930",,"34,756",,921,14,"846,704","8,961","94,487,750",Africa
129,Senegal,"85,984",+2,"1,966",+1,"84,001",+2,17,1,"4,902",112,"1,063,849","60,645","17,542,364",Africa
130,Malawi,"85,747",+4,"2,633",,"81,938",+4,"1,176",67,"4,282",131,"571,585","28,544","20,024,465",Africa
131,Ivory Coast,"81,887",+6,799,,"81,061",+4,27,,"2,971",29,"1,494,624","54,231","27,560,335",Africa
132,French Guiana,"80,422",,394,,"11,254",,"68,774",1,"257,193","1,260","622,646","1,991,250","312,691",South America
133,Suriname,"79,302",,"1,327",,"49,396",,"28,579",,"133,024","2,226","235,824","395,579","596,149",South America
134,Channel Islands,"73,609",,166,,"72,059",,"1,384",,"416,425",939,"1,252,808","7,087,461","176,764",Europe
135,French Polynesia,"72,648",,648,,N/A,N/A,N/A,7,"255,940","2,283",,,"283,848",Australia/Oceania
136,Eswatini,"70,284",+31,"1,397",+1,"68,764",+34,123,11,"59,466","1,182","1,012,397","856,575","1,181,913",Africa
137,Barbados,"67,256",+446,389,+1,"63,424",,"3,443",,"233,518","1,351","640,085","2,222,425","288,012",North America
138,Fiji,"64,532",+2,862,,"62,677",,993,,"71,054",949,"506,642","557,849","908,207",Australia/Oceania
139,Madagascar,"64,121",,"1,391",,"59,370",,"3,360",14,"2,213",48,"418,849","14,453","28,979,215",Africa
140,Guyana,"63,413",+6,"1,228",,"62,092",+4,93,1,"79,923","1,548","590,638","744,417","793,424",South America
141,Sudan,"62,093",,"4,930",,N/A,N/A,N/A,,"1,359",108,"562,941","12,318","45,702,089",Africa
142,New Caledonia,"60,457",,312,,"60,064",,81,9,"208,137","1,074","98,964","340,707","290,467",Australia/Oceania
143,Mauritania,"58,683",,982,,"57,693",,8,,"12,048",202,"799,187","164,077","4,870,814",Africa
144,Belize,"57,419",,676,,"56,534",,209,6,"139,810","1,646","534,770","1,302,113","410,694",North America
145,Bhutan,"57,340",+737,20,,"52,774",+695,"4,546",3,"72,860",25,"2,279,630","2,896,640","786,991",Asia
146,Cabo Verde,"56,004",+3,401,,"55,538",+1,65,23,"98,786",707,"400,982","707,299","566,920",Africa
147,Syria,"55,795",+3,"3,150",,"52,090",+12,555,,"3,054",172,"146,269","8,006","18,270,009",Asia
148,Taiwan,"51,296","+4,202",856,,"23,454",+278,"26,986",,"2,147",36,"14,214,319","594,870","23,894,825",Asia
149,Gabon,"47,597",+3,303,,"47,282",+2,12,,"20,509",131,"1,592,483","686,185","2,320,777",Africa
150,Papua New Guinea,"43,732",,649,,"43,025",,58,7,"4,726",70,"249,149","26,924","9,253,793",Australia/Oceania
151,Seychelles,"42,079",,165,,"41,260",,654,,"423,121","1,659",,,"99,449",Africa
152,Curaçao,"41,966",+314,273,+2,"41,251",+451,442,3,"253,866","1,651","496,693","3,004,652","165,308",North America
153,Andorra,"41,013",,153,,"40,343",,517,14,"529,275","1,974","249,838","3,224,174","77,489",Europe
154,Burundi,"38,887",+34,38,,773,,"38,076",,"3,103",3,"345,742","27,590","12,531,535",Africa
155,Mauritius,"37,532",,990,,"35,656",,886,,"29,423",776,"358,675","281,184","1,275,589",Africa
156,Mayotte,"37,038",,187,,"2,964",,"33,887",,"130,083",657,"176,919","621,364","284,727",Africa
157,Togo,"36,977",+4,273,,"36,679",,25,,"4,285",32,"727,740","84,328","8,629,866",Africa
158,Guinea,"36,459",,440,,"35,976",,43,8,"2,646",32,"660,107","47,912","13,777,371",Africa
159,Faeroe Islands,"34,658",,28,,"7,693",,"26,937",5,"704,445",569,"778,000","15,813,330","49,199",Europe
160,Aruba,"34,589",,212,,"34,251",,126,2,"321,498","1,970","177,885","1,653,406","107,587",North America
161,Tanzania,"33,864",,803,,N/A,N/A,N/A,7,539,13,,,"62,812,777",Africa
162,Bahamas,"33,463",+17,789,,"32,310",+5,364,11,"83,648","1,972","229,817","574,475","400,047",North America
163,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,145",321,"431,221","198,445","2,172,997",Africa
164,Mali,"30,727",+11,731,,"29,795",+1,201,,"1,442",34,"663,805","31,155","21,306,210",Africa
165,Haiti,"30,640",,835,,"29,389",,416,,"2,629",72,"132,422","11,363","11,654,187",North America
166,Isle of Man,"28,416",,87,,"26,794",,"1,535",,"331,004","1,013","150,753","1,756,046","85,848",Europe
167,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,123",13,"604,310","47,592","12,697,801",Africa
168,Somalia,"26,485",,"1,350",,"13,182",,"11,953",,"1,586",81,"400,466","23,986","16,695,537",Africa
169,Congo,"24,079",,385,,"20,178",,"3,516",,"4,178",67,"347,815","60,344","5,763,877",Africa
170,Saint Lucia,"23,239",+38,368,,"22,736",+15,135,1,"125,516","1,988","142,630","770,361","185,147",North America
171,Timor-Leste,"22,860",,130,,"22,714",,16,,"16,761",95,"261,007","191,368","1,363,898",Asia
172,Cayman Islands,"21,755",,26,,"8,553",,"13,176",1,"324,126",387,"222,773","3,319,075","67,119",North America
173,Burkina Faso,"20,853",,382,,"20,439",,32,,950,17,"248,995","11,349","21,940,430",Africa
174,Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,732",33,,,"6,767,248",North America
175,Gibraltar,"17,706",,102,+1,"16,579",,"1,025",,"525,822","3,029","534,283","15,866,807","33,673",Europe
176,South Sudan,"17,422",,138,,"13,514",,"3,770",1,"1,524",12,"376,391","32,926","11,431,325",Africa
177,Tajikistan,"17,388",,124,,"17,264",,0,,"1,752",12,,,"9,925,345",Asia
178,Liechtenstein,"17,091",+27,84,,"16,801",+50,206,,"445,937","2,192","102,174","2,665,919","38,326",Europe
179,San Marino,"16,140",,114,,"15,662",,364,4,"473,870","3,347","149,271","4,382,590","34,060",Europe
180,Equatorial Guinea,"15,907",,183,,"15,698",,26,5,"10,702",123,"310,972","209,215","1,486,373",Africa
181,Djibouti,"15,611",,189,,"15,411",,11,,"15,395",186,"303,924","299,725","1,014,010",Africa
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,941",23,"81,294","16,318","4,981,772",Africa
183,Grenada,"14,428",+96,220,,"13,945",+73,263,4,"127,156","1,939","148,567","1,309,341","113,467",North America
184,Bermuda,"13,143",,131,,"12,719",,293,,"212,460","2,118","866,313","14,004,187","61,861",North America
185,Solomon Islands,"12,437",,139,,"11,194",,"1,104",2,"17,337",194,"5,117","7,133","717,366",Australia/Oceania
186,Dominica,"12,011",,63,,"11,926",,22,,"166,104",871,"187,690","2,595,630","72,310",North America
187,Gambia,"11,995",,365,,"11,591",,39,,"4,723",144,"155,686","61,305","2,539,515",Africa
188,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,209",369,"164,926","2,896,081","56,948",North America
189,Yemen,"11,818",,"2,148",,"9,001",,669,23,381,69,"265,253","8,552","31,014,835",Asia
190,Monaco,"11,604",+27,54,,"11,362",+34,188,4,"291,954","1,359","54,960","1,382,781","39,746",Europe
191,Saint Martin,"10,279",,63,,"1,399",,"8,817",7,"257,878","1,581","112,382","2,819,418","39,860",North America
192,Sint Maarten,"9,990",+9,86,,"9,841",+5,63,10,"228,306","1,965","62,056","1,418,196","43,757",North America
193,Eritrea,"9,733",,103,,"9,629",,1,,"2,677",28,"23,693","6,518","3,635,280",Africa
194,Caribbean Netherlands,"9,592",,34,,"9,392",,166,,"359,736","1,275","30,126","1,129,838","26,664",North America
195,Tonga,"9,553",,11,,"8,306",,"1,236",,"88,565",102,"408,213","3,784,516","107,864",Australia/Oceania
196,Niger,"8,914",+6,309,,"8,507",+9,98,1,346,12,"249,026","9,655","25,791,706",Africa
197,Guinea-Bissau,"8,185",,171,,"7,515",+39,499,6,"3,988",83,"132,611","64,620","2,052,178",Africa
198,Comoros,"8,100",,160,,"7,933",,7,,"8,969",177,,,"903,127",Africa
199,Sierra Leone,"7,681",,125,,N/A,N/A,N/A,,929,15,"259,958","31,432","8,270,591",Africa
200,Antigua and Barbuda,"7,571",,135,,"7,402",,34,1,"76,169","1,358","18,901","190,157","99,397",North America
201,Liberia,"7,432",,294,,"5,747",,"1,391",2,"1,409",56,"139,824","26,518","5,272,811",Africa
202,Chad,"7,396",,193,,"4,874",,"2,329",,428,11,"191,341","11,074","17,278,693",Africa
203,Samoa,"7,185",,13,,"1,605",,"5,567",3,"35,782",65,"53,893","268,390","200,801",Australia/Oceania
204,Vanuatu,"6,789",+136,12,,"5,991",+92,786,5,"21,207",37,"24,976","78,017","320,134",Australia/Oceania
205,St. Vincent Grenadines,"6,779",+8,106,,"6,641",,32,,"60,756",950,"98,860","886,017","111,578",North America
206,British Virgin Islands,"6,296",,62,,N/A,N/A,N/A,1,"205,785","2,026","102,862","3,362,053","30,595",North America
207,Sao Tome and Principe,"5,953",,73,,"5,875",,5,,"26,280",322,"29,036","128,180","226,526",Africa
208,Turks and Caicos,"5,941",,36,,"5,862",,43,4,"149,779",908,"478,593","12,065,877","39,665",North America
209,Saint Kitts and Nevis,"5,561",,43,,"5,517",,1,,"103,211",798,"65,141","1,209,001","53,880",North America
210,Cook Islands,"4,727",+118,,,"3,990",+17,737,,"268,686",,"15,740","894,674","17,593",Australia/Oceania
211,St. Barth,"4,432",,6,,N/A,N/A,N/A,,"446,234",604,"78,646","7,918,445","9,932",North America
212,Palau,"4,396",,6,,"3,879",,511,1,"240,877",329,"45,500","2,493,151","18,250",Australia/Oceania
213,Kiribati,"3,076",,13,,"2,597",,466,3,"25,056",106,,,"122,767",Australia/Oceania
214,Anguilla,"2,731",,9,,"2,716",,6,4,"179,141",590,"51,382","3,370,417","15,245",North America
215,Saint Pierre Miquelon,"2,641",,1,,"2,449",,191,1,"459,864",174,"22,941","3,994,602","5,743",North America
216,Diamond Princess,712,,13,,699,,0,,,,,,,
