#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
10,Italy,"12,652,372","+47,290","154,013",+249,"11,298,010","+69,439","1,200,349",839,"209,771","2,553","185,945,890","3,082,906","60,315,138",Europe
11,Spain,"10,949,997","+35,892","99,162",+226,"9,080,144","+101,510","1,770,691","1,112","234,051","2,120","471,036,328","10,068,180","46,784,657",Europe
12,Argentina,"8,878,486","+10,298","125,872",+97,"8,628,654","+12,858","123,960","1,384","193,516","2,744","34,114,786","743,568","45,879,876",South America
13,Iran,"7,011,932","+12,957","135,952",+226,"6,579,768","+18,392","296,212","4,110","81,757","1,585","46,780,865","545,448","85,765,988",Asia
14,Netherlands,"6,234,953","+41,177","21,531",+13,"4,059,701","+63,244","2,153,721",171,"362,552","1,252","21,107,399","1,227,358","17,197,424",Europe
15,Colombia,"6,056,556","+2,249","138,421",+57,"5,880,718","+3,375","37,417",342,"116,973","2,673","33,085,533","638,995","51,777,437",South America
16,Poland,"5,620,922","+18,258","110,858",+341,"5,003,336","+33,455","506,728",921,"148,787","2,934","33,373,589","883,408","37,778,220",Europe
17,Mexico,"5,455,237","+18,671","316,941",+449,"4,715,751","+19,337","422,545","4,798","41,590","2,416","14,974,790","114,166","131,167,098",North America
18,Indonesia,"5,408,328","+57,426","147,342",+317,"4,674,873","+42,518","586,113","2,807","19,434",529,"83,025,519","298,337","278,294,291",Asia
19,Ukraine,"4,809,624","+25,789","105,505",+276,"4,058,020","+34,987","646,099",177,"111,076","2,437","19,521,252","450,835","43,300,252",Europe
20,Japan,"4,684,839","+77,810","22,529",+257,"3,855,553","+72,136","806,757","1,474","37,229",179,"38,137,842","303,072","125,837,638",Asia
21,South Africa,"3,667,560","+2,411","99,018",+40,"3,533,695","+1,735","34,847",546,"60,579","1,636","22,994,945","379,818","60,541,944",Africa
22,Philippines,"3,657,221","+1,624","56,165",+188,"3,545,942","+1,889","55,114",299,"32,658",502,"27,993,027","249,968","111,986,410",Asia
23,Israel,"3,601,904","+12,571","10,105",+30,"3,483,570","+15,644","108,229",630,"386,222","1,084","41,373,364","4,436,346","9,326,000",Asia
24,Czechia,"3,549,535","+11,206","38,468",+35,"3,368,810","+8,878","142,257",230,"330,443","3,581","52,451,684","4,882,970","10,741,759",Europe
25,Belgium,"3,529,041","+8,473","30,076",+36,"2,758,822","+39,584","740,143",285,"302,329","2,577","31,540,184","2,702,015","11,672,837",Europe
26,Peru,"3,506,075","+2,183","210,116",+189,N/A,N/A,N/A,"1,075","103,947","6,229","27,166,379","805,424","33,729,301",South America
27,Malaysia,"3,337,227","+32,070","32,534",+46,"3,018,172","+23,332","286,521",327,"100,975",984,"48,784,101","1,476,074","33,049,911",Asia
28,Canada,"3,269,696","+7,639","36,377",+124,"3,119,956","+10,662","113,363",736,"85,397",950,"57,981,634","1,514,355","38,288,018",North America
29,Portugal,"3,231,075","+11,636","20,941",+19,"2,741,600","+9,591","468,534",106,"318,406","2,064","37,805,639","3,725,554","10,147,655",Europe
30,Australia,"3,126,857","+25,730","5,068",+42,"2,917,015","+25,481","204,774",154,"120,320",195,"63,222,755","2,432,780","25,987,867",Australia/Oceania
31,Vietnam,"3,041,506","+69,128","39,884",+111,"2,339,784","+19,062","661,838","3,137","30,790",404,"78,754,090","797,241","98,783,264",Asia
32,Chile,"2,956,738","+33,518","41,795",+224,"1,959,775","+17,111","955,168","1,070","152,512","2,156","32,622,958","1,682,734","19,386,881",South America
33,Thailand,"2,794,350","+23,557","22,771",+38,"2,590,589","+16,131","180,990",687,"39,869",325,"17,270,775","246,412","70,088,945",Asia
34,Switzerland,"2,741,649","+17,284","13,206",+2,"2,011,974","+48,437","716,469",145,"313,008","1,508","18,513,343","2,113,629","8,759,031",Europe
35,Romania,"2,708,315","+10,749","63,078",+105,"2,400,333","+20,182","244,904","1,002","142,348","3,315","20,883,186","1,097,616","19,025,951",Europe
36,Austria,"2,578,962","+28,591","14,700",+39,"2,286,292","+28,916","277,970",198,"283,678","1,617","157,315,892","17,304,242","9,091,175",Europe
37,Denmark,"2,564,526","+23,788","4,461",+39,"2,092,108","+50,495","467,957",37,"440,197",766,"124,965,621","21,450,181","5,825,854",Europe
38,S. Korea,"2,499,188","+170,006","7,689",+82,"969,524",,"1,521,975",581,"48,677",150,"15,804,065","307,820","51,341,983",Asia
39,Sweden,"2,441,142","+3,044","17,107",+5,"1,958,527","+47,651","465,508",72,"239,254","1,677","18,107,257","1,774,673","10,203,152",Europe
40,Greece,"2,369,396","+15,819","25,603",+65,"2,137,702","+33,966","206,091",454,"229,170","2,476","64,571,080","6,245,358","10,339,052",Europe
41,Iraq,"2,298,164","+1,499","24,931",+14,"2,233,566","+2,606","39,667",174,"55,098",598,"17,921,881","429,677","41,710,158",Asia
42,Bangladesh,"1,939,651","+1,516","29,005",+10,"1,786,146","+6,459","124,500","1,275","11,587",173,"13,311,219","79,519","167,395,760",Asia
43,Serbia,"1,900,293","+3,718","15,059",+49,"1,753,333","+23,232","131,901",115,"218,945","1,735","8,704,941","1,002,954","8,679,303",Europe
44,Hungary,"1,774,676","+5,512","43,664",+102,"1,557,214","+10,342","173,798",165,"184,480","4,539","10,711,279","1,113,453","9,619,879",Europe
45,Jordan,"1,606,837","+7,415","13,767",+16,"1,462,008","+16,805","131,062",879,"154,947","1,328","16,145,005","1,556,864","10,370,210",Asia
46,Georgia,"1,584,454","+8,455","16,022",+41,"1,447,969","+18,206","120,463",,"398,451","4,029","15,770,825","3,965,974","3,976,533",Asia
47,Pakistan,"1,505,328","+1,455","30,114",+18,"1,412,429","+2,914","62,785","1,220","6,603",132,"26,258,701","115,188","227,963,203",Asia
48,Slovakia,"1,408,717","+15,183","18,338",+24,"1,168,688","+20,125","221,691",252,"257,818","3,356","6,309,081","1,154,662","5,464,005",Europe
49,Kazakhstan,"1,300,730",+566,"13,560",+7,"1,261,996","+2,566","25,174",528,"67,933",708,"11,575,012","604,530","19,147,134",Asia
50,Ireland,"1,287,908","+3,729","6,471",+11,"1,147,206","+3,998","134,231",55,"256,108","1,287","11,317,728","2,250,600","5,028,760",Europe
51,Norway,"1,202,017","+15,595","1,598",,"88,952",,"1,111,467",22,"218,900",291,"9,852,076","1,794,167","5,491,169",Europe
52,Morocco,"1,160,303",+362,"15,952",+14,"1,138,693",+773,"5,658",293,"30,833",424,"11,237,010","298,602","37,632,126",Africa
53,Bulgaria,"1,083,425","+2,854","35,357",+59,"824,354","+9,016","223,714",530,"157,884","5,152","9,125,177","1,329,785","6,862,144",Europe
54,Cuba,"1,067,522",+595,"8,494",,"1,056,363",+737,"2,665",34,"94,344",751,"12,920,253","1,141,848","11,315,209",North America
55,Lebanon,"1,060,152","+3,152","10,044",+17,"682,977",,"367,131",186,"156,480","1,483","4,795,578","707,833","6,775,014",Asia
56,Croatia,"1,049,667","+2,559","14,964",+22,"1,014,125","+3,405","20,578",109,"258,316","3,683","4,496,130","1,106,468","4,063,497",Europe
57,Tunisia,"992,574","+2,091","27,640",+13,"938,106","+3,775","26,828",222,"82,559","2,299","4,315,443","358,944","12,022,598",Africa
58,Nepal,"976,512",+151,"11,931",+1,"954,903",+562,"9,678",100,"32,550",398,"5,402,214","180,069","30,000,821",Asia
59,Belarus,"902,315","+5,996","6,421",+14,"888,963","+6,587","6,931",,"95,542",680,"12,367,231","1,309,506","9,444,195",Europe
60,Bolivia,"891,851",+739,"21,406",+6,"782,821","+1,132","87,624",220,"74,722","1,793","2,669,468","223,656","11,935,614",South America
61,Slovenia,"887,292","+2,403","6,257",+11,"822,676","+12,210","58,359",112,"426,704","3,009","2,565,178","1,233,609","2,079,409",Europe
62,Lithuania,"886,273","+6,594","8,342",+21,"788,212","+7,088","89,719",107,"333,233","3,137","7,707,144","2,897,835","2,659,621",Europe
63,UAE,"877,406",+782,"2,299",+1,"827,067","+2,096","48,040",,"86,980",228,"136,017,818","13,483,813","10,087,489",Asia
64,Uruguay,"831,950","+4,136","6,932",+13,"795,279","+6,618","29,739",132,"238,136","1,984","5,669,122","1,622,720","3,493,592",South America
65,Ecuador,"827,760","+2,574","35,223",+14,N/A,N/A,N/A,759,"45,771","1,948","2,470,170","136,588","18,084,834",South America
66,Costa Rica,"799,826","+2,796","7,984",+15,"657,323","+5,846","134,519",132,"154,680","1,544","3,635,922","703,158","5,170,849",North America
67,Azerbaijan,"781,538","+1,755","9,330",+23,"754,041","+4,517","18,167",,"75,952",907,"6,522,155","633,839","10,289,926",Asia
68,Guatemala,"770,135","+3,660","16,906",+45,"706,860","+3,664","46,369",5,"41,715",916,"3,897,871","211,130","18,461,942",North America
69,Panama,"753,694",+787,"8,058",+11,"737,040",+895,"8,596",83,"170,258","1,820","5,493,703","1,241,019","4,426,767",North America
70,Saudi Arabia,"742,541",+677,"8,991",+1,"718,979","+1,585","14,571",697,"20,795",252,"40,449,725","1,132,795","35,707,898",Asia
71,Singapore,"661,198","+18,593",975,+12,"586,733","+13,985","73,490",46,"111,571",165,"23,141,120","3,904,856","5,926,242",Asia
72,Sri Lanka,"641,786","+1,208","16,116",+30,"607,912",+329,"17,758",,"29,766",747,"6,282,076","291,358","21,561,373",Asia
73,Paraguay,"639,078",+925,"18,315",+34,"603,693","+1,912","17,070",144,"87,821","2,517","2,518,766","346,125","7,277,036",South America
74,Finland,"637,658","+7,931","2,364",+13,"46,000",,"589,294",34,"114,792",426,"9,890,290","1,780,456","5,554,921",Europe
75,Latvia,"624,008","+11,088","5,159",+14,"471,752","+11,826","147,097",92,"336,975","2,786","6,646,667","3,589,316","1,851,792",Europe
76,Kuwait,"617,275",+866,"2,534",+1,"601,386","+1,805","13,355",72,"141,100",579,"7,553,030","1,726,517","4,374,720",Asia
77,Myanmar,"578,446","+2,938","19,353",+4,"528,717","+1,350","30,376",,"10,515",352,"7,028,886","127,771","55,011,526",Asia
78,Palestine,"573,836",+982,"5,189",+10,"544,128","+4,047","24,519",104,"108,335",980,"3,078,533","581,199","5,296,863",Asia
79,Dominican Republic,"573,458",+422,"4,363",,"567,227","+1,139","1,868",47,"52,003",396,"3,093,792","280,556","11,027,344",North America
80,Venezuela,"512,947",+387,"5,625",+1,"499,531","+1,174","7,791",230,"18,123",199,"3,359,014","118,680","28,303,005",South America
81,Bahrain,"504,375","+2,732","1,447",+3,"474,113","+4,119","28,815",18,"280,367",804,"9,351,953","5,198,469","1,798,982",Asia
82,Moldova,"499,015","+1,069","11,171",+14,"472,261","+1,410","15,583",157,"124,180","2,780","3,001,922","747,027","4,018,494",Europe
83,Libya,"491,216","+1,276","6,232",+10,"454,458","+3,584","30,526",128,"69,920",887,"2,410,293","343,083","7,025,384",Africa
84,Estonia,"478,940","+4,400","2,188",,"354,059","+9,261","122,693",19,"360,646","1,648","3,073,915","2,314,683","1,328,007",Europe
85,Egypt,"477,173","+1,832","23,927",+38,"408,094","+1,987","45,152",122,"4,522",227,"3,693,367","35,003","105,516,428",Africa
86,Ethiopia,"468,564",+69,"7,450",+4,"413,266","+1,675","47,848",102,"3,916",62,"4,486,398","37,494","119,656,400",Africa
87,Mongolia,"462,818",+497,"2,163",+2,"313,256",,"147,399",192,"137,525",643,"4,030,048","1,197,515","3,365,341",Asia
88,Armenia,"418,220",+764,"8,392",+14,"396,670",+970,"13,158",,"140,702","2,823","2,879,685","968,814","2,972,381",Asia
89,Honduras,"411,212","+2,756","10,720",+49,"127,663",+374,"272,829",105,"40,456","1,055","1,263,329","124,290","10,164,362",North America
90,Oman,"379,618",+696,"4,238",,"362,800","+2,005","12,580",60,"71,348",797,"25,000,000","4,698,679","5,320,644",Asia
91,Bosnia and Herzegovina,"370,295",+425,"15,392",+12,"192,218",,"162,685",,"114,037","4,740","1,694,736","521,915","3,247,149",Europe
92,Qatar,"355,740",+343,664,,"350,154",+539,"4,922",24,"126,697",236,"3,365,934","1,198,778","2,807,805",Asia
93,Kenya,"322,822",+41,"5,638",,"303,166",+22,"14,018",4,"5,793",101,"3,351,782","60,150","55,723,549",Africa
94,Cyprus,"313,406",,841,+8,"124,370",,"188,195",60,"256,500",688,"9,477,138","7,756,333","1,221,858",Asia
95,Zambia,"312,118",+230,"3,947",,"305,977",+304,"2,194",5,"16,229",205,"3,259,776","169,495","19,232,233",Africa
96,North Macedonia,"295,712",+630,"8,968",+10,"281,582",+907,"5,162",,"141,949","4,305","1,880,891","902,871","2,083,233",Europe
97,Réunion,"292,126",,640,,"274,185",,"17,301",40,"322,488",707,"1,424,291","1,572,322","905,852",Africa
98,Albania,"270,947",+213,"3,457",+4,"263,909",+391,"3,581",13,"94,321","1,203","1,734,743","603,890","2,872,612",Europe
99,Algeria,"264,603",+115,"6,820",+4,"177,181",+99,"80,602",14,"5,860",151,"230,861","5,112","45,156,545",Africa
100,Botswana,"262,652",,"2,614",,"256,886",,"3,152",1,"108,092","1,076","2,026,898","834,149","2,429,899",Africa
101,Nigeria,"254,428",+34,"3,142",,"248,850","+18,004","2,436",11,"1,186",15,"4,317,621","20,123","214,559,288",Africa
102,Uzbekistan,"235,880",+140,"1,626",+2,"231,032",+746,"3,222",23,"6,883",47,"1,377,915","40,209","34,269,100",Asia
103,Zimbabwe,"234,967",+378,"5,390",+2,"225,447",+214,"4,130",12,"15,438",354,"2,069,403","135,969","15,219,719",Africa
104,Montenegro,"229,630",+200,"2,672",+2,"224,978",+389,"1,980",60,"365,538","4,253","1,163,566","1,852,231","628,197",Europe
105,Mozambique,"224,999",+16,"2,192",+1,"219,297",+18,"3,510",13,"6,881",67,"1,264,558","38,674","32,698,185",Africa
106,Kyrgyzstan,"200,402",+14,"2,950",+2,"194,664",+137,"2,788",131,"29,903",440,"1,907,195","284,585","6,701,677",Asia
107,Luxembourg,"181,195",+819,988,,"170,317","+1,358","9,890",6,"281,897","1,537","4,062,178","6,319,800","642,770",Europe
108,Afghanistan,"173,047",+123,"7,579",+4,"154,449",+903,"11,019","1,124","4,286",188,"887,215","21,975","40,373,341",Asia
109,Maldives,"168,124",+628,294,+1,"152,437","+1,118","15,393",25,"302,250",529,"2,174,470","3,909,223","556,241",Asia
110,Uganda,"163,112",+27,"3,580",,"99,939",+30,"59,593",56,"3,390",74,"2,446,107","50,833","48,120,483",Africa
111,Ghana,"159,124",,"1,442",,"157,133",,549,1,"4,951",45,"2,305,405","71,725","32,142,109",Africa
112,Namibia,"157,106",+22,"4,006",+2,"152,635",+64,465,3,"60,038","1,531","950,799","363,348","2,616,771",Africa
113,El Salvador,"147,786",,"4,058",+4,"123,870",,"19,858",153,"22,597",620,"1,693,464","258,932","6,540,198",North America
114,Laos,"141,933",+239,617,+1,"7,660",,"133,656",,"19,052",83,"1,000,342","134,280","7,449,661",Asia
115,Rwanda,"129,468",+32,"1,457",,"45,522",,"82,489",,"9,604",108,"4,780,592","354,608","13,481,325",Africa
116,Cambodia,"128,599",+466,"3,026",+3,"121,877",+324,"3,696",,"7,520",177,"2,852,348","166,799","17,100,545",Asia
117,Jamaica,"127,799",+58,"2,808",+10,"75,952",+277,"49,039",25,"42,850",941,"843,150","282,700","2,982,490",North America
118,Guadeloupe,"126,642",,837,,"2,250",,"123,555",19,"316,418","2,091","938,039","2,343,709","400,237",North America
119,Trinidad and Tobago,"125,864",+654,"3,603",+7,"100,076",,"22,185",18,"89,458","2,561","616,543","438,208","1,406,965",North America
120,Iceland,"120,273","+5,381",61,,"75,685",,"44,527",2,"348,723",177,"1,733,465","5,026,051","344,896",Europe
121,Cameroon,"119,240",+133,"1,923",+3,"117,089",+132,228,13,"4,315",70,"1,751,774","63,390","27,634,800",Africa
122,Martinique,"112,901",,876,,104,,"111,921",16,"301,242","2,337","678,821","1,811,228","374,785",North America
123,Angola,"98,701",+3,"1,899",,"96,622",+9,180,,"2,857",55,"1,424,011","41,216","34,550,373",Africa
124,DRC,"85,938",+62,"1,335",,"50,930",,"33,673",,914,14,"846,704","9,003","94,046,844",Africa
125,Senegal,"85,637",+18,"1,960",,"83,572",+16,105,2,"4,902",112,"1,011,069","57,871","17,470,991",Africa
126,Malawi,"85,276",+19,"2,612",+2,"75,227",+183,"7,437",67,"4,276",131,"544,556","27,304","19,944,516",Africa
127,Hong Kong,"84,046","+8,798",425,+40,"13,232",,"70,389",16,"11,063",56,"36,260,319","4,772,781","7,597,314",Asia
128,Ivory Coast,"81,430",+20,792,+1,"79,692",+96,946,,"2,966",29,"1,406,040","51,213","27,454,720",Africa
129,Suriname,"77,935",+55,"1,314",,"49,352",,"27,269",4,"130,917","2,207","227,393","381,979","595,302",South America
130,French Guiana,"77,625",+18,391,,"11,254",,"65,980",7,"249,246","1,255","591,032","1,897,746","311,439",South America
131,Malta,"71,003",+95,601,,"69,257",+106,"1,145",3,"160,103","1,355","1,211,456","2,731,685","443,483",Europe
132,Eswatini,"69,095",+45,"1,390",,"67,533",+20,172,11,"58,556","1,178","475,075","402,613","1,179,978",Africa
133,French Polynesia,"65,583","+1,234",638,+1,N/A,N/A,N/A,7,"231,262","2,250",,,"283,587",Australia/Oceania
134,Fiji,"63,711",+24,826,,"61,870",,"1,015",,"70,231",911,"496,281","547,070","907,161",Australia/Oceania
135,Madagascar,"63,433",,"1,350",,"57,862",,"4,221",61,"2,198",47,"393,562","13,635","28,864,084",Africa
136,Guyana,"62,798",+19,"1,216",+1,"60,811",+93,771,7,"79,209","1,534","536,412","676,592","792,814",South America
137,Sudan,"61,376",+26,"3,901",+6,"40,329",,"17,146",,"1,348",86,"562,941","12,362","45,536,611",Africa
138,Mauritania,"58,621",,977,,"57,586",+15,58,30,"12,084",201,"738,892","152,316","4,851,045",Africa
139,Belize,"56,525",+75,648,,"54,233",+194,"1,644",6,"138,024","1,582","498,196","1,216,510","409,529",North America
140,Cabo Verde,"55,876",+6,401,,"55,403",,72,23,"98,730",709,"400,982","708,515","565,947",Africa
141,Barbados,"54,536",+192,312,+1,"51,804",+469,"2,420",,"189,390","1,083","581,357","2,018,909","287,956",North America
142,Syria,"54,160",+120,"3,062",+3,"46,303",+215,"4,795",,"2,976",168,"146,269","8,036","18,201,278",Asia
143,New Caledonia,"52,321",+911,299,,"39,789",+311,"12,233",43,"180,402","1,031","98,964","341,226","290,025",Australia/Oceania
144,Channel Islands,"50,207",+284,143,+1,"47,443",+285,"2,621",,"284,449",810,"1,207,943","6,843,637","176,506",Europe
145,Brunei,"48,055","+3,721",113,+1,"23,593",+875,"24,349",,"108,137",254,"712,994","1,604,437","444,389",Asia
146,Gabon,"47,520",,303,,"45,743",,"1,474",1,"20,551",131,"1,566,815","677,604","2,312,288",Africa
147,New Zealand,"45,473","+6,128",56,,"17,468",+201,"27,949",,"9,091",11,"6,598,789","1,319,204","5,002,100",Australia/Oceania
148,Papua New Guinea,"40,748",+127,638,+2,"38,491",+199,"1,619",7,"4,416",69,"249,149","27,004","9,226,431",Australia/Oceania
149,Seychelles,"39,181",,160,,"38,481",,540,,"394,369","1,610",,,"99,351",Africa
150,Curaçao,"38,867",+39,261,,"38,188",+40,418,3,"235,272","1,580","489,932","2,965,690","165,200",North America
151,Burundi,"38,027",+9,38,,773,,"37,216",,"3,048",3,"345,742","27,717","12,474,198",Africa
152,Andorra,"37,958",+57,151,,"37,096",+41,711,14,"489,977","1,949","249,838","3,225,006","77,469",Europe
153,Togo,"36,777",+13,272,,"36,408",+5,97,,"4,277",32,"687,047","79,903","8,598,505",Africa
154,Mayotte,"36,631",,187,,"2,964",,"33,480",,"129,136",659,"176,919","623,694","283,663",Africa
155,Guinea,"36,393",,440,,"32,939",,"3,014",49,"2,653",32,"587,607","42,829","13,719,739",Africa
156,Aruba,"33,655",+12,211,,"33,382",+7,62,6,"313,029","1,963","177,885","1,654,529","107,514",North America
157,Tanzania,"33,620",,798,,N/A,N/A,N/A,7,538,13,,,"62,537,407",Africa
158,Bahamas,"33,105",+24,771,+1,"26,194",+78,"6,140",9,"82,878","1,930","219,023","548,322","399,442",North America
159,Lesotho,"32,599",,696,,"23,330",,"8,573",,"15,021",321,"396,454","182,676","2,170,263",Africa
160,Faeroe Islands,"32,044",,24,,"7,693",,"24,327",5,"651,711",488,"774,000","15,741,626","49,169",Europe
161,Mauritius,"30,601",+252,786,,"26,791",+251,"3,024",,"23,996",616,"358,675","281,259","1,275,250",Africa
162,Mali,"30,358",+3,722,,"29,297",+283,339,,"1,431",34,"618,113","29,140","21,211,799",Africa
163,Haiti,"30,336",+37,820,,"25,206",+21,"4,310",,"2,608",70,"132,422","11,384","11,631,783",North America
164,Benin,"26,567",,163,,"25,506",,898,5,"2,101",13,"604,310","47,785","12,646,439",Africa
165,Somalia,"26,313",,"1,348",,"13,182",,"11,783",,"1,583",81,"400,466","24,090","16,623,784",Africa
166,Congo,"23,967",+42,378,+1,"20,178",,"3,411",,"4,174",66,"347,815","60,575","5,741,917",Africa
167,Saint Lucia,"22,627",+33,358,+1,"21,889",+335,380,3,"122,300","1,935","134,523","727,104","185,012",North America
168,Isle of Man,"22,607",+69,79,,"22,183",+48,345,,"263,562",921,"150,753","1,757,540","85,775",Europe
169,Timor-Leste,"22,584",+56,126,,"21,619",+118,839,23,"16,608",93,"247,931","182,323","1,359,844",Asia
170,Burkina Faso,"20,751",,375,,"20,309",,67,,950,17,"248,995","11,397","21,847,688",Africa
171,Taiwan,"20,236",+80,852,,"18,177",+71,"1,207",,847,36,"11,458,917","479,696","23,887,897",Asia
172,Cayman Islands,"19,373",,17,,"8,553",,"10,803",2,"289,171",254,"222,773","3,325,218","66,995",North America
173,Nicaragua,"18,004",,220,,"4,225",,"13,559",,"2,665",33,,,"6,754,546",North America
174,Tajikistan,"17,388",,124,,"17,263",+11,1,,"1,758",13,,,"9,890,728",Asia
175,South Sudan,"16,950",+4,137,,"13,250",,"3,563",1,"1,486",12,"337,236","29,556","11,410,176",Africa
176,Equatorial Guinea,"15,877",+3,182,,"15,653",+28,42,5,"10,736",123,"273,437","184,892","1,478,904",Africa
177,Djibouti,"15,545",+2,189,,"15,347",,9,,"15,365",187,"283,800","280,520","1,011,693",Africa
178,Gibraltar,"15,256",+86,101,,"14,489",+51,666,10,"453,050","2,999","512,357","15,215,211","33,674",Europe
179,San Marino,"14,207",,112,,"13,703",,392,4,"417,252","3,289","134,668","3,955,123","34,049",Europe
180,CAR,"14,187",,113,,"6,859",,"7,215",2,"2,856",23,"81,294","16,363","4,968,220",Africa
181,Grenada,"13,598",+33,214,,"13,197",+13,187,5,"119,930","1,887","135,402","1,194,200","113,383",North America
182,Gambia,"11,924",,365,,"11,461",,98,4,"4,716",144,"135,608","53,631","2,528,528",Africa
183,Yemen,"11,754",+3,"2,131",+1,"8,600",+18,"1,023",23,380,69,"265,253","8,582","30,908,697",Asia
184,Greenland,"11,689",+44,16,,"2,761",,"8,912",9,"205,315",281,"164,926","2,896,895","56,932",North America
185,Liechtenstein,"11,564",+154,77,+1,"11,105",+88,382,7,"301,861","2,010","80,413","2,099,063","38,309",Europe
186,Bermuda,"11,490",+67,123,,"11,150",+54,217,,"185,628","1,987","795,082","12,845,035","61,898",North America
187,Dominica,"11,016",+25,57,,"10,563",+8,396,,"152,405",789,"165,338","2,287,434","72,281",North America
188,Bhutan,"11,010",+496,6,,"7,194",+235,"3,810",,"14,014",8,"1,939,222","2,468,391","785,622",Asia
189,Saint Martin,"9,877",+50,63,,"1,399",,"8,415",7,"248,459","1,585","78,366","1,971,323","39,753",North America
190,Eritrea,"9,696",+2,103,,"9,584",+5,9,,"2,673",28,"23,693","6,532","3,627,366",Africa
191,Sint Maarten,"9,544",+7,85,,"9,409",+6,50,10,"218,503","1,946","62,056","1,420,728","43,679",North America
192,Monaco,"9,331",+26,51,,"9,053",+15,227,4,"235,032","1,285","54,960","1,384,348","39,701",Europe
193,Niger,"8,746",,306,,"8,419",,21,1,341,12,"227,005","8,850","25,649,591",Africa
194,Comoros,"8,026",+2,160,,"7,846",+21,20,,"8,916",178,,,"900,135",Africa
195,Guinea-Bissau,"7,972",,166,,"6,965",,841,6,"3,899",81,"122,770","60,044","2,044,659",Africa
196,Sierra Leone,"7,665",+2,125,,N/A,N/A,N/A,,930,15,"259,958","31,531","8,244,392",Africa
197,Caribbean Netherlands,"7,561",+13,31,,"7,430",+12,100,,"283,981","1,164","30,126","1,131,493","26,625",North America
198,Antigua and Barbuda,"7,435",+6,135,,"7,239",+14,61,1,"74,899","1,360","18,901","190,406","99,267",North America
199,Liberia,"7,360",,290,,"5,747",,"1,323",2,"1,401",55,"139,824","26,615","5,253,597",Africa
200,Chad,"7,246",,190,,"4,874",,"2,182",,421,11,"191,341","11,123","17,202,404",Africa
201,St. Vincent Grenadines,"6,738",,106,,"6,574",,58,4,"60,419",950,"98,005","878,803","111,521",North America
202,Solomon Islands,"6,654",+306,92,+5,"1,658",+32,"4,904",6,"9,311",129,"5,117","7,160","714,643",Australia/Oceania
203,British Virgin Islands,"6,074",,62,,N/A,N/A,N/A,6,"198,737","2,029","99,936","3,269,836","30,563",North America
204,Sao Tome and Principe,"5,932",,72,,"5,850",,10,,"26,263",319,"29,036","128,552","225,869",Africa
205,Turks and Caicos,"5,855",+7,36,,"5,783",+10,36,4,"147,925",910,"419,792","10,605,897","39,581",North America
206,Saint Kitts and Nevis,"5,525",+1,42,,"5,467",+2,16,1,"102,657",780,"65,141","1,210,349","53,820",North America
