#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
51,Kazakhstan,1304818,51,13653,,1283715,864,7450,528,68097,713,11575012,604085,19161244,Asia
52,Morocco,1162444,70,16051,1,1145789,59,604,293,30867,426,11237010,298384,37659611,Africa
53,Bulgaria,1123714,919,36272,6,894368,518,193074,255,163834,5288,9462253,1379563,6858875,Europe
54,Lebanon,1087835,448,10243,6,1024966,5205,52626,186,160611,1512,4795578,708033,6773103,Asia
55,Croatia,1083111,1775,15425,15,1056384,1644,11302,42,266650,3797,4618113,1136930,4061914,Europe
56,Cuba,1080686,833,8506,2,1069121,590,3059,23,95511,752,12920253,1141892,11314777,North America
57,Hong Kong,1033541,16597,5650,249,N/A,N/A,N/A,119,135972,743,36260319,4770385,7601131,Asia
58,Tunisia,1029762,,28065,,983630,,18067,74,85597,2333,4475031,371978,12030364,Africa
59,Singapore,1007158,10244,1194,3,969321,11536,36643,30,169866,201,23396045,3945950,5929129,Asia
60,Lithuania,989466,4438,8717,14,908316,6166,72433,73,372364,3280,7959265,2995298,2657253,Europe
61,Nepal,978127,8,11950,,962582,409,3595,100,32568,398,5503048,183229,30033796,Asia
62,Belarus,949994,1578,6716,11,928536,,14742,,100592,711,12718008,1346676,9444000,Europe
63,Slovenia,935373,3206,6435,6,896479,1861,32459,61,449822,3095,2598420,1249585,2079427,Europe
64,Bolivia,899524,307,21482,2,816043,1633,61999,220,75302,1798,2682016,224519,11945622,South America
65,UAE,887385,367,2302,,855871,816,29212,,87903,228,144509604,14314972,10094997,Asia
66,Uruguay,874404,1466,7134,7,856778,1163,10492,51,250234,2042,5881275,1683083,3494346,South America
67,Ecuador,853850,439,35410,17,N/A,N/A,N/A,759,47170,1956,2470170,136461,18101680,South America
68,Costa Rica,829400,,8226,,755691,,65483,84,160309,1590,3854668,745040,5173770,North America
69,Guatemala,815776,1665,17231,25,779831,2549,18714,5,44137,932,4127811,223333,18482798,North America
70,Azerbaijan,791404,116,9651,4,780771,235,982,,76868,937,6662084,647077,10295664,Asia
71,Finland,786312,,2783,,46000,,737529,40,141539,501,10217581,1839196,5555460,Europe
72,Latvia,769131,3834,5507,13,692215,15381,71409,34,415636,2976,6968842,3765944,1850490,Europe
73,Panama,761315,311,8156,3,750685,283,2474,16,171814,1841,5629197,1270401,4431039,North America
74,Saudi Arabia,749471,98,9027,2,731959,128,8485,212,20969,253,41352246,1156965,35741993,Asia
75,Sri Lanka,657961,238,16426,4,624592,71,16943,,30508,762,6368159,295273,21567002,Asia
76,Paraguay,646968,125,18577,6,622539,298,5852,57,88838,2551,2570235,352931,7282541,South America
77,Kuwait,627143,150,2553,,622040,426,2550,8,143226,583,7763313,1772976,4378691,Asia
78,Myanmar,608763,379,19423,3,563746,841,25594,,11061,353,7489042,136079,55034410,Asia
79,Palestine,580165,,5326,,571646,,3193,46,109376,1004,3078533,580381,5304335,Asia
80,Dominican Republic,577317,76,4375,,572366,77,576,25,52321,396,3190086,289110,11034175,North America
81,Bahrain,543835,746,1465,,532929,1408,9441,5,301675,813,9539055,5291479,1802720,Asia
82,Estonia,541550,1367,2390,5,450136,4002,89024,17,407774,1800,3201383,2410566,1328063,Europe
83,Venezuela,519558,138,5667,1,510974,184,2917,230,18360,200,3359014,118702,28297964,South America
84,Moldova,510206,372,11381,3,494420,623,4405,56,126983,2833,3113722,774961,4017907,Europe
85,Libya,500864,,6368,,486647,,7849,111,71234,906,2461977,350147,7031257,Africa
86,Egypt,495373,,24277,,424831,,46265,122,4689,230,3693367,34963,105637902,Africa
87,New Zealand,471225,18555,144,6,347416,18751,123665,,94205,29,6887013,1376824,5002100,Australia/Oceania
88,Ethiopia,469441,22,7489,1,421633,29,40319,36,3917,62,4598732,38375,119835892,Africa
89,Mongolia,467521,85,2177,,313256,,152088,192,138785,646,4030048,1196335,3368661,Asia
90,Armenia,422286,32,8593,1,409277,81,4416,,142053,2891,2949129,992062,2972728,Asia
91,Honduras,418300,,10857,,131100,,276343,105,41114,1067,1263329,124169,10174268,North America
92,Oman,387397,82,4250,,380425,,2722,23,72698,798,25000000,4691460,5328831,Asia
93,Bosnia and Herzegovina,373985,,15664,,192218,,166103,,115219,4826,1725264,531525,3245873,Europe
94,Cyprus,373658,3347,916,1,124370,,248372,60,305673,749,9477138,7752837,1222409,Asia
95,Qatar,359806,136,677,,358133,143,996,3,128145,241,3399116,1210595,2807805,Asia
96,Kenya,323272,17,5647,,317567,21,58,1,5794,101,3466955,62134,55798153,Africa
97,Réunion,318695,,689,,306072,,11934,41,351662,760,1535875,1694753,906253,Africa
98,Zambia,315623,,3962,,310706,,955,1,16383,206,3322571,172469,19264712,Africa
99,North Macedonia,303140,273,9172,8,291952,233,2016,,145515,4403,1904444,914179,2083228,Europe
100,Albania,273040,79,3487,,268939,104,614,13,95056,1214,1767043,615177,2872416,Europe
101,Algeria,265539,15,6871,,178174,18,80494,6,5874,152,230861,5107,45206370,Africa
102,Botswana,263950,,2619,,259434,,1897,1,108492,1076,2026898,833124,2432889,Africa
103,Nigeria,255103,,3142,,249460,,2501,11,1187,15,4589725,21359,214881328,Africa
104,Zimbabwe,244452,134,5426,3,234270,397,4756,12,16047,356,2155125,141474,15233322,Africa
105,Uzbekistan,237438,24,1637,,234988,56,813,23,6922,48,1377915,40173,34299594,Asia
106,Montenegro,232117,79,2696,,228619,96,802,60,369494,4292,1196358,1904416,628202,Europe
107,Mozambique,225206,5,2199,,222019,11,988,13,6876,67,1288759,39347,32753427,Africa
108,Kyrgyzstan,200802,15,2978,1,196045,29,1779,131,29933,444,1907195,284298,6708448,Asia
109,Luxembourg,199202,,1010,,184566,,13626,4,309603,1570,4118924,6401700,643411,Europe
110,Afghanistan,177044,35,7654,3,159845,101,9545,1124,4379,189,910735,22527,40428569,Asia
111,Maldives,174658,,297,,163687,,10674,25,313659,533,2213831,3975704,556840,Asia
112,Iceland,170806,,91,,75685,,95030,6,495040,264,1848940,5358703,345035,Europe
113,Uganda,163635,68,3595,,100142,8,59898,7,3394,75,2519886,52267,48211698,Africa
114,El Salvador,161052,110,4109,2,141145,542,15798,45,24617,628,1847861,282450,6542250,North America
115,Ghana,160791,,1445,,159277,,69,1,4996,45,2384624,74096,32182951,Africa
116,Namibia,157516,13,4015,1,153069,,432,1,60128,1533,974769,372097,2619666,Africa
117,Laos,151956,1317,645,,7660,,143651,,20380,87,1006869,135036,7456298,Asia
118,Martinique,135881,,905,,104,,134872,8,362575,2415,777358,2074243,374767,North America
119,Cambodia,134889,117,3050,1,130804,116,1035,,7881,178,2907588,169884,17115089,Asia
120,Trinidad and Tobago,134878,433,3708,4,121120,1321,10050,18,95845,2635,659418,468587,1407249,North America
121,Guadeloupe,130705,,843,,2250,,127612,19,326566,2106,938039,2343685,400241,North America
122,Rwanda,129637,2,1458,,45522,,82657,,9602,108,5015081,371445,13501562,Africa
123,Jamaica,128500,23,2863,5,80112,137,45525,25,43073,960,895408,300140,2983300,North America
124,Brunei ,123422,1465,180,2,108819,3601,14423,,277570,405,717784,1614260,444652,Asia
125,Cameroon,119544,130,1927,1,117455,192,162,13,4319,70,1751774,63295,27676452,Africa
126,Angola,99003,,1900,,96951,,152,,2860,55,1473371,42565,34614921,Africa
127,DRC,86461,,1335,,50930,,34196,,918,14,846704,8987,94218722,Africa
128,Senegal,85821,1,1964,,83821,7,36,2,4904,112,1030824,58908,17498815,Africa
129,Malawi,85556,12,2626,2,77666,51,5264,67,4283,131,556909,27879,19975683,Africa
130,Ivory Coast,81655,12,796,,80805,15,54,,2970,29,1455273,52927,27495892,Africa
131,Suriname,78916,23,1323,1,49368,,28225,,132491,2221,233443,391925,595632,South America
132,French Guiana,78326,,394,,11254,,66678,3,251104,1263,605571,1941387,311927,South America
133,Malta,74315,286,621,,71038,115,2656,1,167543,1400,1211456,2731230,443557,Europe
134,French Polynesia,71243,,645,,N/A,N/A,N/A,7,251131,2274,,,283689,Australia/Oceania
135,Eswatini,69548,7,1392,,68103,20,53,11,58902,1179,490511,415430,1180732,Africa
136,Fiji,64221,,834,,62425,,962,,70762,919,502974,554199,907569,Australia/Oceania
137,Madagascar,63928,58,1380,3,59225,69,3323,19,2211,48,407670,14102,28908966,Africa
138,Guyana,63183,8,1226,,61812,20,145,5,79671,1546,558874,704713,793052,South America
139,Sudan,61775,,4888,,N/A,N/A,N/A,,1355,107,562941,12345,45601119,Africa
140,Channel Islands,60844,,147,,55714,,4983,,344516,832,1229565,6962153,176607,Europe
141,New Caledonia,59861,,306,,58138,,1417,22,206276,1054,98964,341022,290198,Australia/Oceania
142,Mauritania,58662,1,981,,57669,3,12,30,12073,202,767929,158051,4858752,Africa
143,Barbados,57660,112,327,1,56125,22,1208,,200224,1136,602521,2092247,287978,North America
144,Belize,57143,,654,,56132,,357,6,139379,1595,514356,1254579,409983,North America
145,Cabo Verde,55925,4,401,,55455,1,69,23,98750,708,400982,708040,566327,Africa
146,Syria,55538,24,3125,1,51111,265,1302,,3047,171,146269,8024,18228072,Asia
147,Gabon,47570,,303,,47244,,23,,20543,131,1584243,684161,2315598,Africa
148,Papua New Guinea,41533,,639,,39905,,989,7,4496,69,249149,26973,9237098,Australia/Oceania
149,Curaçao,39853,,265,,39097,,491,3,241180,1604,494095,2990130,165242,North America
150,Seychelles,39761,,163,,39367,,231,,400050,1640,,,99390,Africa
151,Andorra,39234,,153,,38377,,704,14,506395,1975,249838,3224673,77477,Europe
152,Burundi,38308,12,38,,773,,37497,,3065,3,345742,27667,12496550,Africa
153,Togo,36876,5,272,,36542,,62,,4283,32,707925,82214,8610730,Africa
154,Mayotte,36745,,187,,2964,,33594,,129348,658,176919,622783,284078,Africa
155,Guinea,36435,,440,,35950,,45,8,2651,32,660107,48035,13742206,Africa
156,Mauritius,35043,,934,,32931,,1178,,27476,732,358675,281229,1275382,Africa
157,Faeroe Islands,34237,,28,,7693,,26516,5,696143,569,778000,15819117,49181,Europe
158,Aruba,33843,,212,,33591,,40,4,314696,1971,177885,1654098,107542,North America
159,Tanzania,33773,,800,,N/A,N/A,N/A,7,539,13,,,62644755,Africa
160,Bahamas,33211,,773,,32135,,303,11,83094,1934,224033,560534,399678,North America
161,Lesotho,32775,,697,,23900,,8178,,15094,321,415510,191362,2171329,Africa
162,Haiti,30478,,827,,27039,,2612,,2618,71,132422,11376,11640517,North America
163,Mali,30448,4,727,,29593,,128,,1433,34,639196,30082,21248603,Africa
164,Benin,26952,,163,,25506,,1283,5,2128,13,604310,47709,12666461,Africa
165,Somalia,26400,,1348,,13182,,11870,,1585,81,400466,24049,16651755,Africa
166,Isle of Man,26101,,81,,24259,,1761,,304193,944,150753,1756946,85804,Europe
167,Congo,24059,,383,,20178,,3498,,4184,67,347815,60485,5750478,Africa
168,Saint Lucia,22878,,365,,22488,,25,1,123622,1972,138910,750605,185064,North America
169,Timor-Leste,22789,,129,,22596,,64,9,16739,95,252951,185799,1361424,Asia
170,Taiwan,21784,126,853,,19580,60,1351,,912,36,12278644,513953,23890597,Asia
171,Bhutan,21660,350,9,,17088,429,4563,9,27552,11,2065873,2627819,786155,Asia
172,Burkina Faso,20751,,375,,20309,,67,,948,17,248995,11378,21883842,Africa
173,Cayman Islands,19433,,22,,8553,,10858,2,289859,328,222773,3322838,67043,North America
174,Nicaragua,18290,,223,,4225,,13842,,2706,33,,,6759497,North America
175,South Sudan,17093,,138,,13507,,3448,1,1497,12,351877,30817,11418421,Africa
176,Gibraltar,16166,,101,,15656,,409,10,480074,2999,525624,15609194,33674,Europe
177,Equatorial Guinea,15899,,183,,15679,,37,5,10729,123,295501,199418,1481816,Africa
178,Djibouti,15573,,189,,15378,2,6,,15379,187,292778,289136,1012596,Africa
179,Liechtenstein,15243,200,81,,14195,,967,9,397834,2114,80413,2098734,38315,Europe
180,San Marino,14726,,112,,14340,,274,4,432444,3289,140260,4118874,34053,Europe
181,CAR,14649,,113,,6859,,7677,2,2945,23,81294,16345,4973503,Africa
182,Grenada,13936,,217,,13659,,60,4,122875,1913,140866,1242029,113416,North America
183,Bermuda,12094,,126,,11697,,271,,195430,2036,823671,13309919,61884,North America
184,Gambia,11973,,365,,11591,,17,,4727,144,155686,61468,2532811,Africa
185,Greenland,11926,,20,,2761,,9145,4,209452,351,164926,2896538,56939,North America
186,Yemen,11799,2,2140,,8915,7,744,23,381,69,265253,8570,30950073,Asia
187,Dominica,11724,81,62,,11426,96,236,,162176,858,177740,2458640,72292,North America
188,Monaco,10124,61,54,,9735,33,335,4,254897,1360,54960,1383755,39718,Europe
189,Saint Martin,9912,,63,,1399,,8450,7,249077,1583,112382,2824023,39795,North America
190,Solomon Islands,9851,93,127,,2195,,7529,4,13764,177,5117,7150,715705,Australia/Oceania
191,Eritrea,9723,,103,,9618,,2,,2678,28,23693,6526,3630451,Africa
192,Sint Maarten,9641,4,85,,9530,2,26,10,220572,1945,62056,1419753,43709,North America
193,Niger,8788,,308,,8465,,15,1,342,12,235282,9153,25704992,Africa
194,Guinea-Bissau,8113,17,169,,7095,13,849,6,3962,83,127492,62264,2047590,Africa
195,Comoros,8076,,160,,7897,1,19,,8960,178,,,901301,Africa
196,Caribbean Netherlands,7739,,31,,7609,,99,,290503,1164,30126,1130856,26640,North America
197,Sierra Leone,7673,,125,,N/A,N/A,N/A,,930,15,259958,31492,8254605,Africa
198,Antigua and Barbuda,7473,3,135,,7335,5,3,1,75244,1359,18901,190310,99317,North America
199,Liberia,7397,,294,,5747,,1356,2,1406,56,139824,26577,5261087,Africa
200,Chad,7267,,190,,4874,,2203,,422,11,191341,11104,17232144,Africa
201,St. Vincent Grenadines,6745,,106,,6636,,3,,60470,950,98446,882583,111543,North America
202,British Virgin Islands,6104,,62,,N/A,N/A,N/A,1,199634,2028,101161,3308510,30576,North America
203,Sao Tome and Principe,5940,2,73,1,5862,,5,,26269,323,29036,128407,226125,Africa
204,Turks and Caicos,5874,,36,,5808,,30,4,148281,909,419792,10597062,39614,North America
205,Saint Kitts and Nevis,5544,,42,,5497,,5,1,102966,780,65141,1209832,53843,North America
206,Palau,3945,,6,,3656,,283,1,216259,329,38863,2130413,18242,Australia/Oceania
207,St. Barth,3780,,6,,N/A,N/A,N/A,,380703,604,78646,7920838,9929,North America
208,Kiribati,3049,7,13,,2499,11,537,9,24872,106,,,122586,Australia/Oceania
209,Tonga,3023,235,2,,964,,2057,,28057,19,84463,783908,107746,Australia/Oceania
210,Anguilla,2595,,9,,2572,,14,4,170365,591,51382,3373293,15232,North America
211,Saint Pierre Miquelon,1693,,1,,1217,,475,1,294640,174,17358,3020884,5746,North America
212,Vanuatu,753,150,1,,104,45,648,2,2357,3,24976,78190,319426,Australia/Oceania
213,Cook Islands,743,67,N/A,,247,41,496,,42235,,5473,311107,17592,Australia/Oceania
214,Wallis and Futuna,454,,7,,438,,9,,41644,642,20508,1881123,10902,Australia/Oceania
215,Montserrat,174,,2,,163,,9,,34821,400,8359,1672804,4997,North America
216,Falkland Islands,118,,N/A,,N/A,N/A,N/A,,32302,,8632,2362989,3653,South America
217,Samoa,94,34,N/A,,28,,66,,468,,,,200672,Australia/Oceania
218,Macao,82,,N/A,,79,,3,,123,,5318,8003,664489,Asia
219,Vatican City,29,,N/A,,28,,1,,36070,,,,804,Europe
220,Western Sahara,10,,1,,8,,1,,16,2,,,622467,Africa
