"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,119489461,698470.0,1356498.0,2246.0,109084907.0,355781.0,9048056.0,30536.0,25608.404870955063,290.7181076885166,1945380144.0,416924.4880556358,4666025143.0,Asia,2022-03-04
North America,95261155,70376.0,1413515.0,2054.0,67025943.0,234855.0,26821697.0,12699.0,159613.20489200333,2368.3909702010233,1069755334.0,1792410.3199258442,596825025.0,North America,2022-03-04
South America,54606125,106315.0,1261535.0,1093.0,48734806.0,153257.0,4609784.0,13100.0,125042.5345957033,2888.7882793585986,210575346.0,482196.3651002006,436700401.0,South America,2022-03-04
Europe,159075312,721365.0,1719888.0,2557.0,137902348.0,961752.0,19453076.0,13619.0,212558.1960684212,2298.1334194694196,2503221374.0,3344832.161117212,748384748.0,Europe,2022-03-04
Africa,11563156,6827.0,249990.0,85.0,10688759.0,11389.0,624407.0,1750.0,8293.756451920932,179.30711783320348,96444909.0,69175.80168196963,1394200091.0,Africa,2022-03-04
Oceania,3756493,47851.0,7970.0,46.0,3331605.0,38944.0,416918.0,158.0,86562.74340416129,183.65668854731408,71630068.0,1650607.4139647337,43396187.0,Australia/Oceania,2022-03-04
World,443752423,1651204.0,6009411.0,8081.0,376769074.0,1755978.0,60973938.0,71862.0,56929.0,771.0,5897007175.0,747826.2060022854,7885531595.0,All,2022-03-04
China,110258,294.0,4636.0,0.0,102318.0,84.0,3304.0,18.0,77.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-03-04
USA,80896406,46453.0,983509.0,1477.0,54430881.0,207970.0,25482016.0,6693.0,242026.0,2942.0,955947969.0,2860004.0,334247090.0,North America,2022-03-04
India,42957477,5921.0,514908.0,288.0,42378721.0,11651.0,63848.0,8944.0,30625.0,367.0,770973356.0,549643.0,1402680212.0,Asia,2022-03-04
Brazil,28974315,68101.0,651343.0,697.0,26909481.0,99195.0,1413491.0,8318.0,134711.0,3028.0,63776166.0,296516.0,215084963.0,South America,2022-03-04
France,22958320,57789.0,139123.0,181.0,21483323.0,118431.0,1335874.0,2484.0,350429.0,2124.0,246629975.0,3764483.0,65514958.0,Europe,2022-03-04
UK,19119181,44740.0,162008.0,110.0,17537214.0,0.0,1419959.0,264.0,279185.0,2366.0,485037295.0,7082687.0,68482101.0,Europe,2022-03-04
Russia,16775024,89174.0,354787.0,776.0,14263191.0,160507.0,2157046.0,2300.0,114867.0,2429.0,273400000.0,1872102.0,146039069.0,Europe,2022-03-04
Germany,15579480,203972.0,124517.0,252.0,11898500.0,201900.0,3556463.0,2494.0,184960.0,1478.0,104701826.0,1243021.0,84231776.0,Europe,2022-03-04
Turkey,14293828,38283.0,95205.0,180.0,13636181.0,63311.0,562442.0,1011.0,166487.0,1109.0,145385769.0,1693372.0,85855776.0,Asia,2022-03-04
Italy,12950260,39496.0,155609.0,210.0,11769463.0,55818.0,1025188.0,625.0,214717.0,2580.0,189102673.0,3135345.0,60313202.0,Europe,2022-03-04
Spain,11100428,22400.0,100431.0,192.0,9861014.0,60505.0,1138983.0,851.0,237264.0,2147.0,471036328.0,10068095.0,46785052.0,Europe,2022-03-04
Argentina,8929898,8362.0,126624.0,93.0,8720016.0,14838.0,83258.0,1035.0,194598.0,2759.0,34433802.0,750373.0,45888932.0,South America,2022-03-04
Iran,7080217,6470.0,137593.0,154.0,6709131.0,12637.0,233493.0,4056.0,82530.0,1604.0,47647542.0,555401.0,85789486.0,Asia,2022-03-04
Netherlands,6573195,68309.0,21599.0,10.0,4729179.0,76057.0,1822417.0,147.0,382201.0,1256.0,21107399.0,1227299.0,17198250.0,Europe,2022-03-04
Colombia,6069425,1351.0,138984.0,45.0,5897583.0,1703.0,32858.0,342.0,117195.0,2684.0,33310231.0,643188.0,51789284.0,South America,2022-03-04
Poland,5721304,12471.0,112336.0,206.0,5110017.0,10502.0,498951.0,656.0,151448.0,2974.0,33955578.0,898835.0,37777317.0,Europe,2022-03-04
Indonesia,5693702,26347.0,149596.0,328.0,5026853.0,40462.0,517253.0,2911.0,20455.0,537.0,86417138.0,310454.0,278357473.0,Asia,2022-03-04
Mexico,5544644,10558.0,319296.0,461.0,4821403.0,11604.0,403945.0,4798.0,42262.0,2434.0,15171873.0,115642.0,131196689.0,North America,2022-03-04
Japan,5210263,70958.0,24349.0,257.0,4499479.0,79653.0,686435.0,1419.0,41407.0,194.0,39532650.0,314177.0,125829212.0,Asia,2022-03-04
Ukraine,4809624,0.0,105505.0,0.0,4058020.0,0.0,646099.0,177.0,111091.0,2437.0,19521252.0,450894.0,43294540.0,Europe,2022-03-04
Vietnam,4100703,126870.0,40644.0,97.0,2589436.0,38911.0,1470623.0,3418.0,41504.0,411.0,79863303.0,808313.0,98802388.0,Asia,2022-03-04
S. Korea,3958326,266838.0,8580.0,186.0,969524.0,0.0,2980222.0,797.0,77096.0,167.0,15804065.0,307814.0,51342944.0,Asia,2022-03-04
South Africa,3681437,1898.0,99517.0,18.0,3557369.0,3087.0,24551.0,546.0,60792.0,1643.0,23196880.0,383050.0,60558288.0,Africa,2022-03-04
Philippines,3665737,843.0,56770.0,232.0,3558641.0,956.0,50326.0,296.0,32724.0,507.0,28203435.0,251775.0,112018293.0,Asia,2022-03-04
Israel,3662071,8463.0,10264.0,25.0,3585292.0,0.0,66515.0,510.0,392673.0,1101.0,41373364.0,4436346.0,9326000.0,Asia,2022-03-04
Czechia,3616681,8075.0,38878.0,35.0,3491498.0,17214.0,86305.0,176.0,336680.0,3619.0,52779959.0,4913332.0,10742192.0,Europe,2022-03-04
Belgium,3578738,7159.0,30244.0,27.0,3153984.0,28944.0,394510.0,224.0,306558.0,2591.0,31831104.0,2726681.0,11673937.0,Europe,2022-03-04
Malaysia,3561766,33209.0,33106.0,78.0,3223650.0,26352.0,305010.0,348.0,107740.0,1001.0,50429187.0,1525431.0,33058975.0,Asia,2022-03-04
Peru,3524504,2020.0,210995.0,88.0,0.0,0.0,0.0,837.0,104463.0,6254.0,27557825.0,816786.0,33739343.0,South America,2022-03-04
Australia,3321716,24511.0,5355.0,38.0,3101681.0,20132.0,214680.0,112.0,127786.0,206.0,63873799.0,2457220.0,25994332.0,Australia/Oceania,2022-03-04
Canada,3317311,6926.0,36905.0,62.0,3166195.0,4222.0,114211.0,600.0,86625.0,964.0,58355310.0,1523827.0,38295243.0,North America,2022-03-04
Portugal,3308438,13747.0,21162.0,21.0,2805955.0,6424.0,481321.0,84.0,326051.0,2086.0,37805639.0,3725792.0,10147007.0,Europe,2022-03-04
Chile,3147434,23132.0,42809.0,126.0,2180125.0,31104.0,924500.0,1096.0,162319.0,2208.0,33336422.0,1719217.0,19390464.0,South America,2022-03-04
Thailand,2981996,23834.0,23127.0,54.0,2731029.0,19351.0,227840.0,687.0,42544.0,330.0,17270775.0,246399.0,70092762.0,Asia,2022-03-04
Switzerland,2877753,14962.0,13300.0,1.0,2293957.0,37298.0,570496.0,134.0,328495.0,1518.0,18871544.0,2154184.0,8760413.0,Europe,2022-03-04
Austria,2808008,32419.0,14960.0,36.0,2505491.0,27323.0,287557.0,193.0,308834.0,1645.0,161522349.0,17764748.0,9092296.0,Europe,2022-03-04
Romania,2760332,5602.0,63855.0,65.0,2555390.0,19340.0,141087.0,816.0,145104.0,3357.0,21249513.0,1117034.0,19023162.0,Europe,2022-03-04
Denmark,2702397,19178.0,4772.0,41.0,2396579.0,33655.0,301046.0,42.0,463827.0,819.0,125736321.0,21580822.0,5826299.0,Europe,2022-03-04
Greece,2486262,16050.0,26092.0,56.0,2272890.0,9532.0,187280.0,389.0,240499.0,2524.0,66920511.0,6473290.0,10337944.0,Europe,2022-03-04
Sweden,2455966,0.0,17479.0,0.0,2243175.0,35855.0,195312.0,59.0,240674.0,1713.0,18174812.0,1781054.0,10204527.0,Europe,2022-03-04
Iraq,2307158,1066.0,25034.0,6.0,2252820.0,1916.0,29304.0,104.0,55288.0,600.0,18036568.0,432221.0,41729935.0,Asia,2022-03-04
