"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,121466795,593818.0,1361890.0,1668.0,110148545.0,335291.0,9956360.0,30518.0,26030.639992912606,291.85645591412657,1953559792.0,418652.7820231136,4666300753.0,Asia,2022-03-07
North America,95394197,39578.0,1417323.0,766.0,67684845.0,271036.0,26292029.0,11640.0,159825.99506387766,2374.6209510199055,1073413631.0,1798425.974377718,596862838.0,North America,2022-03-07
South America,54788888,44520.0,1263651.0,530.0,49163982.0,173239.0,4361255.0,12901.0,125452.67950243143,2893.440799636725,211136420.0,483448.93638926843,436729516.0,South America,2022-03-07
Europe,160787128,503946.0,1726446.0,1941.0,140796286.0,968519.0,18264396.0,13335.0,214844.48628522427,2306.884939005691,2508745991.0,3352197.7185668177,748388431.0,Europe,2022-03-07
Africa,11576727,3873.0,251191.0,113.0,10730848.0,23320.0,594688.0,1663.0,8301.91864725593,180.13444101453408,96791558.0,69411.29736039847,1394464038.0,Africa,2022-03-07
Oceania,3875627,41568.0,8075.0,37.0,3402686.0,27021.0,464866.0,167.0,89299.46582443667,186.05845880739454,71852014.0,1655563.465888215,43400338.0,Australia/Oceania,2022-03-07
World,447890083,1227303.0,6028591.0,5055.0,381927898.0,1798426.0,59933594.0,70224.0,57460.0,773.4,5915499406.0,750112.8524008692,7886145914.0,All,2022-03-07
China,111195,327.0,4636.0,0.0,102722.0,181.0,3837.0,11.0,77.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-03-07
USA,80983323,28053.0,986487.0,640.0,55013011.0,239303.0,24983825.0,5705.0,242274.0,2951.0,959297214.0,2869888.0,334262970.0,North America,2022-03-07
India,42971308,3993.0,515241.0,108.0,42406150.0,8055.0,49917.0,8944.0,30633.0,367.0,773437172.0,551356.0,1402791333.0,Asia,2022-03-07
Brazil,29069469,20456.0,652418.0,211.0,27179192.0,120821.0,1237859.0,8318.0,135146.0,3033.0,63776166.0,296499.0,215097329.0,South America,2022-03-07
France,23071822,14496.0,139451.0,176.0,21738280.0,142221.0,1194091.0,2484.0,352155.0,2128.0,246629975.0,3764416.0,65516138.0,Europe,2022-03-07
UK,19245114,41977.0,162147.0,47.0,18022989.0,80850.0,1059978.0,264.0,281012.0,2368.0,486748419.0,7107371.0,68485019.0,Europe,2022-03-07
Russia,17014818,73162.0,356949.0,668.0,14690595.0,122619.0,1967274.0,2300.0,116508.0,2444.0,273400000.0,1872095.0,146039580.0,Europe,2022-03-07
Germany,15951350,122895.0,124716.0,0.0,12287900.0,168700.0,3538734.0,2494.0,189370.0,1481.0,104701826.0,1242988.0,84233966.0,Europe,2022-03-07
Turkey,14388231,34343.0,95681.0,132.0,13813131.0,68815.0,479419.0,1011.0,167572.0,1114.0,146465952.0,1705806.0,85863211.0,Asia,2022-03-07
Italy,13049336,22645.0,156017.0,130.0,11884397.0,30513.0,1008922.0,610.0,216362.0,2587.0,189968677.0,3149741.0,60312476.0,Europe,2022-03-07
Spain,11136425,11999.0,100574.0,47.0,10099142.0,74321.0,936709.0,810.0,238033.0,2150.0,471036328.0,10068063.0,46785199.0,Europe,2022-03-07
Argentina,8942888,6286.0,126842.0,74.0,8744742.0,7536.0,71304.0,966.0,194867.0,2764.0,34536410.0,752553.0,45892328.0,South America,2022-03-07
Iran,7096318,6426.0,138116.0,168.0,6739811.0,9493.0,218391.0,3572.0,82709.0,1610.0,47808284.0,557217.0,85798298.0,Asia,2022-03-07
Netherlands,6771643,64441.0,21612.0,0.0,4948353.0,49214.0,1801678.0,163.0,393733.0,1257.0,21107399.0,1227277.0,17198560.0,Europe,2022-03-07
Colombia,6072656,952.0,139120.0,29.0,5901731.0,1401.0,31805.0,342.0,117247.0,2686.0,33374605.0,644375.0,51793727.0,South America,2022-03-07
Indonesia,5770105,21380.0,150430.0,258.0,5171402.0,48800.0,448273.0,2771.0,20727.0,540.0,87548938.0,314493.0,278381167.0,Asia,2022-03-07
Poland,5747346,5609.0,112551.0,6.0,5132682.0,12049.0,502113.0,620.0,152139.0,2979.0,34117684.0,903134.0,37776979.0,Europe,2022-03-07
Mexico,5564985,1905.0,319859.0,35.0,4848072.0,5994.0,397054.0,4798.0,42414.0,2438.0,15232625.0,116095.0,131207785.0,North America,2022-03-07
Japan,5393533,55417.0,24935.0,146.0,4712167.0,59249.0,656431.0,1354.0,42865.0,198.0,39948387.0,317489.0,125826052.0,Asia,2022-03-07
Ukraine,4875007,3919.0,106679.0,49.0,0.0,0.0,0.0,177.0,112607.0,2464.0,19521252.0,450916.0,43292397.0,Europe,2022-03-07
S. Korea,4666977,210713.0,9096.0,139.0,969524.0,0.0,3688357.0,955.0,90897.0,177.0,15804065.0,307812.0,51343305.0,Asia,2022-03-07
