"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,115603688,565490.0,1345056.0,1938.0,106788431.0,421651.0,7470201.0,30769.0,24778.551924043986,288.2999713360953,1927071219.0,413049.40255298984,4665473929.0,Asia,2022-02-26
North America,94781567,50075.0,1400565.0,1112.0,65441927.0,194699.0,27939075.0,14873.0,158829.76745258213,2346.99024602775,1060465914.0,1777070.7938602655,596749391.0,North America,2022-02-26
South America,54161132,119201.0,1256618.0,1275.0,47620730.0,139994.0,5283784.0,13459.0,124040.08441942232,2877.9125739647693,209322369.0,479391.09399769315,436642173.0,South America,2022-02-26
Europe,155146853,534547.0,1704124.0,2031.0,131047415.0,935059.0,22395314.0,15457.0,207310.9868811254,2277.091809318304,2485286179.0,3320899.6540233484,748377379.0,Europe,2022-02-26
Africa,11513966,6834.0,249114.0,170.0,10597863.0,10565.0,666989.0,1845.0,8261.60276364789,178.7464815219517,95759258.0,68710.03010931864,1393672188.0,Africa,2022-02-26
Oceania,3482339,35923.0,7714.0,36.0,3164706.0,22372.0,309919.0,217.0,80260.63035799048,177.7915655487701,70963646.0,1635563.6141286904,43387885.0,Australia/Oceania,2022-02-26
World,434690266,1312070.0,5963206.0,6562.0,364661778.0,1724340.0,64065282.0,76620.0,55767.0,765.0,5848868585.0,741837.1193751739,7884302945.0,All,2022-02-26
China,108853,249.0,4636.0,0.0,101786.0,72.0,2431.0,18.0,76.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-02-26
USA,80560293,26003.0,972930.0,635.0,53037045.0,170795.0,26550318.0,8636.0,241043.0,2911.0,947533088.0,2835098.0,334215330.0,North America,2022-02-26
India,42916117,10273.0,513756.0,244.0,42290921.0,20439.0,111440.0,8944.0,30601.0,366.0,765735314.0,545995.0,1402457970.0,Asia,2022-02-26
Brazil,28744050,72856.0,648989.0,722.0,26082511.0,87945.0,2012550.0,8318.0,133656.0,3018.0,63776166.0,296550.0,215060231.0,South America,2022-02-26
France,22646732,53623.0,138059.0,101.0,20620413.0,155251.0,1888260.0,3055.0,345685.0,2107.0,243529298.0,3717290.0,65512597.0,Europe,2022-02-26
UK,18804765,0.0,161224.0,0.0,17153253.0,0.0,1490288.0,289.0,274617.0,2354.0,480341745.0,7014719.0,68476267.0,Europe,2022-02-26
Russia,16175023,122995.0,350158.0,793.0,13321314.0,181343.0,2503551.0,2300.0,110759.0,2398.0,273400000.0,1872115.0,146038047.0,Europe,2022-02-26
Germany,14633511,129360.0,123283.0,153.0,10758500.0,129200.0,3751728.0,2494.0,173738.0,1464.0,104701826.0,1243085.0,84227395.0,Europe,2022-02-26
Turkey,13975389,61764.0,94026.0,221.0,13219507.0,85552.0,661856.0,1128.0,162806.0,1095.0,143006562.0,1665949.0,85840907.0,Asia,2022-02-26
Italy,12733929,39624.0,154416.0,210.0,11437706.0,74516.0,1141807.0,763.0,211125.0,2560.0,186820082.0,3097424.0,60314654.0,Europe,2022-02-26
Spain,10977524,0.0,99410.0,0.0,9181728.0,0.0,1696386.0,1053.0,234639.0,2125.0,471036328.0,10068158.0,46784756.0,Europe,2022-02-26
Argentina,8893568,5595.0,126048.0,90.0,8658068.0,13430.0,109452.0,1170.0,193835.0,2747.0,34208010.0,745563.0,45882140.0,South America,2022-02-26
Iran,7030943,7039.0,136390.0,224.0,6616633.0,14216.0,277920.0,3966.0,81973.0,1590.0,46780865.0,545410.0,85771863.0,Asia,2022-02-26
Netherlands,6305389,32896.0,21545.0,6.0,4201041.0,73642.0,2082803.0,171.0,366643.0,1253.0,21107399.0,1227343.0,17197630.0,Europe,2022-02-26
Colombia,6060793,2078.0,138598.0,97.0,5886065.0,2519.0,36130.0,342.0,117048.0,2677.0,33136594.0,639945.0,51780399.0,South America,2022-02-26
Poland,5651591,13945.0,111276.0,220.0,5031537.0,10865.0,508778.0,901.0,149600.0,2946.0,33537429.0,887750.0,37777994.0,Europe,2022-02-26
Indonesia,5504418,46643.0,147844.0,258.0,4778039.0,41805.0,578535.0,2911.0,19778.0,531.0,84001181.0,301826.0,278310087.0,Asia,2022-02-26
Mexico,5489127,15638.0,317683.0,380.0,4750337.0,15529.0,421107.0,4798.0,41846.0,2422.0,15044617.0,114692.0,131174496.0,North America,2022-02-26
Japan,4815692,65196.0,23011.0,256.0,4037674.0,91649.0,755007.0,1507.0,38270.0,183.0,38573837.0,306542.0,125835531.0,Asia,2022-02-26
Ukraine,4809624,0.0,105505.0,0.0,4058020.0,0.0,646099.0,177.0,111080.0,2437.0,19521252.0,450849.0,43298824.0,Europe,2022-02-26
South Africa,3671991,2320.0,99191.0,46.0,3539782.0,3279.0,33018.0,546.0,60648.0,1638.0,23053022.0,380752.0,60546030.0,Africa,2022-02-26
Philippines,3660011,1214.0,56350.0,127.0,3549688.0,2353.0,53973.0,298.0,32680.0,503.0,28128384.0,251159.0,111994381.0,Asia,2022-02-26
Israel,3613765,6254.0,10118.0,4.0,3502941.0,0.0,100706.0,657.0,387494.0,1085.0,41373364.0,4436346.0,9326000.0,Asia,2022-02-26
Czechia,3568739,9117.0,38580.0,32.0,3419817.0,19727.0,110342.0,228.0,332227.0,3592.0,52550851.0,4892152.0,10741868.0,Europe,2022-02-26
Belgium,3544034,6359.0,30121.0,20.0,2848111.0,47468.0,665802.0,269.0,303607.0,2580.0,31623639.0,2709101.0,11673112.0,Europe,2022-02-26
Peru,3512404,3762.0,210407.0,178.0,0.0,0.0,0.0,1024.0,104127.0,6238.0,27286215.0,808916.0,33731811.0,South America,2022-02-26
Malaysia,3395170,27299.0,32634.0,43.0,3063560.0,22710.0,298976.0,348.0,102722.0,987.0,49246955.0,1489976.0,33052177.0,Asia,2022-02-26
Canada,3280695,3601.0,36522.0,48.0,3129279.0,2208.0,114894.0,736.0,85681.0,954.0,58032175.0,1515603.0,38289824.0,North America,2022-02-26
Portugal,3251302,9851.0,21001.0,28.0,2784000.0,19755.0,446301.0,101.0,320404.0,2070.0,37805639.0,3725614.0,10147493.0,Europe,2022-02-26
Vietnam,3234015,78341.0,40050.0,88.0,2376046.0,20427.0,817919.0,2979.0,32737.0,405.0,78971531.0,799404.0,98788045.0,Asia,2022-02-26
Australia,3173512,22126.0,5132.0,35.0,2962924.0,21933.0,205456.0,150.0,122108.0,197.0,63371992.0,2438371.0,25989483.0,Australia/Oceania,2022-02-26
Chile,3017579,29688.0,42070.0,151.0,2007057.0,27015.0,968452.0,1106.0,155643.0,2170.0,32834573.0,1693571.0,19387777.0,South America,2022-02-26
Thailand,2844897,25615.0,22852.0,40.0,2621004.0,14641.0,201041.0,687.0,40589.0,326.0,17270775.0,246409.0,70089899.0,Asia,2022-02-26
S. Korea,2831283,166206.0,7895.0,112.0,969524.0,0.0,1853864.0,643.0,55145.0,154.0,15804065.0,307818.0,51342223.0,Asia,2022-02-26
Switzerland,2753342,0.0,13208.0,0.0,2056306.0,0.0,683828.0,142.0,314331.0,1508.0,18563383.0,2119259.0,8759376.0,Europe,2022-02-26
Romania,2724480,7191.0,63297.0,96.0,2453349.0,23074.0,207834.0,976.0,143203.0,3327.0,20987123.0,1103119.0,19025254.0,Europe,2022-02-26
Austria,2636258,25972.0,14762.0,37.0,2345622.0,30804.0,275874.0,190.0,289971.0,1624.0,158481730.0,17431944.0,9091455.0,Europe,2022-02-26
Denmark,2602437,16399.0,4538.0,37.0,2179052.0,41781.0,418847.0,45.0,446696.0,779.0,125200335.0,21490060.0,5825965.0,Europe,2022-02-26
Sweden,2441142,0.0,17107.0,0.0,1999148.0,0.0,424887.0,73.0,239246.0,1677.0,18107257.0,1774613.0,10203496.0,Europe,2022-02-26
Greece,2397187,11883.0,25719.0,51.0,2169331.0,31629.0,202137.0,425.0,231864.0,2488.0,65236790.0,6309915.0,10338775.0,Europe,2022-02-26
Iraq,2300645,878.0,24960.0,12.0,2238457.0,2232.0,37228.0,142.0,55151.0,598.0,17948826.0,430272.0,41715102.0,Asia,2022-02-26
Bangladesh,1941816,759.0,29024.0,8.0,1800425.0,7343.0,112367.0,1275.0,11600.0,173.0,13355191.0,79778.0,167404719.0,Asia,2022-02-26
Serbia,1906142,2648.0,15155.0,45.0,1778444.0,13721.0,112543.0,109.0,219624.0,1746.0,8730705.0,1005945.0,8679112.0,Europe,2022-02-26
Hungary,1779174,0.0,43752.0,0.0,1566509.0,0.0,168913.0,148.0,184950.0,4548.0,10733913.0,1115821.0,9619745.0,Europe,2022-02-26
Jordan,1617178,2480.0,13798.0,13.0,1497632.0,13083.0,105748.0,810.0,155936.0,1330.0,16211019.0,1563146.0,10370763.0,Asia,2022-02-26
Georgia,1598172,6236.0,16097.0,43.0,1477481.0,14909.0,104594.0,0.0,401905.0,4048.0,15840334.0,3983495.0,3976491.0,Asia,2022-02-26
Pakistan,1507657,1207.0,30153.0,14.0,1440292.0,25313.0,37212.0,1117.0,6613.0,132.0,26353468.0,115592.0,227986680.0,Asia,2022-02-26
Slovakia,1433930,12384.0,18413.0,38.0,1208550.0,19835.0,206967.0,235.0,262431.0,3370.0,6356551.0,1163347.0,5464020.0,Europe,2022-02-26
Kazakhstan,1301708,455.0,13579.0,7.0,1265248.0,1256.0,22881.0,528.0,67980.0,709.0,11575012.0,604491.0,19148361.0,Asia,2022-02-26
Ireland,1292212,0.0,6475.0,0.0,1152796.0,0.0,132941.0,53.0,256949.0,1288.0,11317728.0,2250465.0,5029061.0,Europe,2022-02-26
Norway,1225866,8560.0,1598.0,0.0,88952.0,0.0,1135316.0,21.0,223234.0,291.0,9852076.0,1794092.0,5491401.0,Europe,2022-02-26
Morocco,1160750,188.0,15970.0,10.0,1139693.0,375.0,5087.0,293.0,30843.0,424.0,11237010.0,298583.0,37634516.0,Africa,2022-02-26
Bulgaria,1087796,1468.0,35458.0,25.0,831886.0,2083.0,220452.0,498.0,158528.0,5167.0,9159368.0,1334823.0,6861859.0,Europe,2022-02-26
Cuba,1068757,609.0,8494.0,0.0,1057636.0,627.0,2627.0,34.0,94453.0,751.0,12920253.0,1141852.0,11315172.0,North America,2022-02-26
Lebanon,1065307,2428.0,10069.0,11.0,682977.0,0.0,372261.0,186.0,157244.0,1486.0,4795578.0,707850.0,6774848.0,Asia,2022-02-26
Croatia,1053568,1871.0,15012.0,22.0,1021946.0,3479.0,16610.0,109.0,259285.0,3694.0,4508140.0,1109461.0,4063359.0,Europe,2022-02-26
Tunisia,997088,1375.0,27743.0,41.0,946506.0,2054.0,22839.0,222.0,82930.0,2307.0,4336633.0,360687.0,12023273.0,Africa,2022-02-26
Nepal,976771,101.0,11934.0,2.0,955998.0,540.0,8839.0,100.0,32555.0,398.0,5409905.0,180308.0,30003688.0,Asia,2022-02-26
Belarus,913333,5355.0,6454.0,16.0,901068.0,5976.0,5811.0,0.0,96709.0,683.0,12408634.0,1313892.0,9444178.0,Europe,2022-02-26
Lithuania,897195,5291.0,8389.0,13.0,804766.0,10414.0,84040.0,93.0,337366.0,3154.0,7733777.0,2908075.0,2659415.0,Europe,2022-02-26
Bolivia,893048,511.0,21419.0,5.0,786112.0,1431.0,85517.0,220.0,74817.0,1794.0,2669468.0,223639.0,11936484.0,South America,2022-02-26
Slovenia,891049,1847.0,6277.0,13.0,837656.0,7419.0,47116.0,106.0,428510.0,3019.0,2568679.0,1235292.0,2079411.0,Europe,2022-02-26
UAE,878746,644.0,2301.0,1.0,830805.0,1822.0,45640.0,0.0,87107.0,228.0,136896006.0,13569992.0,10088142.0,Asia,2022-02-26
Uruguay,838341,2995.0,6961.0,12.0,806174.0,5072.0,25206.0,124.0,239961.0,1992.0,5690941.0,1628935.0,3493657.0,South America,2022-02-26
Ecuador,827760,0.0,35223.0,0.0,0.0,0.0,0.0,759.0,45767.0,1947.0,2470170.0,136577.0,18086299.0,South America,2022-02-26
