"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,114378438,622135.0,1341241.0,2171.0,105900642.0,422789.0,7136555.0,31142.0,24516.896751053424,287.4935843701559,1920217809.0,411596.6486864161,4665290194.0,Asia,2022-02-24
North America,94618770,122406.0,1396978.0,3005.0,65007848.0,253316.0,28213944.0,15780.0,158563.6594831345,2341.078243750477,1058205942.0,1773358.569872739,596724182.0,North America,2022-02-24
South America,53900883,152594.0,1254112.0,1632.0,47338437.0,173385.0,5308334.0,13692.0,123449.54803261346,2872.300989619723,208815831.0,478252.27573738626,436622765.0,South America,2022-02-24
Europe,153883394,853049.0,1699286.0,3275.0,128841452.0,1367791.0,23342656.0,15799.0,205623.39713780067,2270.634608102709,2480741117.0,3314837.3104960383,748374923.0,Europe,2022-02-24
Africa,11495981,9602.0,248692.0,141.0,10567134.0,33354.0,680155.0,1863.0,8249.739630976725,178.46621774225824,95565115.0,68579.38583530611,1393496221.0,Africa,2022-02-24
Oceania,3408736,34510.0,7642.0,50.0,3114903.0,26363.0,286191.0,231.0,78569.24036238137,176.1433372514969,70751637.0,1630781.1380772686,43385121.0,Australia/Oceania,2022-02-24
World,431686923,1794296.0,5947966.0,10274.0,360771122.0,2276998.0,64967835.0,78507.0,55381.0,763.1,5834297451.0,740027.4395592202,7883893406.0,All,2022-02-24
China,108380,186.0,4636.0,0.0,101646.0,48.0,2098.0,18.0,75.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-02-24
USA,80456049,83673.0,970347.0,2288.0,52662670.0,209108.0,26823032.0,9528.0,240739.0,2903.0,945452422.0,2828962.0,334204743.0,North America,2022-02-24
India,42894345,13166.0,513258.0,304.0,42246884.0,26988.0,134203.0,8944.0,30587.0,366.0,763569165.0,544479.0,1402383889.0,Asia,2022-02-24
Brazil,28580995,95493.0,647486.0,996.0,25901919.0,129112.0,2031590.0,8318.0,132903.0,3011.0,63776166.0,296562.0,215051987.0,South America,2022-02-24
France,22534971,66732.0,137770.0,281.0,20250901.0,240836.0,2146300.0,3055.0,343983.0,2103.0,243529298.0,3717334.0,65511810.0,Europe,2022-02-24
UK,18772832,38822.0,161104.0,125.0,17088177.0,76308.0,1523551.0,304.0,274159.0,2353.0,479556923.0,7003456.0,68474323.0,Europe,2022-02-24
Russia,15928568,132998.0,348578.0,762.0,12972661.0,136433.0,2607329.0,2300.0,109072.0,2387.0,273400000.0,1872119.0,146037706.0,Europe,2022-02-24
Germany,14311052,218431.0,122895.0,273.0,10435800.0,201700.0,3752357.0,2494.0,169913.0,1459.0,104701826.0,1243107.0,84225935.0,Europe,2022-02-24
Turkey,13841889,79708.0,93539.0,281.0,13043838.0,94413.0,704512.0,1128.0,161260.0,1090.0,142130760.0,1655842.0,85835951.0,Asia,2022-02-24
Italy,12652372,47290.0,154013.0,249.0,11298010.0,69439.0,1200349.0,839.0,209771.0,2553.0,185945890.0,3082906.0,60315138.0,Europe,2022-02-24
Spain,10949997,35892.0,99162.0,226.0,9080144.0,101510.0,1770691.0,1112.0,234051.0,2120.0,471036328.0,10068180.0,46784657.0,Europe,2022-02-24
Argentina,8878486,10298.0,125872.0,97.0,8628654.0,12858.0,123960.0,1384.0,193516.0,2744.0,34114786.0,743568.0,45879876.0,South America,2022-02-24
Iran,7011932,12957.0,135952.0,226.0,6579768.0,18392.0,296212.0,4110.0,81757.0,1585.0,46780865.0,545448.0,85765988.0,Asia,2022-02-24
Netherlands,6234953,41177.0,21531.0,13.0,4059701.0,63244.0,2153721.0,171.0,362552.0,1252.0,21107399.0,1227358.0,17197424.0,Europe,2022-02-24
Colombia,6056556,2249.0,138421.0,57.0,5880718.0,3375.0,37417.0,342.0,116973.0,2673.0,33085533.0,638995.0,51777437.0,South America,2022-02-24
Poland,5620922,18258.0,110858.0,341.0,5003336.0,33455.0,506728.0,921.0,148787.0,2934.0,33373589.0,883408.0,37778220.0,Europe,2022-02-24
Mexico,5455237,18671.0,316941.0,449.0,4715751.0,19337.0,422545.0,4798.0,41590.0,2416.0,14974790.0,114166.0,131167098.0,North America,2022-02-24
Indonesia,5408328,57426.0,147342.0,317.0,4674873.0,42518.0,586113.0,2807.0,19434.0,529.0,83025519.0,298337.0,278294291.0,Asia,2022-02-24
Ukraine,4809624,25789.0,105505.0,276.0,4058020.0,34987.0,646099.0,177.0,111076.0,2437.0,19521252.0,450835.0,43300252.0,Europe,2022-02-24
Japan,4684839,77810.0,22529.0,257.0,3855553.0,72136.0,806757.0,1474.0,37229.0,179.0,38137842.0,303072.0,125837638.0,Asia,2022-02-24
South Africa,3667560,2411.0,99018.0,40.0,3533695.0,1735.0,34847.0,546.0,60579.0,1636.0,22994945.0,379818.0,60541944.0,Africa,2022-02-24
Philippines,3657221,1624.0,56165.0,188.0,3545942.0,1889.0,55114.0,299.0,32658.0,502.0,27993027.0,249968.0,111986410.0,Asia,2022-02-24
Israel,3601904,12571.0,10105.0,30.0,3483570.0,15644.0,108229.0,630.0,386222.0,1084.0,41373364.0,4436346.0,9326000.0,Asia,2022-02-24
Czechia,3549535,11206.0,38468.0,35.0,3368810.0,8878.0,142257.0,230.0,330443.0,3581.0,52451684.0,4882970.0,10741759.0,Europe,2022-02-24
Belgium,3529041,8473.0,30076.0,36.0,2758822.0,39584.0,740143.0,285.0,302329.0,2577.0,31540184.0,2702015.0,11672837.0,Europe,2022-02-24
Peru,3506075,2183.0,210116.0,189.0,0.0,0.0,0.0,1075.0,103947.0,6229.0,27166379.0,805424.0,33729301.0,South America,2022-02-24
Malaysia,3337227,32070.0,32534.0,46.0,3018172.0,23332.0,286521.0,327.0,100975.0,984.0,48784101.0,1476074.0,33049911.0,Asia,2022-02-24
Canada,3269696,7639.0,36377.0,124.0,3119956.0,10662.0,113363.0,736.0,85397.0,950.0,57981634.0,1514355.0,38288018.0,North America,2022-02-24
Portugal,3231075,11636.0,20941.0,19.0,2741600.0,9591.0,468534.0,106.0,318406.0,2064.0,37805639.0,3725554.0,10147655.0,Europe,2022-02-24
Australia,3126857,25730.0,5068.0,42.0,2917015.0,25481.0,204774.0,154.0,120320.0,195.0,63222755.0,2432780.0,25987867.0,Australia/Oceania,2022-02-24
Vietnam,3041506,69128.0,39884.0,111.0,2339784.0,19062.0,661838.0,3137.0,30790.0,404.0,78754090.0,797241.0,98783264.0,Asia,2022-02-24
Chile,2956738,33518.0,41795.0,224.0,1959775.0,17111.0,955168.0,1070.0,152512.0,2156.0,32622958.0,1682734.0,19386881.0,South America,2022-02-24
Thailand,2794350,23557.0,22771.0,38.0,2590589.0,16131.0,180990.0,687.0,39869.0,325.0,17270775.0,246412.0,70088945.0,Asia,2022-02-24
Switzerland,2741649,17284.0,13206.0,2.0,2011974.0,48437.0,716469.0,145.0,313008.0,1508.0,18513343.0,2113629.0,8759031.0,Europe,2022-02-24
