#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
25,Israel,"3,934,483","+7,664","10,515",+19,"3,835,804","+53,709","88,164",271,"421,883","1,127","41,373,364","4,436,346","9,326,000",Asia
26,Austria,"3,873,448","+19,043","15,957",+52,"3,537,192","+39,235","320,299",225,"425,824","1,754","176,630,000","19,417,657","9,096,360",Europe
27,Belgium,"3,851,048",,"30,826",,"3,533,015",,"287,207",164,"329,772","2,640","32,872,543","2,814,930","11,677,924",Europe
28,Czechia,"3,828,032","+5,971","39,708",+7,"3,725,450","+8,804","62,874",89,"356,303","3,696","54,739,639","5,095,016","10,743,762",Europe
29,South Africa,"3,722,065","+1,420","100,046",+4,"3,609,277","+1,205","12,742",546,"61,402","1,650","23,893,013","394,160","60,617,532",Africa
30,Thailand,"3,684,755","+28,029","25,321",+96,"3,403,642","+23,352","255,792","1,496","52,559",361,"17,270,775","246,350","70,106,601",Asia
31,Philippines,"3,678,939",+344,"59,324",+26,"3,582,529","+1,549","37,086",289,"32,808",529,"28,986,738","258,501","112,133,868",Asia
32,Portugal,"3,604,114",,"21,693",,N/A,N/A,N/A,61,"355,272","2,138","40,088,192","3,951,654","10,144,662",Europe
33,Peru,"3,548,088",+482,"212,299",+43,N/A,N/A,N/A,421,"105,048","6,286","28,860,933","854,487","33,775,745",South America
34,Canada,"3,496,149","+3,233","37,680",+9,"3,294,102","+1,913","164,367",386,"91,232",983,"59,464,465","1,551,729","38,321,435",North America
35,Switzerland,"3,490,876",,"13,715",,"2,850,404","+24,777","626,757",136,"398,255","1,565","20,324,729","2,318,740","8,765,420",Europe
36,Chile,"3,482,175","+5,261","56,689",+52,"3,067,665","+24,838","357,821",546,"179,462","2,922","35,648,568","1,837,228","19,403,451",South America
37,Greece,"3,067,354","+15,823","27,623",+52,"2,784,611","+23,467","255,120",357,"296,824","2,673","74,675,362","7,226,231","10,333,930",Europe
38,Denmark,"2,917,473","+2,694","5,745",+22,"2,850,459","+5,987","61,269",22,"500,604",986,"126,829,775","21,762,476","5,827,911",Europe
39,Romania,"2,858,665","+2,174","65,079",+24,"2,606,660",,"186,926",384,"150,353","3,423","22,149,014","1,164,938","19,013,049",Europe
40,Sweden,"2,487,852",,"18,331",,"2,435,419","+2,444","34,102",25,"243,680","1,795","18,417,910","1,803,996","10,209,507",Europe
41,Iraq,"2,320,126",+218,"25,170",+3,"2,283,537",+570,"11,419",44,"55,503",602,"18,350,589","438,992","41,801,625",Asia
42,Serbia,"1,979,729","+1,501","15,818",+9,"1,929,333","+2,405","34,578",32,"228,191","1,823","9,214,166","1,062,058","8,675,762",Europe
43,Bangladesh,"1,951,714",+56,"29,122",,"1,882,914",+717,"39,678","1,283","11,648",174,"13,837,787","82,583","167,561,502",Asia
44,Hungary,"1,854,198",,"45,510",,"1,709,370",,"99,318",56,"192,796","4,732","11,127,382","1,157,004","9,617,409",Europe
45,Slovakia,"1,722,229","+5,591","19,392",+24,"1,608,468","+9,370","94,369",179,"315,180","3,549","6,900,741","1,262,884","5,464,272",Europe
46,Jordan,"1,689,314",,"14,003",,"1,668,852",,"6,459",276,"162,740","1,349","16,575,546","1,596,805","10,380,442",Asia
47,Georgia,"1,649,005",+352,"16,751",+3,"1,627,366","+1,070","4,888",,"414,765","4,213","16,431,552","4,132,931","3,975,762",Asia
48,Pakistan,"1,525,181",+208,"30,360",+1,"1,485,996",+72,"8,825",374,"6,678",133,"27,531,061","120,540","228,397,520",Asia
49,Ireland,"1,465,150",,"6,786",,"1,300,276",,"158,088",59,"291,032","1,348","11,833,422","2,350,544","5,034,333",Europe
50,Norway,"1,408,257",+835,"2,518",,N/A,N/A,N/A,20,"256,259",458,"11,002,430","2,002,098","5,495,449",Europe
51,Kazakhstan,"1,305,170",+19,"13,660",+1,"1,289,882",+72,"1,628",528,"68,085",713,"11,575,012","603,814","19,169,833",Asia
52,Hong Kong,"1,167,713","+4,475","8,061",+116,N/A,N/A,N/A,115,"153,577","1,060","44,972,952","5,914,805","7,603,455",Asia
53,Morocco,"1,163,472",+113,"16,060",,"1,146,666",+55,746,293,"30,881",426,"11,237,010","298,251","37,676,342",Africa
54,Bulgaria,"1,140,453",+497,"36,565",+11,"926,273",+473,"177,615",205,"166,322","5,333","9,623,228","1,403,440","6,856,886",Europe
55,Singapore,"1,106,001","+4,563","1,272",+2,"1,031,320","+5,742","73,409",22,"186,482",214,"23,548,306","3,970,453","5,930,887",Asia
56,Croatia,"1,101,921","+1,303","15,592",+8,"1,076,626","+1,568","9,703",40,"271,346","3,839","4,687,818","1,154,365","4,060,951",Europe
57,Lebanon,"1,092,807",+298,"10,312",+5,"1,064,061","+1,830","18,434",186,"161,373","1,523","4,795,578","708,154","6,771,939",Asia
58,Cuba,"1,091,852",+789,"8,512",+2,"1,079,725",+850,"3,615",23,"96,500",752,"12,920,253","1,141,919","11,314,513",North America
59,Tunisia,"1,035,884",,"28,323",,N/A,N/A,N/A,42,"86,072","2,353","4,521,880","375,725","12,035,092",Africa
60,Lithuania,"1,029,474","+2,012","8,899",+9,"964,113","+4,306","56,462",56,"387,631","3,351","8,084,507","3,044,082","2,655,811",Europe
61,Nepal,"978,452",+10,"11,951",,"965,559",+90,942,100,"32,557",398,"5,550,989","184,701","30,053,867",Asia
62,Slovenia,"972,954","+2,413","6,498",+5,"929,072","+3,235","37,384",39,"467,893","3,125","2,617,966","1,258,978","2,079,438",Europe
63,Belarus,"964,677",+921,"6,836",+7,"928,536",,"29,305",,"102,148",724,"12,880,424","1,363,891","9,443,882",Europe
64,Bolivia,"902,316",+181,"21,895",,"840,120","+1,560","40,301",220,"75,497","1,832","2,682,016","224,404","11,951,714",South America
65,UAE,"891,872",+284,"2,302",,"869,315",+823,"20,255",,"88,308",228,"148,721,873","14,725,569","10,099,567",Asia
66,Finland,"889,626",,"3,178",,"46,000",,"840,448",32,"160,126",572,"10,437,451","1,878,663","5,555,788",Europe
67,Uruguay,"889,132",+493,"7,162",+1,"876,369","+1,034","5,601",38,"254,415","2,049","6,018,261","1,722,059","3,494,806",South America
68,Ecuador,"859,890",,"35,421",,N/A,N/A,N/A,759,"47,476","1,956","2,470,170","136,384","18,111,933",South America
69,Costa Rica,"839,368",,"8,308",,"815,710",,"15,350",57,"162,180","1,605","4,053,111","783,127","5,175,547",North America
70,Guatemala,"830,745",+864,"17,325",+7,"804,950","+1,329","8,470",5,"44,916",937,"4,252,266","229,908","18,495,493",North America
71,Latvia,"802,001","+1,314","5,639",+7,"763,639","+8,034","32,723",24,"433,585","3,049","7,067,416","3,820,849","1,849,698",Europe
72,Azerbaijan,"792,019",+40,"9,697",+3,"781,974",+36,348,,"76,901",942,"6,710,309","651,540","10,299,156",Asia
73,Panama,"765,054",+223,"8,170",,"754,470",+332,"2,414",10,"172,557","1,843","5,714,675","1,288,936","4,433,639",North America
74,Saudi Arabia,"750,998",+88,"9,047",+1,"734,820",+273,"7,131",103,"20,999",253,"41,568,977","1,162,354","35,762,746",Asia
75,New Zealand,"684,374","+11,662",330,+16,"587,127","+14,215","96,917",,"136,817",66,"6,925,857","1,384,590","5,002,100",Australia/Oceania
76,Sri Lanka,"661,885",+104,"16,480",+1,"637,276",+20,"8,129",,"30,685",764,"6,368,159","295,226","21,570,428",Asia
77,Paraguay,"648,353",,"18,731",,"624,673",,"4,949",8,"88,987","2,571","2,601,300","357,032","7,285,892",South America
78,Kuwait,"629,525",+547,"2,554",,"625,298",+760,"1,673",10,"143,691",583,"7,922,315","1,808,290","4,381,108",Asia
79,Myanmar,"611,809",+135,"19,432",+1,"589,842",+530,"2,535",,"11,114",353,"7,682,117","139,552","55,048,340",Asia
80,Palestine,"581,075",,"5,351",,"574,674",,"1,050",17,"109,453","1,008","3,078,533","579,883","5,308,883",Asia
81,Dominican Republic,"578,130",,"4,375",,"573,590",,165,20,"52,375",396,"3,228,620","292,492","11,038,333",North America
82,Estonia,"558,253",+939,"2,466",+3,"484,569","+1,941","71,218",9,"420,341","1,857","3,249,892","2,447,029","1,328,097",Europe
83,Bahrain,"555,560",+557,"1,471",,"547,812",+773,"6,277",4,"307,790",815,"9,616,218","5,327,559","1,804,995",Asia
84,Venezuela,"520,708",+81,"5,685",+1,"513,432",+98,"1,591",230,"18,403",201,"3,359,014","118,714","28,294,895",South America
85,Moldova,"514,014",+257,"11,445",+10,"499,816",+329,"2,753",58,"127,942","2,849","3,161,148","786,835","4,017,550",Europe
86,Egypt,"505,264",,"24,417",,"434,503",,"46,344",122,"4,780",231,"3,693,367","34,938","105,711,844",Africa
87,Libya,"501,738",,"6,419",,"490,052",,"5,267",101,"71,322",912,"2,473,358","351,587","7,034,832",Africa
88,Ethiopia,"469,806",+22,"7,504",+4,"445,576","+1,097","16,726",16,"3,917",63,"4,669,508","38,930","119,945,147",Africa
89,Mongolia,"468,545",+83,"2,177",,"313,256",,"153,112",192,"139,006",646,"4,030,048","1,195,618","3,370,682",Asia
90,Cyprus,"437,111","+3,894",945,+3,"124,370",,"311,796",60,"357,483",773,"9,477,138","7,750,707","1,222,745",Asia
91,Armenia,"422,563",+23,"8,616",,"410,080",+38,"3,867",,"142,136","2,898","2,979,442","1,002,187","2,972,939",Asia
92,Honduras,"421,062",,"10,880",,"131,100",,"279,082",105,"41,360","1,069","1,263,329","124,095","10,180,299",North America
93,Oman,"388,432",+24,"4,250",,"382,939",,"1,243",17,"72,824",797,"25,000,000","4,687,077","5,333,815",Asia
94,Bosnia and Herzegovina,"375,554",,"15,718",,"192,218",,"167,618",,"115,730","4,844","1,737,191","535,328","3,245,097",Europe
95,Qatar,"361,667",+122,677,,"359,841",+129,"1,149",1,"128,808",241,"3,411,834","1,215,125","2,807,805",Asia
96,Réunion,"336,945",,709,,"322,519",,"13,717",10,"371,700",782,"1,603,660","1,769,074","906,497",Africa
97,Kenya,"323,450",+14,"5,648",,"317,671",+13,131,1,"5,792",101,"3,524,639","63,116","55,843,563",Africa
98,Zambia,"317,031",+90,"3,967",+1,"312,363",+114,701,,"16,440",206,"3,362,585","174,367","19,284,482",Africa
99,North Macedonia,"306,474",+296,"9,226",,"295,434",+197,"1,814",,"147,115","4,429","1,960,264","940,976","2,083,224",Europe
100,Botswana,"305,526",,"2,686",,"302,476",,364,1,"125,488","1,103","2,026,898","832,501","2,434,708",Africa
101,Albania,"273,823",+64,"3,492",,"269,828",+41,503,13,"95,332","1,216","1,779,844","619,659","2,872,296",Europe
102,Algeria,"265,684",+5,"6,874",,"178,300",+4,"80,510",6,"5,873",152,"230,861","5,103","45,236,699",Africa
103,Nigeria,"255,468",,"3,142",,"249,612",,"2,714",11,"1,188",15,"4,841,764","22,512","215,077,352",Africa
104,Zimbabwe,"246,481",+67,"5,446",+2,"238,581",+106,"2,454",12,"16,172",357,"2,194,976","144,012","15,241,601",Africa
105,Uzbekistan,"237,828",+41,"1,637",,"235,645",+27,546,23,"6,930",48,"1,377,915","40,151","34,318,156",Asia
106,Montenegro,"233,265",+86,"2,705",+1,"229,980",+102,580,6,"371,320","4,306","1,212,743","1,930,489","628,205",Europe
107,Mozambique,"225,264",+3,"2,200",,"222,998",,66,13,"6,871",67,"1,297,863","39,585","32,787,052",Africa
108,Luxembourg,"216,979",,"1,037",,"196,469",,"19,473",3,"337,028","1,611","4,165,411","6,470,029","643,801",Europe
109,Kyrgyzstan,"200,955",+9,"2,990",+1,"196,233",+20,"1,732",131,"29,937",445,"1,907,195","284,123","6,712,569",Asia
110,Laos,"181,967","+2,404",673,+4,"7,660",,"173,634",,"24,391",90,"1,023,002","137,125","7,460,338",Asia
111,Iceland,"181,830",,101,,"75,685",,"106,044",2,"526,860",293,"1,885,540","5,463,433","345,120",Europe
112,Afghanistan,"177,795",+7,"7,671",,"161,033",+2,"9,091","1,124","4,394",190,"922,789","22,806","40,462,186",Asia
113,Maldives,"176,993",,298,,"163,687",,"13,008",25,"317,645",535,"2,213,831","3,973,107","557,204",Asia
114,Uganda,"163,932",+13,"3,595",,"100,181",+6,"60,156",2,"3,396",74,"2,561,534","53,070","48,267,221",Africa
115,El Salvador,"161,570",+51,"4,119",,"144,494","+3,349","12,957",45,"24,692",629,"1,875,785","286,664","6,543,499",North America
116,Ghana,"160,971",,"1,445",,"159,468",,58,1,"4,998",45,"2,419,852","75,132","32,207,812",Africa
117,Namibia,"157,646",,"4,019",,"153,069",,558,3,"60,137","1,533","983,850","375,311","2,621,429",Africa
118,Martinique,"141,415",,909,,104,,"140,402",8,"377,352","2,426","807,954","2,155,947","374,756",North America
119,Trinidad and Tobago,"138,159",,"3,754",,"127,251",,"7,154",18,"98,165","2,667","673,866","478,795","1,407,422",North America
120,Cambodia,"135,714",+32,"3,054",,"131,940",+132,720,,"7,925",178,"2,928,118","170,996","17,123,941",Asia
121,Brunei,"135,430",+515,213,+3,"131,097",+847,"4,120",,"304,466",479,"717,784","1,613,679","444,812",Asia
122,Guadeloupe,"130,705",,843,,"2,250",,"127,612",19,"326,563","2,106","938,039","2,343,668","400,244",North America
123,Rwanda,"129,726",,"1,458",,"45,522",,"82,746",1,"9,599",108,"5,119,875","378,860","13,513,881",Africa
124,Jamaica,"128,811",+25,"2,893",+4,"81,282",+75,"44,636",,"43,170",970,"931,763","312,275","2,983,794",North America
125,Cameroon,"119,544",,"1,927",,"117,455",,162,13,"4,315",70,"1,751,774","63,237","27,701,805",Africa
126,Angola,"99,194",,"1,900",,"97,149",,145,,"2,862",55,"1,499,795","43,279","34,654,212",Africa
127,DRC,"86,748",,"1,337",,"50,930",,"34,481",,920,14,"846,704","8,977","94,323,344",Africa
128,Senegal,"85,911",+10,"1,965",+1,"83,910",+7,36,,"4,905",112,"1,046,905","59,769","17,515,750",Africa
129,Malawi,"85,657",+7,"2,626",,"80,666",+12,"2,365",67,"4,284",131,"562,989","28,157","19,994,654",Africa
130,Ivory Coast,"81,761",+20,796,,"80,924",+11,41,,"2,971",29,"1,474,554","53,579","27,520,953",Africa
131,Malta,"80,989",+791,639,+1,"73,459",+265,"6,891",4,"182,571","1,440","1,811,168","4,082,867","443,602",Europe
132,Suriname,"79,229",+8,"1,325",+1,"49,383",+5,"28,521",,"132,972","2,224","235,427","395,122","595,833",South America
133,French Guiana,"79,075",,394,,"11,254",,"67,427",4,"253,264","1,262","609,252","1,951,330","312,224",South America
134,French Polynesia,"72,318",,646,,N/A,N/A,N/A,7,"254,864","2,277",,,"283,751",Australia/Oceania
135,Eswatini,"69,838",+6,"1,394",,"68,326",+13,118,11,"59,125","1,180","1,002,507","848,726","1,181,191",Africa
136,Channel Islands,"69,036",,156,,"64,656",,"4,224",,"390,767",883,"1,244,612","7,044,920","176,668",Europe
137,Fiji,"64,417",,834,,"62,605",,978,,"70,958",919,"505,020","556,302","907,817",Australia/Oceania
138,Madagascar,"64,050",+41,"1,388",+4,"59,313",+33,"3,349",22,"2,213",48,"413,244","14,281","28,936,285",Africa
139,Guyana,"63,267",+9,"1,226",,"61,962",+8,79,4,"79,762","1,546","571,320","720,276","793,196",South America
140,Sudan,"61,955",,"4,907",,N/A,N/A,N/A,,"1,357",108,"562,941","12,334","45,640,385",Africa
141,New Caledonia,"60,294",,311,,"59,727",,256,9,"207,694","1,071","98,964","340,900","290,302",Australia/Oceania
142,Barbados,"59,734",+239,375,,"58,084",+448,"1,275",,"207,416","1,302","614,361","2,133,265","287,991",North America
143,Mauritania,"58,670",,982,,"57,680",+1,8,,"12,063",202,"783,143","161,026","4,863,443",Africa
144,Belize,"57,289",,656,,"56,383",,250,6,"139,641","1,599","523,303","1,275,540","410,260",North America
145,Cabo Verde,"55,958",+1,401,,"55,493",,64,23,"98,769",708,"400,982","707,752","566,557",Africa
146,Syria,"55,706",+5,"3,144",+2,"51,713",+62,849,,"3,053",172,"146,269","8,017","18,244,381",Asia
147,Gabon,"47,586",,303,,"47,266",,17,,"20,532",131,"1,588,772","685,521","2,317,612",Africa
148,Papua New Guinea,"42,203",,640,,"39,905",,"1,658",7,"4,566",69,"249,149","26,954","9,243,590",Australia/Oceania
149,Curaçao,"40,671",,267,,"39,858",,546,3,"246,091","1,616","494,095","2,989,659","165,268",North America
150,Seychelles,"40,421",,164,,"39,790",,467,,"406,597","1,650",,,"99,413",Africa
151,Andorra,"40,024",,153,,"39,283",,588,14,"516,565","1,975","249,838","3,224,507","77,481",Europe
152,Burundi,"38,519",+10,38,,773,,"37,708",,"3,079",3,"345,742","27,637","12,510,155",Africa
153,Togo,"36,943",,272,,"36,591",,80,,"4,287",32,"719,140","83,445","8,618,172",Africa
154,Mayotte,"36,891",,187,,"2,964",,"33,740",,"129,747",658,"176,919","622,231","284,330",Africa
155,Mauritius,"36,481",,968,,"33,927",,"1,586",,"28,602",759,"358,675","281,212","1,275,463",Africa
156,Guinea,"36,459",,440,,"35,976",,43,8,"2,650",32,"660,107","47,987","13,755,881",Africa
157,Faeroe Islands,"34,237",,28,,"7,693",,"26,516",5,"696,044",569,"778,000","15,816,866","49,188",Europe
158,Aruba,"34,051",,212,,"33,752",,87,3,"316,577","1,971","177,885","1,653,821","107,560",North America
159,Tanzania,"33,815",,800,,N/A,N/A,N/A,7,539,13,,,"62,710,097",Africa
160,Bahamas,"33,295",+4,788,,"32,202",+3,305,11,"83,275","1,971","226,807","567,270","399,822",North America
161,Lesotho,"32,910",,697,,"24,155",,"8,058",,"15,152",321,"431,221","198,538","2,171,978",Africa
162,Haiti,"30,549",+2,833,,"28,645",+114,"1,071",,"2,623",72,"132,422","11,371","11,645,833",North America
163,Mali,"30,493",+4,728,,"29,639",+1,126,,"1,434",34,"651,510","30,629","21,271,006",Africa
164,Bhutan,"30,053",+914,12,+1,"24,746",+450,"5,295",17,"38,212",15,"2,111,585","2,684,855","786,480",Asia
165,Isle of Man,"28,416",,84,,"26,794",,"1,538",,"331,108",979,"150,753","1,756,598","85,821",Europe
166,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,126",13,"604,310","47,664","12,678,649",Africa
167,Somalia,"26,400",,"1,348",,"13,182",,"11,870",,"1,584",81,"400,466","24,025","16,668,781",Africa
168,Congo,"24,071",,385,,"20,178",,"3,508",,"4,182",67,"347,815","60,430","5,755,689",Africa
169,Taiwan,"24,032",+403,853,,"20,435",+63,"2,744",,"1,006",36,"12,840,107","537,417","23,892,241",Asia
170,Saint Lucia,"22,959",,365,,"22,567",,27,,"124,038","1,972","140,589","759,546","185,096",North America
171,Timor-Leste,"22,832",,130,,"22,688",+5,14,,"16,759",95,"257,402","188,935","1,362,386",Asia
172,Burkina Faso,"20,853",,382,,"20,439",,32,,952,17,"248,995","11,367","21,905,848",Africa
173,Cayman Islands,"20,606",,24,,"8,553",,"12,029",1,"307,218",358,"222,773","3,321,351","67,073",North America
174,Nicaragua,"18,434",,224,,"4,225",,"13,985",,"2,726",33,,,"6,762,511",North America
175,Tajikistan,"17,388",,124,,"17,264",,0,,"1,754",13,,,"9,912,437",Asia
176,South Sudan,"17,278",,138,,"13,514",,"3,626",1,"1,513",12,"361,644","31,658","11,423,439",Africa
177,Gibraltar,"16,979",,101,,"16,359",,519,3,"504,232","2,999","533,498","15,843,495","33,673",Europe
178,Liechtenstein,"16,429",,84,,"16,199",,146,4,"428,732","2,192","80,413","2,098,460","38,320",Europe
179,Equatorial Guinea,"15,903",,183,,"15,693",,27,5,"10,719",123,"301,203","203,023","1,483,588",Africa
180,Djibouti,"15,588",+1,189,,"15,391",,8,,"15,386",187,"298,521","294,648","1,013,146",Africa
181,San Marino,"15,181",,113,,"14,740",,328,4,"445,766","3,318","144,139","4,232,411","34,056",Europe
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,944",23,"81,294","16,335","4,976,719",Africa
183,Grenada,"14,012",,218,,"13,735",,59,4,"123,523","1,922","143,760","1,267,323","113,436",North America
184,Bermuda,"12,564",,128,,"12,198",,238,,"203,055","2,069","841,380","13,598,061","61,875",North America
185,Gambia,"11,988",,365,,"11,591",,32,,"4,728",144,"155,686","61,404","2,535,418",Africa
186,Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,231",369,"164,926","2,896,386","56,942",North America
187,Dominica,"11,891",,63,,"11,683",,145,,"164,470",871,"184,859","2,556,868","72,299",North America
188,Yemen,"11,806",,"2,143",,"8,999",,664,23,381,69,"265,253","8,563","30,975,258",Asia
189,Solomon Islands,"11,470",,133,,"9,700",,"1,637",1,"16,012",186,"5,117","7,143","716,351",Australia/Oceania
190,Monaco,"10,838",+48,54,,"10,571",+38,213,4,"272,798","1,359","54,960","1,383,372","39,729",Europe
191,Saint Martin,"10,107",,63,,"1,399",,"8,645",7,"253,817","1,582","112,382","2,822,250","39,820",North America
192,Sint Maarten,"9,758",+16,86,,"9,595",+2,77,10,"223,152","1,967","62,056","1,419,136","43,728",North America
193,Eritrea,"9,728",,103,,"9,623",,2,,"2,678",28,"23,693","6,523","3,632,329",Africa
194,Niger,"8,810",+9,308,,"8,484",+7,18,1,342,12,"240,394","9,340","25,738,714",Africa
195,Caribbean Netherlands,"8,574",,33,,"8,160",,381,,"321,726","1,238","30,126","1,130,432","26,650",North America
196,Guinea-Bissau,"8,151",+2,170,,"7,146",+7,835,6,"3,977",83,"129,753","63,313","2,049,374",Africa
197,Comoros,"8,089",+1,160,,"7,921",+1,8,,"8,968",177,,,"902,011",Africa
198,Sierra Leone,"7,674",,125,,N/A,N/A,N/A,,929,15,"259,958","31,469","8,260,822",Africa
199,Antigua and Barbuda,"7,493",,135,,"7,350",,8,1,"75,422","1,359","18,901","190,250","99,348",North America
200,Liberia,"7,400",,294,,"5,747",,"1,359",2,"1,405",56,"139,824","26,554","5,265,647",Africa
201,Chad,"7,308",,191,,"4,874",,"2,243",,424,11,"191,341","11,092","17,250,246",Africa
202,Tonga,"6,996",+155,9,+3,"4,177",+833,"2,810",,"64,903",83,"190,857","1,770,604","107,792",Australia/Oceania
203,St. Vincent Grenadines,"6,746",,106,,"6,638",,2,,"60,471",950,"98,571","883,593","111,557",North America
204,British Virgin Islands,"6,155",,62,,N/A,N/A,N/A,1,"201,256","2,027","102,012","3,335,579","30,583",North America
205,Sao Tome and Principe,"5,945",,73,,"5,867",,5,,"26,273",323,"29,036","128,318","226,281",Africa
206,Turks and Caicos,"5,910",,36,,"5,838",,36,4,"149,114",908,"436,234","11,006,560","39,634",North America
207,Saint Kitts and Nevis,"5,549",,43,,"5,506",,0,,"103,030",798,"65,141","1,209,495","53,858",North America
208,St. Barth,"4,150",,6,,N/A,N/A,N/A,,"417,925",604,"78,646","7,920,040","9,930",North America
209,Palau,"4,042",,6,,"3,721",,315,,"221,540",329,"41,052","2,250,041","18,245",Australia/Oceania
210,Vanuatu,"3,911",+197,2,,"1,601",+54,"2,308",17,"12,233",6,"24,976","78,123","319,701",Australia/Oceania
211,Kiribati,"3,066",,13,,"2,578",+7,475,9,"24,997",106,,,"122,656",Australia/Oceania
212,Anguilla,"2,700",,9,,"2,676",,15,4,"177,200",591,"51,382","3,372,186","15,237",North America
213,Samoa,"2,331",+203,1,,761,+127,"1,569",,"11,613",5,,,"200,722",Australia/Oceania
214,Cook Islands,"2,118",,,,"1,396",,722,,"120,396",,"9,860","560,482","17,592",Australia/Oceania
