"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,140019863,498027.0,1403110.0,1057.0,120596054.0,204755.0,18020699.0,25723.0,29991.847397379628,300.5420809598802,2009855147.0,430505.12668807566,4668597474.0,Asia,2022-04-01
North America,96627652,45455.0,1443527.0,637.0,78521663.0,158064.0,16662462.0,7542.0,161807.12788485337,2417.247579339284,1101242557.0,1844077.6689134692,597177969.0,North America,2022-04-01
South America,56166114,37463.0,1288482.0,348.0,51703737.0,50166.0,3173895.0,11412.0,128534.7720008061,2948.659401594752,216077733.0,494488.5833761982,436972137.0,South America,2022-04-01
Europe,179608141,672373.0,1773940.0,1724.0,157892105.0,657452.0,19942096.0,10667.0,239983.3681961297,2370.2494430797674,2582208686.0,3450217.4255652605,748419119.0,Europe,2022-04-01
Oceania,5524403,79181.0,9254.0,32.0,4868437.0,68549.0,646712.0,138.0,127183.23543348248,213.04630757413005,74728629.0,1720408.3075996386,43436566.0,Australia/Oceania,2022-04-01
Africa,11761097,2523.0,252853.0,18.0,10984963.0,6829.0,523281.0,1352.0,8420.851483044633,181.04072775203576,99692606.0,71379.1093708082,1396663630.0,Africa,2022-04-01
World,489707991,1335022.0,6171181.0,3816.0,424567665.0,1145815.0,58969145.0,56834.0,62825.0,791.7,6083805358.0,770954.2002507572,7891266895.0,All,2022-04-01
China,151103,1827.0,4638.0,0.0,117159.0,1120.0,29306.0,66.0,105.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-04-01
USA,81813710,30655.0,1008009.0,498.0,65382991.0,144972.0,15422710.0,1988.0,244662.0,3014.0,984636199.0,2944528.0,334395303.0,North America,2022-04-01
India,43027035,1260.0,521293.0,82.0,42492326.0,1404.0,13416.0,8944.0,30652.0,371.0,789770958.0,562628.0,1403717340.0,Asia,2022-04-01
Brazil,29975165,27270.0,660065.0,205.0,28739687.0,21107.0,575413.0,8318.0,139290.0,3067.0,63776166.0,296357.0,215200379.0,South America,2022-04-01
France,25763472,148629.0,142407.0,134.0,23311449.0,72304.0,2309616.0,1486.0,393180.0,2173.0,254106036.0,3877944.0,65525975.0,Europe,2022-04-01
Germany,21459975,231910.0,130342.0,297.0,16754000.0,207100.0,4575633.0,2494.0,254711.0,1547.0,104701826.0,1242719.0,84252217.0,Europe,2022-04-01
UK,21216874,29825.0,165570.0,191.0,19075703.0,38589.0,1975601.0,356.0,309693.0,2417.0,505708151.0,7381596.0,68509327.0,Europe,2022-04-01
Russia,17862089,19164.0,369064.0,342.0,16884785.0,45998.0,608240.0,2300.0,122306.0,2527.0,273400000.0,1872041.0,146043840.0,Europe,2022-04-01
Turkey,14873927,13367.0,98078.0,45.0,14546788.0,14858.0,229061.0,975.0,173103.0,1141.0,154042513.0,1792752.0,85925166.0,Asia,2022-04-01
Italy,14720003,74959.0,159537.0,154.0,13288370.0,82443.0,1272096.0,476.0,244087.0,2645.0,201422918.0,3339991.0,60306427.0,Europe,2022-04-01
S. Korea,13375818,280187.0,16590.0,360.0,0.0,0.0,0.0,1299.0,260502.0,323.0,15804065.0,307794.0,51346309.0,Asia,2022-04-01
Spain,11551574,14421.0,102541.0,49.0,10918903.0,14591.0,530130.0,420.0,246900.0,2192.0,471036328.0,10067798.0,46786432.0,Europe,2022-04-01
Vietnam,9650663,72556.0,42526.0,33.0,7606476.0,87463.0,2001661.0,2541.0,97610.0,430.0,84412291.0,853776.0,98869321.0,Asia,2022-04-01
