#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
,Asia,"128,088,236","+732,966","1,376,077","+1,642","113,346,885","+335,765","13,365,274","29,002",,,,,,Asia
,North America,"95,843,253","+51,022","1,426,509","+1,338","69,317,608","+196,167","25,099,136","9,668",,,,,,North America
,South America,"55,352,374","+67,839","1,269,023",+470,"50,325,963","+176,766","3,757,388","12,367",,,,,,South America
,Europe,"166,618,134","+791,959","1,743,602","+2,152","147,327,594","+779,797","17,546,938","11,844",,,,,,Europe
,Africa,"11,645,688","+11,980","251,811",+27,"10,803,092","+11,433","590,785","1,512",,,,,,Africa
,Oceania,"4,312,147","+56,992","8,310",+38,"3,786,753","+51,533","517,084",159,,,,,,Australia/Oceania
,,721,,15,,706,,0,0,,,,,,
,World,"461,860,553","+1,712,758","6,075,347","+5,667","394,908,601","+1,551,461","60,876,605","64,552","59,252",779.4,,,,All
1,China,"120,504","+3,602","4,636",,"103,884",+149,"11,984",8,84,3,"160,000,000","111,163","1,439,323,776",Asia
2,USA,"81,282,835","+30,381","994,119","+1,231","56,463,858","+175,639","23,824,858","3,726","243,136","2,974","967,505,242","2,894,031","334,310,610",North America
3,India,"42,998,938","+2,876","516,103",+98,"42,450,055","+3,884","32,780","8,944","30,645",368,"779,754,156","555,727","1,403,124,696",Asia
4,Brazil,"29,432,274","+50,078","655,649",+323,"27,968,811","+130,018","807,814","8,318","136,809","3,048","63,776,166","296,448","215,134,427",South America
5,France,"23,649,615","+116,618","140,440",+146,"22,327,945","+66,648","1,181,230","1,855","360,954","2,143","246,629,975","3,764,212","65,519,680",Europe
6,UK,"19,819,810","+52,698","163,095",+200,"18,429,633","+51,258","1,227,082",253,"289,367","2,381","492,630,733","7,192,344","68,493,770",Europe
7,Germany,"17,567,738","+225,387","126,532",+287,"13,714,200","+212,800","3,727,006","2,494","208,543","1,502","104,701,826","1,242,891","84,240,536",Europe
8,Russia,"17,412,919","+36,678","361,902",+558,"15,704,022","+118,372","1,346,995","2,300","119,233","2,478","273,400,000","1,872,076","146,041,114",Europe
9,Turkey,"14,600,683","+24,614","96,735",+115,"14,213,445","+30,553","290,503",975,"170,002","1,126","149,168,647","1,736,831","85,885,515",Asia
10,Italy,"13,490,898","+86,867","157,177",+180,"12,296,018","+53,349","1,037,703",502,"223,691","2,606","193,352,508","3,205,962","60,310,299",Europe
11,Spain,"11,260,040","+9,015","101,416",+71,"10,502,784","+48,933","655,840",682,"240,673","2,168","471,036,328","10,067,967","46,785,643",Europe
