#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
31,Austria,"3,532,415","+34,340","15,487",+55,"3,087,262","+42,454","429,666",225,"388,393","1,703","171,415,925","18,847,355","9,094,959",Europe
32,Portugal,"3,458,727",,"21,408",,N/A,N/A,N/A,66,"340,913","2,110","39,497,750","3,893,141","10,145,471",Europe
33,Canada,"3,414,602","+8,422","37,240",+31,"3,252,912","+8,230","124,450",409,"89,125",972,"59,075,587","1,541,944","38,312,403",North America
34,Chile,"3,407,964","+6,819","55,976",+11,"2,808,585","+32,119","543,403",777,"175,678","2,886","34,771,541","1,792,442","19,398,973",South America
35,Thailand,"3,398,792","+21,382","24,420",+83,"3,137,561","+24,824","236,811",687,"48,484",348,"17,270,775","246,367","70,101,829",Asia
36,Switzerland,"3,350,055","+30,957","13,626",+7,"2,666,273","+9,762","670,156",156,"382,265","1,555","19,887,676","2,269,326","8,763,693",Europe
37,Denmark,"2,872,877","+6,992","5,460",+30,"2,748,459","+14,591","118,958",27,"492,998",937,"126,594,468","21,724,173","5,827,355",Europe
38,Greece,"2,838,891","+26,709","27,029",+34,"2,556,371","+21,805","255,491",342,"274,679","2,615","71,690,265","6,936,438","10,335,314",Europe
39,Romania,"2,823,415","+5,140","64,757",+45,"2,606,660",,"151,998",443,"148,472","3,405","21,820,050","1,147,425","19,016,536",Europe
40,Sweden,"2,480,475","+1,612","18,154",+4,"2,410,192","+1,970","52,129",42,"242,998","1,778","18,342,988","1,796,960","10,207,790",Europe
41,Iraq,"2,316,493",+187,"25,132",+1,"2,275,349",+984,"16,012",66,"55,449",602,"18,250,499","436,856","41,776,904",Asia
42,Serbia,"1,959,699","+2,249","15,706",+10,"1,906,135","+2,495","37,858",51,"225,857","1,810","9,059,726","1,044,142","8,676,719",Europe
43,Bangladesh,"1,950,846",+121,"29,117",,"1,872,845","+1,234","48,884","1,264","11,646",174,"13,740,083","82,022","167,516,707",Asia
44,Hungary,"1,831,423","+1,495","45,143",+48,"1,683,014","+1,746","103,266",78,"190,415","4,694","11,022,242","1,145,992","9,618,077",Europe
45,Jordan,"1,689,314",,"14,003",,"1,668,852",,"6,459",276,"162,783","1,349","16,575,546","1,597,231","10,377,676",Asia
46,Slovakia,"1,646,446","+8,937","19,161",+28,"1,503,599","+9,796","123,686",203,"301,315","3,507","6,744,708","1,234,345","5,464,200",Europe
47,Georgia,"1,643,295","+1,053","16,678",+7,"1,601,578","+2,067","25,039",,"413,307","4,195","16,216,774","4,078,696","3,975,970",Asia
48,Pakistan,"1,522,419",+228,"30,333",+2,"1,476,796",+676,"15,290",470,"6,669",133,"27,203,549","119,167","228,280,137",Asia
49,Ireland,"1,397,885","+7,708","6,680",+16,"1,266,641","+3,325","124,564",61,"277,753","1,327","11,650,897","2,314,981","5,032,827",Europe
50,Norway,"1,387,034","+3,807","2,339",+24,N/A,N/A,N/A,20,"252,450",426,"9,852,076","1,793,148","5,494,292",Europe
51,Kazakhstan,"1,304,931",+36,"13,655",+1,"1,284,828",+264,"6,448",528,"68,094",713,"11,575,012","604,007","19,163,698",Asia
52,Morocco,"1,162,626",+87,"16,053",+1,"1,145,998",+43,575,293,"30,868",426,"11,237,010","298,346","37,664,392",Africa
53,Bulgaria,"1,128,089","+1,943","36,350",+20,"900,457","+1,305","191,282",236,"164,485","5,300","9,498,176","1,384,916","6,858,307",Europe
54,Lebanon,"1,089,005",+410,"10,258",+6,"1,035,915","+3,139","42,832",186,"160,792","1,515","4,795,578","708,067","6,772,770",Asia
55,Croatia,"1,085,558","+1,254","15,463",+12,"1,060,603","+1,238","9,492",42,"267,271","3,807","4,629,942","1,139,920","4,061,639",Europe
56,Cuba,"1,082,880",+679,"8,508",+1,"1,070,979",+755,"3,393",23,"95,706",752,"12,920,253","1,141,900","11,314,701",North America
57,Hong Kong,"1,075,910","+14,152","6,364",+245,N/A,N/A,N/A,115,"141,534",837,"36,260,319","4,769,968","7,601,795",Asia
58,Singapore,"1,035,721","+13,166","1,214",+6,"1,001,027","+9,716","33,480",18,"174,669",205,"23,396,045","3,945,616","5,929,631",Asia
59,Tunisia,"1,033,731",,"28,165",,N/A,N/A,N/A,63,"85,917","2,341","4,500,701","374,070","12,031,715",Africa
60,Lithuania,"997,900","+3,830","8,756",+16,"918,464","+6,841","70,680",64,"375,596","3,296","7,983,034","3,004,709","2,656,841",Europe
61,Nepal,"978,231",+35,"11,951",+1,"963,592",+481,"2,688",100,"32,565",398,"5,513,319","183,535","30,039,531",Asia
62,Belarus,"952,254",+496,"6,737",+10,"928,536",,"16,981",,"100,832",713,"12,740,910","1,349,106","9,443,966",Europe
63,Slovenia,"943,020","+5,001","6,451",+2,"901,397","+3,197","35,172",56,"453,499","3,102","2,601,740","1,251,179","2,079,430",Europe
64,Bolivia,"899,999",+212,"21,483",,"820,477","+1,618","58,039",220,"75,330","1,798","2,682,016","224,486","11,947,363",South America
65,UAE,"888,386",+316,"2,302",,"858,739",+958,"27,345",,"87,991",228,"145,413,162","14,402,616","10,096,302",Asia
66,Uruguay,"877,763","+1,363","7,142",+1,"860,840","+1,787","9,781",44,"251,186","2,044","5,908,523","1,690,818","3,494,477",South America
67,Ecuador,"854,848",+596,"35,411",+1,N/A,N/A,N/A,759,"47,217","1,956","2,470,170","136,439","18,104,609",South America
68,Costa Rica,"832,054",+902,"8,256",+12,"773,722","+4,621","50,076",69,"160,806","1,596","3,913,872","756,409","5,174,277",North America
69,Guatemala,"818,454","+1,801","17,253",+12,"785,101","+2,588","16,100",5,"44,273",933,"4,155,980","224,813","18,486,425",North America
70,Finland,"812,224",+207,"2,881",,"46,000",,"763,343",40,"146,200",519,"10,280,450","1,850,482","5,555,554",Europe
71,Azerbaijan,"791,545",+34,"9,666",+7,"781,202",+145,677,,"76,874",939,"6,671,287","647,908","10,296,661",Asia
72,Latvia,"777,201","+4,811","5,525",+11,"706,917","+8,128","64,759",44,"420,049","2,986","6,989,678","3,777,665","1,850,264",Europe
73,Panama,"762,008",+365,"8,159",,"751,437",+218,"2,412",16,"171,942","1,841","5,645,739","1,273,921","4,431,782",North America
74,Saudi Arabia,"749,855",+125,"9,032",+2,"732,454",+170,"8,369",178,"20,976",253,"41,404,463","1,158,234","35,747,922",Asia
75,Sri Lanka,"659,859","+1,366","16,440",+4,"624,804",+59,"18,615",,"30,594",762,"6,368,159","295,260","21,567,981",Asia
76,Paraguay,"647,428",+160,"18,603",+4,"623,416",+292,"5,409",49,"88,890","2,554","2,575,318","353,583","7,283,499",South America
77,Kuwait,"627,753",+169,"2,553",,"622,842",+214,"2,358",10,"143,343",583,"7,763,313","1,772,696","4,379,382",Asia
78,Myanmar,"609,648",+360,"19,427",+2,"565,813",+657,"24,408",,"11,077",353,"7,531,796","136,846","55,038,390",Asia
79,Palestine,"580,539",,"5,338",,"573,339",,"1,862",46,"109,419","1,006","3,078,533","580,238","5,305,634",Asia
80,Dominican Republic,"577,476",+122,"4,375",,"572,674",+33,427,24,"52,330",396,"3,202,322","290,187","11,035,363",North America
81,Bahrain,"546,896","+1,135","1,466",+1,"536,848","+1,216","8,582",6,"303,263",813,"9,557,021","5,299,534","1,803,370",Asia
82,Estonia,"545,055","+2,003","2,399",+2,"456,631",,"86,025",15,"410,411","1,806","3,211,061","2,417,837","1,328,072",Europe
83,Venezuela,"519,797",+73,"5,671",+1,"511,741",+145,"2,385",230,"18,369",200,"3,359,014","118,705","28,297,087",South America
84,New Zealand,"518,685","+20,954",177,+14,"399,162","+21,653","119,346",,"103,693",35,"6,893,090","1,378,039","5,002,100",Australia/Oceania
85,Moldova,"510,973",+273,"11,392",+3,"495,778",+380,"3,803",57,"127,177","2,835","3,117,672","775,964","4,017,805",Europe
86,Libya,"501,211",+76,"6,382",+5,"488,129",+367,"6,700",112,"71,273",908,"2,465,676","350,623","7,032,278",Africa
87,Egypt,"500,889",,"24,361",,"430,198",,"46,330",122,"4,741",231,"3,693,367","34,956","105,659,029",Africa
88,Ethiopia,"469,494",+25,"7,489",,"425,337","+1,893","36,668",23,"3,917",62,"4,610,805","38,466","119,867,108",Africa
89,Mongolia,"467,641",+46,"2,177",,"313,256",,"152,208",192,"138,797",646,"4,030,048","1,196,130","3,369,238",Asia
90,Armenia,"422,354",+26,"8,601",+3,"409,529",+99,"4,224",,"142,073","2,893","2,954,848","993,965","2,972,788",Asia
91,Honduras,"418,460",+160,"10,863",+6,"131,100",,"276,497",105,"41,122","1,068","1,263,329","124,148","10,175,991",North America
92,Oman,"387,730",+103,"4,250",,"381,615",+157,"1,865",14,"72,741",797,"25,000,000","4,690,207","5,330,255",Asia
93,Cyprus,"387,315","+4,673",923,+3,"124,370",,"262,022",60,"316,821",755,"9,477,138","7,752,228","1,222,505",Asia
94,Bosnia and Herzegovina,"374,426",+150,"15,685",+8,"192,218",,"166,523",,"115,362","4,833","1,727,680","532,306","3,245,651",Europe
95,Qatar,"360,251",+142,677,,"358,470",+93,"1,104",2,"128,303",241,"3,401,342","1,211,388","2,807,805",Asia
96,Réunion,"327,189","+8,494",702,+13,"314,338","+8,266","12,149",41,"361,007",775,"1,569,429","1,731,644","906,323",Africa
97,Kenya,"323,306",+17,"5,647",,"317,581",,78,1,"5,793",101,"3,478,182","62,321","55,811,127",Africa
98,Zambia,"316,088",+136,"3,964",+1,"311,291",+43,833,1,"16,403",206,"3,335,069","173,067","19,270,361",Africa
99,North Macedonia,"303,728",+310,"9,187",+3,"292,628",+284,"1,913",,"145,797","4,410","1,904,444","914,180","2,083,227",Europe
100,Albania,"273,146",+36,"3,489",+1,"269,070",+51,587,13,"95,094","1,215","1,769,354","615,988","2,872,382",Europe
101,Algeria,"265,573",+11,"6,873",+1,"178,207",+9,"80,493",6,"5,874",152,"230,861","5,106","45,215,035",Africa
102,Botswana,"263,950",,"2,619",,"259,434",,"1,897",1,"108,469","1,076","2,026,898","832,946","2,433,408",Africa
103,Nigeria,"255,190",+87,"3,142",,"249,476",+16,"2,572",11,"1,187",15,"4,726,096","21,988","214,937,335",Africa
104,Zimbabwe,"244,958",+273,"5,432",+3,"235,093",+546,"4,433",12,"16,078",357,"2,163,248","141,986","15,235,687",Africa
105,Uzbekistan,"237,520",+12,"1,637",,"235,146",+48,737,23,"6,924",48,"1,377,915","40,167","34,304,898",Asia
106,Montenegro,"232,376",+127,"2,696",,"228,846",+104,834,6,"369,906","4,292","1,199,866","1,909,997","628,203",Europe
107,Mozambique,"225,215",+4,"2,200",,"222,038",+7,977,13,"6,874",67,"1,289,940","39,372","32,763,034",Africa
108,Luxembourg,"202,577",+859,"1,019",+4,"186,811",+22,"14,747",4,"314,794","1,583","4,127,935","6,414,598","643,522",Europe
109,Kyrgyzstan,"200,826",+8,"2,981",+1,"196,094",+11,"1,751",131,"29,931",444,"1,907,195","284,248","6,709,625",Asia
110,Afghanistan,"177,266",+75,"7,657",+3,"160,332",+181,"9,277","1,124","4,384",189,"913,705","22,595","40,438,174",Asia
111,Iceland,"175,329","+1,533",93,+2,"75,685",,"99,551",5,"508,112",270,"1,858,394","5,385,713","345,060",Europe
112,Maldives,"174,658",,297,,"163,687",,"10,674",25,"313,601",533,"2,213,831","3,974,962","556,944",Asia
113,Uganda,"163,768",,"3,595",,"100,150",,"60,023",7,"3,396",75,"2,527,540","52,409","48,227,562",Africa
114,El Salvador,"161,052",,"4,113",,"141,145",,"15,794",45,"24,616",629,"1,847,861","282,435","6,542,607",North America
115,Ghana,"160,870",+7,"1,445",,"159,337",+11,88,1,"4,998",45,"2,395,678","74,423","32,190,054",Africa
116,Namibia,"157,545",+22,"4,016",,"153,069",,460,4,"60,128","1,533","976,453","372,668","2,620,170",Africa
117,Laos,"156,422","+2,328",651,+2,"7,660",,"148,111",,"20,975",87,"1,006,869","135,015","7,457,452",Asia
118,Martinique,"141,415","+5,534",909,+4,104,,"140,402",8,"377,345","2,426","807,954","2,155,907","374,763",North America
119,Trinidad and Tobago,"135,579",+251,"3,719",+3,"122,476",+645,"9,384",18,"96,340","2,643","661,720","470,206","1,407,298",North America
120,Cambodia,"135,158",+73,"3,052",,"131,110",+72,996,,"7,896",178,"2,915,604","170,328","17,117,618",Asia
121,Guadeloupe,"130,705",,843,,"2,250",,"127,612",19,"326,565","2,106","938,039","2,343,680","400,242",North America
122,Rwanda,"129,674",+16,"1,458",,"45,522",,"82,694",,"9,602",108,"5,038,292","373,066","13,505,082",Africa
123,Jamaica,"128,565",,"2,869",,"80,330",,"45,366",25,"43,093",962,"901,684","302,230","2,983,441",North America
124,Brunei,"127,300","+1,191",196,+3,"115,138","+1,484","11,966",,"286,262",441,"717,784","1,614,097","444,697",Asia
125,Cameroon,"119,544",,"1,927",,"117,455",,162,13,"4,318",70,"1,751,774","63,278","27,683,695",Africa
126,Angola,"99,058",+55,"1,900",,"97,019",+68,139,,"2,861",55,"1,485,383","42,898","34,626,147",Africa
127,DRC,"86,509",+48,"1,335",,"50,930",,"34,244",,918,14,"846,704","8,984","94,248,614",Africa
128,Senegal,"85,832",+1,"1,964",,"83,833",+2,35,1,"4,904",112,"1,034,347","59,093","17,503,653",Africa
129,Malawi,"85,566",+3,"2,626",,"77,822",+7,"5,118",67,"4,282",131,"557,845","27,919","19,981,103",Africa
130,Ivory Coast,"81,671",+4,796,,"80,840",+11,35,,"2,970",29,"1,459,250","53,058","27,503,052",Africa
131,Suriname,"79,025",+79,"1,324",+1,"49,369",,"28,332",,"132,661","2,223","234,067","392,934","595,690",South America
132,French Guiana,"78,326",,394,,"11,254",,"66,678",3,"251,035","1,263","605,571","1,940,858","312,012",South America
133,Malta,"75,102",+333,624,,"71,343",+149,"3,135",1,"169,313","1,407","1,211,456","2,731,150","443,570",Europe
134,French Polynesia,"71,673",+204,646,+1,N/A,N/A,N/A,7,"252,631","2,277",,,"283,706",Australia/Oceania
135,Eswatini,"69,597",+34,"1,392",,"68,181",+21,24,11,"58,937","1,179","496,029","420,056","1,180,863",Africa
136,Channel Islands,"64,984","+3,337",149,+2,"58,573","+1,974","6,262",,"367,923",844,"1,235,654","6,995,958","176,624",Europe
137,Fiji,"64,327",,834,,"62,540",,953,,"70,873",919,"503,277","554,490","907,639",Australia/Oceania
138,Madagascar,"63,928",,"1,380",,"59,225",,"3,323",19,"2,211",48,"407,670","14,098","28,916,771",Africa
139,Guyana,"63,202",+7,"1,226",,"61,853",+24,123,1,"79,691","1,546","560,648","706,913","793,093",South America
140,Sudan,"61,853",+11,"4,898",+1,N/A,N/A,N/A,,"1,356",107,"562,941","12,342","45,612,338",Africa
141,New Caledonia,"60,035",+82,307,,"58,995",+165,733,22,"206,855","1,058","98,964","340,987","290,228",Australia/Oceania
142,Mauritania,"58,665",,981,,"57,675",+1,9,30,"12,071",202,"771,210","158,682","4,860,092",Africa
143,Barbados,"57,903",+103,329,,"56,667",+151,907,,"201,065","1,142","604,589","2,099,406","287,981",North America
144,Belize,"57,191",+23,654,,"56,194",+35,343,6,"139,469","1,595","516,275","1,259,017","410,062",North America
145,Cabo Verde,"55,931",+4,401,,"55,463",+5,67,23,"98,749",708,"400,982","707,957","566,393",Africa
146,Syria,"55,595",+18,"3,128",+1,"51,276",+35,"1,191",,"3,049",172,"146,269","8,022","18,232,731",Asia
147,Gabon,"47,581",,303,,"47,255",,23,,"20,543",131,"1,587,140","685,242","2,316,173",Africa
148,Papua New Guinea,"41,533",,639,,"39,905",,989,7,"4,495",69,"249,149","26,967","9,238,953",Australia/Oceania
149,Seychelles,"39,991",+230,163,,"39,566",+199,262,,"402,340","1,640",,,"99,396",Africa
150,Curaçao,"39,853",,265,,"39,097",,491,3,"241,169","1,604","494,095","2,990,003","165,249",North America
151,Andorra,"39,234",,153,,"38,377",,704,14,"506,389","1,975","249,838","3,224,632","77,478",Europe
152,Burundi,"38,372",+17,38,,773,,"37,561",,"3,070",3,"345,742","27,658","12,500,437",Africa
153,Togo,"36,896",+14,272,,"36,580",+15,44,,"4,284",32,"711,679","82,630","8,612,857",Africa
154,Mayotte,"36,745",,187,,"2,964",,"33,594",,"129,316",658,"176,919","622,625","284,150",Africa
155,Guinea,"36,459",,440,,"35,976",,43,8,"2,652",32,"660,107","48,021","13,746,113",Africa
156,Mauritius,"35,506",+126,934,,"32,931",,"1,641",,"27,839",732,"358,675","281,224","1,275,405",Africa
157,Faeroe Islands,"34,237",,28,,"7,693",,"26,516",5,"696,115",569,"778,000","15,818,474","49,183",Europe
158,Aruba,"33,843",,212,,"33,591",,40,4,"314,681","1,971","177,885","1,654,021","107,547",North America
159,Tanzania,"33,797",+24,800,,N/A,N/A,N/A,7,539,13,,,"62,663,424",Africa
160,Bahamas,"33,235",+5,787,,"32,159",+1,289,11,"83,146","1,969","225,483","564,104","399,719",North America
161,Lesotho,"32,880",+105,697,,"24,116",+216,"8,067",,"15,142",321,"421,681","194,188","2,171,514",Africa
162,Haiti,"30,511",+2,827,,"27,708",+139,"1,976",,"2,621",71,"132,422","11,374","11,642,036",North America
163,Mali,"30,458",+4,727,,"29,606",+6,125,,"1,433",34,"641,763","30,194","21,255,004",Africa
164,Benin,"26,952",,163,,"25,506",,"1,283",5,"2,127",13,"604,310","47,696","12,669,944",Africa
165,Isle of Man,"26,734",+409,81,,"24,658",+285,"1,995",,"311,556",944,"150,753","1,756,864","85,808",Europe
166,Somalia,"26,400",,"1,348",,"13,182",,"11,870",,"1,585",81,"400,466","24,042","16,656,620",Africa
167,Congo,"24,062",,384,,"20,178",,"3,500",,"4,183",67,"347,815","60,469","5,751,967",Africa
168,Saint Lucia,"22,892",+1,365,,"22,506",+3,21,1,"123,692","1,972","139,441","753,438","185,073",North America
169,Timor-Leste,"22,810",+21,130,+1,"22,665",+69,15,9,"16,751",95,"252,951","185,761","1,361,699",Asia
170,Bhutan,"22,625",+240,9,,"20,108",+681,"2,508",8,"28,776",11,"2,074,681","2,638,711","786,248",Asia
171,Taiwan,"22,091",+89,853,,"19,729",+49,"1,509",,925,36,"12,372,789","517,883","23,891,067",Asia
172,Burkina Faso,"20,751",,375,,"20,309",,67,,948,17,"248,995","11,375","21,890,129",Africa
173,Cayman Islands,"19,433",,22,,"8,553",,"10,858",2,"289,820",328,"222,773","3,322,392","67,052",North America
174,Nicaragua,"18,365",+75,223,,"4,225",,"13,917",,"2,717",33,,,"6,760,358",North America
175,Tajikistan,"17,388",,124,,"17,264",,0,,"1,755",13,,,"9,906,570",Asia
176,South Sudan,"17,144",+7,138,,"13,507",,"3,499",1,"1,501",12,"354,474","31,040","11,419,855",Africa
177,Gibraltar,"16,402",+108,101,,"15,804",+41,497,10,"487,082","2,999","527,849","15,675,269","33,674",Europe
178,Equatorial Guinea,"15,902",+3,183,,"15,689",+10,30,5,"10,728",123,"298,992","201,705","1,482,322",Africa
179,Djibouti,"15,574",+1,189,,"15,381",,4,,"15,378",187,"293,927","290,226","1,012,753",Africa
180,Liechtenstein,"15,497",+39,83,,"14,912",+105,502,4,"404,442","2,166","80,413","2,098,625","38,317",Europe
181,San Marino,"14,968",,112,,"14,541",,315,4,"439,537","3,289","142,376","4,180,889","34,054",Europe
182,CAR,"14,649",,113,,"6,859",,"7,677",2,"2,945",23,"81,294","16,342","4,974,422",Africa
183,Grenada,"13,954",+18,218,+1,"13,686",+27,50,4,"123,027","1,922","141,615","1,248,567","113,422",North America
184,Bermuda,"12,231",,126,,"11,793",,312,,"197,654","2,036","828,811","13,393,626","61,881",North America
185,Gambia,"11,973",,365,,"11,591",,17,,"4,726",144,"155,686","61,450","2,533,556",Africa
186,Greenland,"11,951",+15,21,+1,"2,761",,"9,169",4,"209,888",369,"164,926","2,896,488","56,940",North America
187,Yemen,"11,802",+1,"2,142",,"8,931",,729,23,381,69,"265,253","8,568","30,957,268",Asia
188,Dominica,"11,777",+32,63,+1,"11,498",+46,216,,"162,904",871,"179,699","2,485,670","72,294",North America
189,Monaco,"10,272",+97,54,,"9,898",+50,320,4,"258,604","1,359","54,960","1,383,651","39,721",Europe
190,Solomon Islands,"10,204",+353,128,+1,"2,195",,"7,881",1,"14,254",179,"5,117","7,148","715,889",Australia/Oceania
191,Saint Martin,"9,912",,63,,"1,399",,"8,450",7,"249,033","1,583","112,382","2,823,526","39,802",North America
192,Eritrea,"9,723",,103,,"9,619",,1,,"2,678",28,"23,693","6,525","3,630,987",Africa
193,Sint Maarten,"9,665",+24,86,+1,"9,546",+16,33,10,"221,091","1,967","62,056","1,419,559","43,715",North America
194,Niger,"8,797",+3,308,,"8,469",+1,20,1,342,12,"235,282","9,150","25,714,627",Africa
195,Guinea-Bissau,"8,124",+11,169,,"7,102",+7,853,6,"3,967",83,"127,804","62,401","2,048,100",Africa
196,Comoros,"8,078",+1,160,,"7,905",+2,13,,"8,961",177,,,"901,504",Africa
197,Caribbean Netherlands,"8,039",,31,,"7,730",,278,,"301,730","1,164","30,126","1,130,729","26,643",North America
198,Sierra Leone,"7,674",,125,,N/A,N/A,N/A,,929,15,"259,958","31,486","8,256,381",Africa
199,Antigua and Barbuda,"7,473",,135,,"7,335",,3,1,"75,237","1,359","18,901","190,293","99,326",North America
200,Liberia,"7,397",,294,,"5,747",,"1,356",2,"1,406",56,"139,824","26,570","5,262,390",Africa
201,Chad,"7,286",,190,,"4,874",,"2,222",,423,11,"191,341","11,100","17,237,316",Africa
202,St. Vincent Grenadines,"6,745",,106,,"6,636",,3,,"60,468",950,"98,446","882,552","111,547",North America
203,British Virgin Islands,"6,104",,62,,N/A,N/A,N/A,1,"199,621","2,028","101,161","3,308,294","30,578",North America
204,Sao Tome and Principe,"5,943",+2,73,,"5,862",,8,,"26,277",323,"29,036","128,382","226,169",Africa
205,Turks and Caicos,"5,874",,36,,"5,808",,30,4,"148,262",909,"419,792","10,595,724","39,619",North America
206,Saint Kitts and Nevis,"5,548",,42,,"5,504",,2,1,"103,033",780,"65,141","1,209,742","53,847",North America
207,Palau,"3,970",+4,6,,"3,677",,287,,"217,618",329,"39,331","2,155,950","18,243",Australia/Oceania
208,Tonga,"3,784",+366,2,,"1,399",+72,"2,383",,"35,115",19,"108,932","1,010,885","107,759",Australia/Oceania
209,St. Barth,"3,780",,6,,N/A,N/A,N/A,,"380,703",604,"78,646","7,920,838","9,929",North America
