#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
0,North America,94810762,3519,1401192,72,65626841,8480,27782729,14461,,,,,,North America
,Asia,116310663,706975,1347632,948,107401756,194398,7684938,30905,,,,,,Asia
,South America,54241651,18179,1257444,153,47804284,30697,5179923,13397,,,,,,South America
,Europe,155834517,664294,1706958,1247,132459553,663727,21674897,14595,,,,,,Europe
,Africa,11520505,974,249272,11,10610439,2930,660794,1823,,,,,,Africa
,Oceania,3551152,35024,7757,13,3187639,4589,355756,195,,,,,,Australia/Oceania
,,721,0,15,0,706,0,0,0,,,,,,
,World,437167067,1428964,5970270,2444,367091218,904821,63339037,75376,55986,765,,,,All
1,USA,80567757,0,973119,0,53192990,0,26401648,8279,241065,2912,947752321,2835754,334215330,North America
2,India,42924130,0,513843,0,42307686,0,102601,8944,30606,366,767481346,547240,1402457970,Asia
3,Brazil,28768104,0,649195,0,26183623,0,1935286,8318,133768,3019,63776166,296550,215060231,South America
4,France,22689332,0,138135,0,20666237,0,1884960,2484,346335,2109,246629975,3764619,65512597,Europe
5,UK,18804765,0,161224,0,17153253,0,1490288,289,274617,2354,480341745,7014719,68476267,Europe
6,Russia,16398036,106920,351660,733,13575652,116742,2470724,2300,112286,2408,273400000,1872115,146038047,Europe
7,Germany,14745312,16560,123330,2,11010700,168400,3611282,2494,175066,1464,104701826,1243085,84227395,Europe
8,Turkey,14025181,0,94232,0,13289352,0,641597,1128,163386,1098,143400825,1670542,85840907,Asia
9,Italy,12764558,0,154560,0,11487720,0,1122278,733,211633,2563,187137866,3102693,60314654,Europe
10,Spain,10977524,0,99410,0,9181728,0,1696386,1053,234639,2125,471036328,10068158,46784756,Europe
11,Argentina,8897178,0,126120,0,8670946,0,100112,1156,193914,2749,34235204,746155,45882140,South America
12,Iran,7051429,10962,136838,207,6652188,18062,262403,3952,82211,1595,47252235,550906,85771863,Asia
13,Netherlands,6361626,28854,21554,6,4332685,48536,2007387,173,369913,1253,21107399,1227343,17197630,Europe
14,Colombia,6062701,0,138693,0,5888474,0,35534,342,117085,2678,33165748,640508,51780399,South America
15,Poland,5667054,6564,111317,1,5057169,18060,498568,841,150009,2947,33629931,890199,37777994,Europe
16,Indonesia,5564448,25054,148335,262,4861415,43992,554698,2911,19994,533,84648008,304150,278310087,Asia
17,Mexico,5506105,3519,318086,72,4773131,8480,414888,4798,41975,2425,15084437,114995,131174496,North America
18,Japan,4950649,63703,23446,176,4190125,75700,737078,1461,39342,186,38792473,308279,125835531,Asia
19,Ukraine,4809624,0,105505,0,4058020,0,646099,177,111080,2437,19521252,450849,43298824,Europe
20,South Africa,3673257,0,99229,0,3541730,0,32298,546,60669,1639,23071788,381062,60546030,Africa
21,Philippines,3661997,951,56451,50,3553367,1717,52179,298,32698,504,28128384,251159,111994381,Asia
22,Israel,3618445,0,10126,0,3530985,0,77334,646,387995,1086,41373364,4436346,9326000,Asia
23,Czechia,3574328,0,38592,0,3435396,0,100340,221,332747,3593,52579250,4894796,10741868,Europe
24,Belgium,3544034,0,30121,0,2977603,68285,536310,269,303607,2580,31623639,2709101,11673112,Europe
25,Peru,3516264,0,210538,0,0,0,0,1001,104242,6242,27340836,810536,33731811,South America
26,Malaysia,3419636,0,32674,0,3086270,0,300692,353,103462,989,49439581,1495804,33052177,Asia
27,Vietnam,3443485,209470,40144,0,2411912,0,868949,3190,33617,406,79078763,800489,98788045,Asia
28,Canada,3283732,0,36537,0,3131360,0,115835,736,85760,954,58032175,1515603,38289824,North America
29,Portugal,3258409,0,21039,0,2784612,0,452758,102,321105,2073,37805639,3725614,10147493,Europe
30,Australia,3211078,19114,5171,12,2981011,0,224896,136,123553,199,63499306,2443269,25989483,Australia/Oceania
31,S. Korea,3134456,139615,8058,114,969524,0,2156874,715,61050,157,15804065,307818,51342223,Asia
32,Chile,3061019,18148,42353,153,2067063,30696,951603,1079,157884,2185,33012243,1702735,19387777,South America
33,Thailand,2891927,22311,22936,42,2655349,17470,213642,687,41260,327,17270775,246409,70089899,Asia
34,Switzerland,2789871,6717,13226,8,2171436,73592,605209,137,318501,1510,18662771,2130605,8759376,Europe
35,Romania,2733484,4757,63414,57,2489778,17876,180292,923,143677,3333,21040842,1105943,19025254,Europe
36,Austria,2679742,20210,14809,22,2395470,24983,269463,189,294754,1629,158973339,17486017,9091455,Europe
37,Denmark,2633759,15734,4612,28,2243266,27967,385881,42,452073,792,125361779,21517771,5825965,Europe
38,Sweden,2441142,0,17107,0,2092483,39441,331552,73,239246,1677,18107257,1774613,10203496,Europe
39,Greece,2405401,0,25785,0,2190692,0,188924,417,232658,2494,65433870,6328977,10338775,Europe
40,Iraq,2302793,1203,24989,14,2243644,2643,34160,148,55203,599,17973630,430866,41715102,Asia
41,Bangladesh,1943577,897,29037,4,1814665,7976,99875,1275,11610,173,13401339,80054,167404719,Asia
42,Serbia,1910975,2703,15241,42,1802008,11077,93726,104,220181,1756,8754776,1008718,8679112,Europe
43,Hungary,1787544,8370,43949,197,1588843,22334,154752,132,185820,4569,10784987,1121130,9619745,Europe
44,Jordan,1623474,0,13814,0,1518754,0,90906,786,156543,1332,16246059,1566525,10370763,Asia
45,Georgia,1605472,2465,16163,25,1504161,12840,85148,0,403741,4065,15880724,3993653,3976491,Asia
46,Pakistan,1509360,856,30178,5,1443284,1756,35898,1052,6620,132,26426952,115914,227986680,Asia
47,Slovakia,1446922,4728,18485,32,1231220,8512,197217,234,264809,3383,6380675,1167762,5464020,Europe
48,Kazakhstan,1302322,263,13596,4,1267502,833,21224,528,68012,710,11575012,604491,19148361,Asia
49,Ireland,1292212,0,6475,0,1168261,5091,117476,47,256949,1288,11377091,2262269,5029061,Europe
50,Norway,1231766,0,1598,0,88952,0,1141216,21,224308,291,9852076,1794092,5491401,Europe
51,Morocco,1160892,0,15978,0,1140157,0,4757,293,30846,425,11237010,298583,37634516,Africa
52,Bulgaria,1088520,0,35482,0,834344,0,218694,503,158633,5171,9165927,1335779,6861859,Europe
53,Cuba,1069387,0,8494,0,1058160,0,2733,34,94509,751,12920253,1141852,11315172,North America
54,Lebanon,1066840,0,10079,0,682977,0,373784,186,157471,1488,4795578,707850,6774848,Asia
55,Croatia,1054794,198,15069,39,1027821,2770,11904,98,259587,3709,4512457,1110524,4063359,Europe
56,Tunisia,997754,0,27773,0,947817,0,22164,222,82985,2310,4341110,361059,12023273,Africa
