"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,120149943,660482.0,1358458.0,1960.0,109422670.0,337763.0,9368815.0,31211.0,25749.95618706635,291.1381654335848,1948305824.0,417551.505679917,4666025143.0,Asia,2022-03-05
North America,95295244,34089.0,1414249.0,734.0,67208235.0,182292.0,26672760.0,12328.0,159670.32213503445,2369.620811392753,1070194927.0,1793146.872485784,596825025.0,North America,2022-03-05
South America,54694017,87892.0,1262480.0,945.0,48861213.0,126407.0,4570324.0,13037.0,125243.79843653957,2890.952234321397,210736462.0,482565.3045370114,436700401.0,South America,2022-03-05
Europe,159615165,539853.0,1721765.0,1877.0,138621332.0,718984.0,19272068.0,13579.0,213279.55363408878,2300.6414876856898,2505120376.0,3347369.628649888,748384748.0,Europe,2022-03-05
Africa,11568729,5573.0,250060.0,70.0,10695987.0,7228.0,622682.0,1701.0,8297.753726082636,179.35732583451681,96534723.0,69240.22141668329,1394200091.0,Africa,2022-03-05
Oceania,3799142,42649.0,8021.0,51.0,3335075.0,3470.0,456046.0,158.0,87545.52560113173,184.83190700602336,71712046.0,1652496.4739413625,43396187.0,Australia/Oceania,2022-03-05
World,445122961,1370538.0,6015048.0,5637.0,378145218.0,1376144.0,60962695.0,72014.0,57105.0,771.7,5902604358.0,748536.0101458068,7885531595.0,All,2022-03-05
China,110539,281.0,4636.0,0.0,102438.0,120.0,3465.0,14.0,77.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-03-05
USA,80912619,16213.0,983837.0,328.0,54594944.0,164063.0,25333838.0,6320.0,242074.0,2943.0,956334581.0,2861161.0,334247090.0,North America,2022-03-05
India,42962658,5181.0,515063.0,155.0,42378721.0,0.0,68874.0,8944.0,30629.0,367.0,771914261.0,550314.0,1402680212.0,Asia,2022-03-05
Brazil,29033052,58737.0,651988.0,645.0,26982294.0,72813.0,1398770.0,8318.0,134984.0,3031.0,63776166.0,296516.0,215084963.0,South America,2022-03-05
France,23011998,53678.0,139243.0,120.0,21569704.0,86381.0,1303051.0,2484.0,351248.0,2125.0,246629975.0,3764483.0,65514958.0,Europe,2022-03-05
UK,19119181,0.0,162008.0,0.0,17537214.0,0.0,1419959.0,264.0,279185.0,2366.0,485037295.0,7082687.0,68482101.0,Europe,2022-03-05
Russia,16861793,86769.0,355537.0,750.0,14418916.0,155725.0,2087340.0,2300.0,115461.0,2435.0,273400000.0,1872102.0,146039069.0,Europe,2022-03-05
Germany,15723907,144427.0,124670.0,153.0,12033600.0,135100.0,3565637.0,2494.0,186674.0,1480.0,104701826.0,1243021.0,84231776.0,Europe,2022-03-05
Turkey,14326217,32389.0,95379.0,174.0,13694075.0,57894.0,536763.0,1011.0,166864.0,1111.0,145746122.0,1697569.0,85855776.0,Asia,2022-03-05
Italy,12990223,39963.0,155782.0,173.0,11815610.0,46147.0,1018831.0,609.0,215379.0,2583.0,189484157.0,3141670.0,60313202.0,Europe,2022-03-05
Spain,11100428,0.0,100431.0,0.0,9861014.0,0.0,1138983.0,851.0,237264.0,2147.0,471036328.0,10068095.0,46785052.0,Europe,2022-03-05
Argentina,8934328,4430.0,126708.0,84.0,8729665.0,9649.0,77955.0,1009.0,194695.0,2761.0,34473709.0,751242.0,45888932.0,South America,2022-03-05
Iran,7084306,4089.0,137747.0,154.0,6719004.0,9873.0,227555.0,3983.0,82578.0,1606.0,47647542.0,555401.0,85789486.0,Asia,2022-03-05
Netherlands,6640403,67208.0,21608.0,9.0,4821136.0,91957.0,1797659.0,159.0,386109.0,1256.0,21107399.0,1227299.0,17198250.0,Europe,2022-03-05
Colombia,6070616,1191.0,139037.0,53.0,5899197.0,1614.0,32382.0,342.0,117218.0,2685.0,33325965.0,643492.0,51789284.0,South America,2022-03-05
Poland,5734041,12737.0,112535.0,199.0,5115918.0,5901.0,505588.0,637.0,151785.0,2979.0,34029943.0,900804.0,37777317.0,Europe,2022-03-05
Indonesia,5723858,30156.0,149918.0,322.0,5073522.0,46669.0,500418.0,2911.0,20563.0,539.0,86750007.0,311650.0,278357473.0,Asia,2022-03-05
Mexico,5554392,9748.0,319604.0,308.0,4832173.0,10770.0,402615.0,4798.0,42336.0,2436.0,15198795.0,115847.0,131196689.0,North America,2022-03-05
Japan,5274596,64333.0,24604.0,255.0,4579176.0,79697.0,670816.0,1399.0,41919.0,196.0,39747311.0,315883.0,125829212.0,Asia,2022-03-05
Ukraine,4809624,0.0,105505.0,0.0,4058020.0,0.0,646099.0,177.0,111091.0,2437.0,19521252.0,450894.0,43294540.0,Europe,2022-03-05
Vietnam,4232520,131817.0,40726.0,82.0,2616002.0,26566.0,1575792.0,4249.0,42838.0,412.0,79958878.0,809281.0,98802388.0,Asia,2022-03-05
S. Korea,4212652,254326.0,8796.0,216.0,969524.0,0.0,3234332.0,896.0,82049.0,171.0,15804065.0,307814.0,51342944.0,Asia,2022-03-05
South Africa,3683172,1735.0,99543.0,26.0,3559951.0,2582.0,23678.0,546.0,60820.0,1644.0,23226664.0,383542.0,60558288.0,Africa,2022-03-05
Israel,3669119,7048.0,10274.0,10.0,3599664.0,14372.0,59181.0,439.0,393429.0,1102.0,41373364.0,4436346.0,9326000.0,Asia,2022-03-05
Philippines,3666678,941.0,56879.0,109.0,3560425.0,1784.0,49374.0,292.0,32733.0,508.0,28340201.0,252996.0,112018293.0,Asia,2022-03-05
Czechia,3624937,8256.0,38892.0,14.0,3503802.0,12304.0,82243.0,173.0,337449.0,3620.0,52820750.0,4917130.0,10742192.0,Europe,2022-03-05
Malaysia,3595172,33406.0,33173.0,67.0,3250793.0,27143.0,311206.0,371.0,108750.0,1003.0,50621543.0,1531250.0,33058975.0,Asia,2022-03-05
Belgium,3586292,7554.0,30259.0,15.0,3153957.0,0.0,402076.0,227.0,307205.0,2592.0,31867095.0,2729764.0,11673937.0,Europe,2022-03-05
Peru,3524504,0.0,210995.0,0.0,0.0,0.0,0.0,837.0,104463.0,6254.0,27557825.0,816786.0,33739343.0,South America,2022-03-05
Australia,3344659,22943.0,5402.0,47.0,3101681.0,0.0,237576.0,112.0,128669.0,208.0,63941649.0,2459830.0,25994332.0,Australia/Oceania,2022-03-05
Portugal,3322134,13696.0,21182.0,20.0,2821650.0,15695.0,479302.0,85.0,327400.0,2088.0,37805639.0,3725792.0,10147007.0,Europe,2022-03-05
