#,"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region
,Africa,11685654,3157,252373,41,9827464,4937,502743,1416,1747879,17781,98502744,9935563,1395953652,Africa
,Asia,135238569,671483,1393887,1583,115609811,345248,6331483,27315,4821868,30418,1993153579,77781065,4657955366,Asia
,Oceania,4943398,82957,8603,47,4302948,65267,560625,152,1217088,5874,73680297,10519570,43246870,Australia/Oceania
,Europe,173946371,911309,1760871,1905,146034213,631768,16417337,11046,14213405,109064,2562289173,189285432,748409303,Europe
,North America,96262014,52879,1436709,989,76837760,204580,17977729,8287,6028051,49045,1092631259,81829085,597018283,North America
,South America,55867149,52050,1285167,554,48937378,70631,1492816,11885,1712942,31303,214590993,12309510,436894498,South America
,,721,,15,,706,,0,0,,,,,,
,World,477943155,1773835,6137610,5119,401549574,1322431,43282733,60101,29741233,243485,6034848045,381660225,7879477972,All
1,China,139285,2054,4638,,108394,904,26253,50,97,3,160000000,111163,1439323776,Asia
2,USA,81568963,34602,1002506,728,63824394,185162,16742063,2663,243961,2998,976855043,2921628,334352957,North America
3,India,43016372,1685,520790,82,42478087,2499,17495,8944,30651,371,784952800,559314,1403421018,Asia
4,Brazil,29767681,37690,658367,300,28407457,43491,701857,8318,138347,3060,63776166,296403,215167403,South America
5,France,24636311,148635,141443,124,22817001,57688,1677867,1564,375996,2159,254106036,3878130,65522828,Europe
6,UK,20651198,83415,164282,159,18758225,27658,1728691,302,301471,2398,499886168,7297443,68501548,Europe
7,Germany,19741719,305592,128457,261,15329000,207900,4284262,2494,234333,1525,104701826,1242805,84246377,Europe
8,Russia,17690008,25387,366220,418,16483898,66476,839890,2300,121129,2508,273400000,1872058,146042477,Europe
9,Turkey,14760331,16894,97598,77,14404817,19553,257916,975,171821,1136,151858785,1767746,85905340,Asia
10,Italy,14153879,82592,158436,182,12748859,63553,1246584,447,234692,2627,197631659,3277019,60308363,Europe
11,Spain,11427378,24297,102279,113,10739461,16146,585638,682,244248,2186,471036328,10067882,46786038,Europe
12,S. Korea,10822836,395589,13902,470,N/A,N/A,N/A,1081,210785,271,15804065,307799,51345347,Asia
13,Argentina,9021240,1580,127780,28,8827814,4090,65646,664,196492,2783,35209764,766904,45911573,South America
14,Vietnam,8652273,120734,42145,70,4826024,164754,3784104,3650,87529,426,83048614,840146,98850197,Asia
15,Netherlands,7665726,39086,21851,15,6131371,34649,1512504,151,445674,1270,21107399,1227152,17200316,Europe
16,Iran,7145877,1345,139865,63,6842103,4382,163909,1753,83238,1629,48991010,570670,85848232,Asia
17,Japan,6189816,36605,27356,110,5728024,56967,434436,891,49200,217,42372009,336799,125808148,Asia
18,Colombia,6082577,351,139531,23,5915073,495,27973,342,117381,2693,33766171,651619,51818903,South America
19,Indonesia,5986830,5808,154343,122,5676510,18272,155977,2771,21496,554,91035716,326861,278515429,Asia
20,Poland,5924866,8984,114626,146,5269997,8067,540243,363,156846,3034,35279889,933947,37775061,Europe
21,Mexico,5640305,4251,322277,158,4937642,3888,380386,4798,42967,2455,15475238,117888,131270665,North America
22,Ukraine,4949283,3855,107779,55,N/A,N/A,N/A,177,114354,2490,19521252,451043,43280258,Europe
23,Australia,4122142,63184,5824,35,3691688,45387,424630,102,158480,224,65708491,2526230,26010494,Australia/Oceania
24,Malaysia,4079242,24316,34664,64,3796975,25512,247603,321,123308,1048,54258550,1640141,33081634,Asia
25,Israel,3818065,3430,10455,,3734564,,73046,301,409400,1121,41373364,4436346,9326000,Asia
26,Czechia,3769700,8484,39483,23,3649809,3863,80408,104,350889,3675,54492549,5072247,10743275,Europe
27,Belgium,3757776,16162,30635,30,3481607,5954,245534,179,321819,2624,32547492,2787391,11676686,Europe
28,South Africa,3709209,2120,99932,33,3595512,1318,13765,546,61209,1649,23676087,390700,60599146,Africa
29,Philippines,3675819,440,58771,208,3572477,253,44571,289,32791,524,28781758,256755,112098000,Asia
30,Austria,3627093,41607,15579,49,3168886,39882,442628,233,398796,1713,172558127,18972650,9095099,Europe
31,Peru,3543790,611,212022,41,N/A,N/A,N/A,527,104956,6279,28399228,841099,33764448,South America
32,Portugal,3523249,10754,21525,20,N/A,N/A,N/A,66,347276,2122,39624193,3905635,10145390,Europe
33,Thailand,3450980,27024,24582,82,3186052,23721,240346,1496,49228,351,17270775,246365,70102306,Asia
34,Canada,3429843,9551,37366,80,3260385,4552,132092,409,89521,975,59142418,1543652,38313306,North America
35,Chile,3426147,9414,56147,155,2839939,18364,530061,735,176611,2894,34996788,1804012,19399420,South America
36,Switzerland,3392361,19434,13644,8,2693876,19574,684841,162,387085,1557,20493186,2338373,8763866,Europe
37,Greece,2884100,22107,27125,42,2596545,18948,260430,344,279057,2625,72252783,6990958,10335176,Europe
38,Denmark,2883937,5106,5518,32,2777898,13477,100521,20,494892,947,126636126,21731113,5827411,Europe
39,Romania,2832024,4088,64835,34,2606660,,160529,428,148927,3409,21892597,1151261,19016187,Europe
40,Sweden,2481736,,18155,,2416719,3145,46862,32,243118,1779,18382831,1800833,10207962,Europe
41,Iraq,2317128,370,25138,4,2277125,1006,14865,68,55461,602,18267885,437246,41779376,Asia
42,Serbia,1964129,2116,15727,9,1909900,1629,38502,39,226370,1813,9093179,1048009,8676623,Europe
43,Bangladesh,1951072,92,29118,,1874880,1114,47074,1264,11647,174,13762715,82155,167521186,Asia
