"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,122194867,616827.0,1363714.0,1796.0,110850182.0,406900.0,9980971.0,30372.0,26185.63659389461,292.2358368949033,1956433364.0,419252.08765008714,4666484489.0,Asia,2022-03-09
North America,95464494,59157.0,1419607.0,1584.0,67917417.0,226780.0,26127470.0,11355.0,159937.01666501784,2378.3471624201557,1074509749.0,1800186.398437697,596888050.0,North America,2022-03-09
South America,54889300,100024.0,1264429.0,778.0,49378101.0,214119.0,4246770.0,12862.0,125677.01168044313,2895.0935465034354,211292856.0,483785.63274638564,436748927.0,South America,2022-03-09
Europe,161613514,786009.0,1729747.0,3001.0,141798165.0,1002111.0,18085602.0,13118.0,215947.99975128507,2311.288180552686,2511452900.0,3355803.7122103795,748390882.0,Europe,2022-03-09
Africa,11601810,13993.0,251307.0,100.0,10756123.0,23168.0,594380.0,1650.0,8318.856425407483,180.19488784076609,96983776.0,69540.36552381741,1394640009.0,Africa,2022-03-09
Oceania,3943541,67914.0,8094.0,19.0,3462242.0,59556.0,473205.0,159.0,90858.50173296362,186.4843583537251,71912801.0,1656858.4818265534,43403104.0,Australia/Oceania,2022-03-09
World,449708247,1643924.0,6036913.0,7278.0,384162936.0,1932634.0,59508398.0,69516.0,57693.0,774.5,5922585446.0,750972.395399731,7886555461.0,All,2022-03-09
China,111520,325.0,4636.0,0.0,102832.0,110.0,4052.0,9.0,77.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-03-09
USA,81028625,36261.0,988592.0,1405.0,55221462.0,202659.0,24818571.0,5421.0,242402.0,2957.0,960233929.0,2872599.0,334273557.0,North America,2022-03-09
India,42975883,4575.0,515386.0,145.0,42413566.0,7416.0,46931.0,8944.0,30634.0,367.0,774310567.0,551949.0,1402865413.0,Asia,2022-03-09
Brazil,29144964,75495.0,652936.0,518.0,27344949.0,165757.0,1147079.0,8318.0,135491.0,3035.0,63776166.0,296488.0,215105573.0,South America,2022-03-09
France,23164872,93050.0,139618.0,167.0,21836839.0,98559.0,1188415.0,2484.0,353571.0,2131.0,246629975.0,3764370.0,65516925.0,Europe,2022-03-09
UK,19351784,67644.0,162359.0,212.0,18086708.0,63719.0,1102717.0,268.0,282562.0,2371.0,487512832.0,7118330.0,68486963.0,Europe,2022-03-09
Russia,17081394,66576.0,357601.0,652.0,14802351.0,111756.0,1921442.0,2300.0,116964.0,2449.0,273400000.0,1872091.0,146039921.0,Europe,2022-03-09
Germany,16144363,193013.0,125299.0,583.0,12525000.0,237100.0,3494064.0,2494.0,191658.0,1487.0,104701826.0,1242967.0,84235426.0,Europe,2022-03-09
Turkey,14425638,37407.0,95811.0,130.0,13882425.0,69294.0,447402.0,975.0,167998.0,1116.0,146830957.0,1709958.0,85868167.0,Asia,2022-03-09
Italy,13110859,61523.0,156201.0,184.0,11941805.0,57408.0,1012853.0,592.0,217384.0,2590.0,190499871.0,3158574.0,60311992.0,Europe,2022-03-09
Spain,11159574,23149.0,100859.0,285.0,10174079.0,74937.0,884636.0,773.0,238527.0,2156.0,471036328.0,10068042.0,46785298.0,Europe,2022-03-09
Argentina,8949362,6474.0,126901.0,59.0,8749376.0,4634.0,73085.0,961.0,194998.0,2765.0,34590190.0,753688.0,45894592.0,South America,2022-03-09
Iran,7102159,5841.0,138260.0,144.0,6747070.0,7259.0,216829.0,3428.0,82772.0,1611.0,47884518.0,558067.0,85804173.0,Asia,2022-03-09
Netherlands,6837874,66231.0,21624.0,12.0,5052333.0,103980.0,1763917.0,163.0,397579.0,1257.0,21107399.0,1227262.0,17198766.0,Europe,2022-03-09
Colombia,6073416,760.0,139154.0,34.0,5903279.0,1548.0,30983.0,342.0,117255.0,2687.0,33400734.0,644843.0,51796689.0,South America,2022-03-09
Indonesia,5800253,30148.0,150831.0,401.0,5226530.0,55128.0,422892.0,2771.0,20834.0,542.0,87959504.0,315950.0,278396962.0,Asia,2022-03-09
Poland,5760523,13177.0,112768.0,217.0,5142672.0,9990.0,505083.0,605.0,152489.0,2985.0,34203025.0,905399.0,37776753.0,Europe,2022-03-09
Mexico,5566669,1684.0,319901.0,42.0,4853879.0,5807.0,392889.0,4798.0,42424.0,2438.0,15238167.0,116131.0,131215183.0,North America,2022-03-09
Japan,5434108,40575.0,25049.0,114.0,4784648.0,72481.0,624411.0,1348.0,43188.0,199.0,40106416.0,318750.0,125823946.0,Asia,2022-03-09
Ukraine,4879339,4332.0,106739.0,60.0,0.0,0.0,0.0,177.0,112710.0,2466.0,19521252.0,450931.0,43290969.0,Europe,2022-03-09
Vietnam,4877440,165856.0,40977.0,86.0,2789342.0,70902.0,2047121.0,4258.0,49360.0,415.0,80574910.0,815417.0,98814340.0,Asia,2022-03-09
S. Korea,4869691,202714.0,9282.0,186.0,969524.0,0.0,3890885.0,1007.0,94845.0,181.0,15804065.0,307810.0,51343545.0,Asia,2022-03-09
South Africa,3686556,1436.0,99625.0,16.0,3569441.0,4950.0,17490.0,546.0,60866.0,1645.0,23285855.0,384455.0,60568502.0,Africa,2022-03-09
Israel,3684810,4171.0,10322.0,5.0,3625478.0,16468.0,49010.0,419.0,395112.0,1107.0,41373364.0,4436346.0,9326000.0,Asia,2022-03-09
Malaysia,3680953,31490.0,33384.0,79.0,3340889.0,29035.0,306680.0,373.0,111326.0,1010.0,51052539.0,1544022.0,33064640.0,Asia,2022-03-09
Philippines,3668703,435.0,57072.0,6.0,3563771.0,1006.0,47860.0,289.0,32745.0,509.0,28403191.0,253513.0,112038220.0,Asia,2022-03-09
Czechia,3642599,10386.0,39018.0,33.0,3532355.0,8939.0,71226.0,153.0,339084.0,3632.0,52901093.0,4924485.0,10742463.0,Europe,2022-03-09
Belgium,3601627,3690.0,30296.0,11.0,3265753.0,28356.0,305578.0,208.0,308500.0,2595.0,31946419.0,2736398.0,11674624.0,Europe,2022-03-09
Peru,3528939,901.0,211252.0,97.0,0.0,0.0,0.0,751.0,104575.0,6260.0,27669558.0,819945.0,33745619.0,South America,2022-03-09
Australia,3429179,43197.0,5464.0,16.0,3191928.0,34511.0,231787.0,114.0,131900.0,210.0,64126960.0,2466576.0,25998373.0,Australia/Oceania,2022-03-09
Portugal,3352874,15068.0,21248.0,32.0,2856458.0,12649.0,475168.0,78.0,330443.0,2094.0,37805639.0,3725940.0,10146603.0,Europe,2022-03-09
Canada,3335627,3807.0,37093.0,54.0,3187861.0,4279.0,110673.0,552.0,87093.0,968.0,58539142.0,1528447.0,38299759.0,North America,2022-03-09
Chile,3214326,11764.0,43260.0,34.0,2331383.0,36955.0,839683.0,1060.0,165749.0,2231.0,33641257.0,1734738.0,19392703.0,South America,2022-03-09
Thailand,3066800,18943.0,23372.0,69.0,2819103.0,25005.0,224325.0,687.0,43752.0,333.0,17270775.0,246390.0,70095148.0,Asia,2022-03-09
Switzerland,2979269,34877.0,13351.0,9.0,2401994.0,17655.0,563924.0,141.0,340050.0,1524.0,19052041.0,2174574.0,8761276.0,Europe,2022-03-09
Austria,2924852,30939.0,15071.0,45.0,2616093.0,26633.0,293688.0,195.0,321660.0,1657.0,163464616.0,17976979.0,9092997.0,Europe,2022-03-09
Romania,2776910,5461.0,64104.0,99.0,2606660.0,12466.0,106146.0,695.0,145989.0,3370.0,21392378.0,1124647.0,19021418.0,Europe,2022-03-09
Denmark,2753889,14619.0,4948.0,43.0,2508360.0,28736.0,240581.0,37.0,472643.0,849.0,126006400.0,21626145.0,5826577.0,Europe,2022-03-09
Greece,2538168,21057.0,26303.0,57.0,2343150.0,15767.0,168715.0,364.0,245536.0,2544.0,67614869.0,6540894.0,10337252.0,Europe,2022-03-09
Sweden,2463009,2215.0,17713.0,5.0,2327235.0,30030.0,118061.0,50.0,241344.0,1736.0,18297871.0,1792962.0,10205385.0,Europe,2022-03-09
Iraq,2309816,888.0,25076.0,8.0,2259068.0,1560.0,25672.0,84.0,55335.0,601.0,18085562.0,433267.0,41742295.0,Asia,2022-03-09
Bangladesh,1948148,446.0,29096.0,7.0,1849946.0,3062.0,69106.0,1264.0,11634.0,174.0,13566914.0,81019.0,167453994.0,Asia,2022-03-09
Serbia,1930437,2588.0,15488.0,25.0,1858671.0,6272.0,56278.0,77.0,222450.0,1785.0,8862846.0,1021294.0,8678059.0,Europe,2022-03-09
Hungary,1807285,1387.0,44495.0,59.0,1636781.0,4456.0,126009.0,114.0,187887.0,4626.0,10882684.0,1131372.0,9619011.0,Europe,2022-03-09
Jordan,1654677,2350.0,13882.0,5.0,1572386.0,3709.0,68409.0,694.0,159505.0,1338.0,16319298.0,1573126.0,10373805.0,Asia,2022-03-09
Georgia,1629065,2783.0,16430.0,32.0,1568064.0,5450.0,44571.0,0.0,409698.0,4132.0,16018853.0,4028621.0,3976262.0,Asia,2022-03-09
Slovakia,1522732,9819.0,18750.0,46.0,1355755.0,13403.0,148227.0,202.0,278679.0,3431.0,6517764.0,1192834.0,5464099.0,Europe,2022-03-09
Pakistan,1515392,378.0,30281.0,9.0,1455765.0,603.0,29346.0,778.0,6643.0,133.0,26712953.0,117103.0,228115801.0,Asia,2022-03-09
Ireland,1326946,4355.0,6571.0,1.0,1210537.0,4894.0,109838.0,51.0,263769.0,1306.0,11465339.0,2279066.0,5030718.0,Europe,2022-03-09
Norway,1325909,10217.0,1753.0,11.0,88952.0,0.0,1235204.0,17.0,241396.0,319.0,9852076.0,1793676.0,5492673.0,Europe,2022-03-09
Kazakhstan,1303848,0.0,13635.0,0.0,1277112.0,0.0,13101.0,528.0,68068.0,712.0,11575012.0,604278.0,19155109.0,Asia,2022-03-09
Morocco,1161776,78.0,16029.0,7.0,1144073.0,310.0,1674.0,293.0,30859.0,426.0,11237010.0,298478.0,37647661.0,Africa,2022-03-09
Bulgaria,1105968,2180.0,35964.0,41.0,862437.0,2295.0,207567.0,357.0,161213.0,5242.0,9307684.0,1356747.0,6860296.0,Europe,2022-03-09
Lebanon,1080381,1006.0,10169.0,8.0,961605.0,6139.0,108607.0,186.0,159491.0,1501.0,4795578.0,707946.0,6773934.0,Asia,2022-03-09
Cuba,1073951,447.0,8501.0,0.0,1063000.0,570.0,2450.0,23.0,94914.0,751.0,12920253.0,1141873.0,11314965.0,North America,2022-03-09
Croatia,1065001,1016.0,15250.0,16.0,1041819.0,1268.0,7932.0,61.0,262148.0,3754.0,4554117.0,1120985.0,4062602.0,Europe,2022-03-09
Tunisia,1017907,1013.0,27989.0,30.0,976839.0,2061.0,13079.0,157.0,84635.0,2327.0,4419369.0,367454.0,12026988.0,Africa,2022-03-09
Nepal,977641,74.0,11949.0,1.0,959817.0,348.0,5875.0,100.0,32567.0,398.0,5455858.0,181744.0,30019459.0,Asia,2022-03-09
Lithuania,939231,4910.0,8551.0,18.0,853070.0,7596.0,77610.0,71.0,353322.0,3217.0,7837392.0,2948291.0,2658283.0,Europe,2022-03-09
Belarus,932949,742.0,6594.0,15.0,925111.0,688.0,1244.0,0.0,98787.0,698.0,12564070.0,1330364.0,9444085.0,Europe,2022-03-09
Slovenia,907682,3190.0,6375.0,6.0,876338.0,2343.0,24969.0,85.0,436507.0,3066.0,2581261.0,1241337.0,2079420.0,Europe,2022-03-09
Bolivia,895424,326.0,21469.0,6.0,800110.0,1624.0,73845.0,220.0,74986.0,1798.0,2675341.0,224042.0,11941271.0,South America,2022-03-09
UAE,883593,323.0,2302.0,0.0,845470.0,1168.0,35821.0,0.0,87556.0,228.0,140796054.0,13951624.0,10091732.0,Asia,2022-03-09
Singapore,868542,22201.0,1099.0,15.0,810754.0,16667.0,56689.0,49.0,146518.0,185.0,23230460.0,3918852.0,5927874.0,Asia,2022-03-09
Uruguay,857635,1752.0,7059.0,8.0,837662.0,2257.0,12914.0,93.0,245458.0,2020.0,5775849.0,1653068.0,3494018.0,South America,2022-03-09
Ecuador,843760,1797.0,35316.0,7.0,0.0,0.0,0.0,759.0,46631.0,1952.0,2470170.0,136516.0,18094355.0,South America,2022-03-09
Costa Rica,818996,1458.0,8136.0,15.0,711766.0,6237.0,99094.0,104.0,158337.0,1573.0,3801529.0,734950.0,5172500.0,North America,2022-03-09
Guatemala,795808,2847.0,17106.0,23.0,745959.0,4184.0,32743.0,5.0,43078.0,926.0,4019705.0,217590.0,18473730.0,North America,2022-03-09
Azerbaijan,789757,276.0,9547.0,16.0,776514.0,808.0,3696.0,0.0,76726.0,928.0,6607460.0,641927.0,10293169.0,Asia,2022-03-09
Panama,758312,382.0,8122.0,4.0,747160.0,461.0,3030.0,26.0,171208.0,1834.0,5563603.0,1256124.0,4429182.0,North America,2022-03-09
Saudi Arabia,747934,219.0,9011.0,2.0,728723.0,534.0,10200.0,383.0,20935.0,252.0,41112600.0,1150738.0,35727169.0,Asia,2022-03-09
Latvia,712271,8137.0,5369.0,9.0,596470.0,11820.0,110432.0,46.0,384792.0,2901.0,6837749.0,3693972.0,1851056.0,Europe,2022-03-09
Finland,694142,0.0,2571.0,0.0,46000.0,0.0,645571.0,51.0,124953.0,463.0,10032545.0,1805965.0,5555226.0,Europe,2022-03-09
Sri Lanka,653029,662.0,16339.0,0.0,618386.0,124.0,18304.0,0.0,30283.0,758.0,6368159.0,295307.0,21564555.0,Asia,2022-03-09
Paraguay,644609,410.0,18494.0,12.0,616648.0,799.0,9467.0,119.0,88543.0,2540.0,2547477.0,349921.0,7280148.0,South America,2022-03-09
Kuwait,624205,436.0,2548.0,2.0,616394.0,885.0,5263.0,22.0,142611.0,582.0,7746084.0,1769739.0,4376965.0,Asia,2022-03-09
Myanmar,601020,1401.0,19394.0,3.0,550882.0,1729.0,30744.0,0.0,10923.0,352.0,7294494.0,132568.0,55024461.0,Asia,2022-03-09
Palestine,578943,295.0,5292.0,4.0,567242.0,1070.0,6409.0,73.0,109212.0,998.0,3078533.0,580736.0,5301086.0,Asia,2022-03-09
Dominican Republic,576129,126.0,4371.0,0.0,570784.0,531.0,974.0,30.0,52227.0,396.0,3152115.0,285745.0,11031205.0,North America,2022-03-09
Bahrain,530730,1896.0,1461.0,2.0,511434.0,2640.0,17835.0,11.0,294671.0,811.0,9469207.0,5257472.0,1801095.0,Asia,2022-03-09
Hong Kong,525242,28475.0,2578.0,291.0,13232.0,0.0,509432.0,69.0,69116.0,339.0,36260319.0,4771426.0,7599472.0,Asia,2022-03-09
Estonia,520405,3303.0,2308.0,9.0,412293.0,5239.0,105804.0,21.0,391860.0,1738.0,3149809.0,2371776.0,1328038.0,Europe,2022-03-09
Venezuela,517164,198.0,5652.0,2.0,507834.0,540.0,3678.0,230.0,18274.0,200.0,3359014.0,118692.0,28300156.0,South America,2022-03-09
Moldova,505996,352.0,11298.0,5.0,485303.0,660.0,9395.0,62.0,125927.0,2812.0,3066970.0,763277.0,4018162.0,Europe,2022-03-09
Libya,498839,386.0,6314.0,6.0,478443.0,1724.0,14082.0,127.0,70972.0,898.0,2444337.0,347765.0,7028704.0,Africa,2022-03-09
Egypt,492774,882.0,24244.0,22.0,423135.0,912.0,45395.0,122.0,4667.0,230.0,3693367.0,34980.0,105585087.0,Africa,2022-03-09
Ethiopia,469047,40.0,7477.0,1.0,420437.0,6.0,41133.0,64.0,3917.0,62.0,4544740.0,37949.0,119757852.0,Africa,2022-03-09
Mongolia,466142,189.0,2176.0,0.0,313256.0,0.0,150710.0,192.0,138435.0,646.0,4030048.0,1196848.0,3367217.0,Asia,2022-03-09
Armenia,421541,140.0,8552.0,4.0,407082.0,512.0,5907.0,0.0,141810.0,2877.0,2921750.0,982901.0,2972577.0,Asia,2022-03-09
Honduras,414714,1015.0,10812.0,27.0,129792.0,1384.0,274110.0,105.0,40778.0,1063.0,1263329.0,124222.0,10169961.0,North America,2022-03-09
Oman,385513,360.0,4249.0,0.0,376019.0,516.0,5245.0,32.0,72393.0,798.0,25000000.0,4694596.0,5325272.0,Asia,2022-03-09
Bosnia and Herzegovina,372645,167.0,15590.0,15.0,192218.0,0.0,164837.0,0.0,114786.0,4802.0,1711182.0,527097.0,3246428.0,Europe,2022-03-09
Qatar,358564,146.0,671.0,1.0,355957.0,316.0,1936.0,0.0,127703.0,239.0,3387102.0,1206317.0,2807805.0,Asia,2022-03-09
Cyprus,338517,3695.0,883.0,5.0,124370.0,0.0,213264.0,60.0,276980.0,722.0,9477138.0,7754353.0,1222170.0,Asia,2022-03-09
Kenya,323115,21.0,5641.0,0.0,317229.0,48.0,245.0,1.0,5794.0,101.0,3412690.0,61197.0,55765716.0,Africa,2022-03-09
Zambia,314159,249.0,3959.0,0.0,308784.0,108.0,1416.0,4.0,16319.0,206.0,3295300.0,171179.0,19250591.0,Africa,2022-03-09
Réunion,310181,8019.0,680.0,14.0,298082.0,9013.0,11419.0,41.0,342333.0,750.0,1498366.0,1653681.0,906079.0,Africa,2022-03-09
North Macedonia,300106,340.0,9097.0,11.0,288761.0,526.0,2248.0,0.0,144058.0,4367.0,1904444.0,914178.0,2083230.0,Europe,2022-03-09
Albania,272337,87.0,3483.0,0.0,267672.0,212.0,1182.0,13.0,94808.0,1213.0,1754760.0,610882.0,2872501.0,Europe,2022-03-09
Algeria,265323,26.0,6858.0,1.0,177926.0,28.0,80539.0,11.0,5872.0,152.0,230861.0,5109.0,45184707.0,Africa,2022-03-09
New Zealand,264255,23936.0,65.0,0.0,71611.0,23965.0,192579.0,0.0,52829.0,13.0,6816637.0,1362755.0,5002100.0,Australia/Oceania,2022-03-09
Botswana,263950,0.0,2619.0,0.0,259434.0,0.0,1897.0,1.0,108550.0,1077.0,2026898.0,833569.0,2431589.0,Africa,2022-03-09
Nigeria,254777,118.0,3142.0,0.0,249209.0,3.0,2426.0,11.0,1186.0,15.0,4519905.0,21048.0,214741311.0,Africa,2022-03-09
