"Country,Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,Region,Date
Asia,137265948,560824.0,1397719.0,1094.0,117641056.0,357373.0,18227173.0,26804.0,29404.859962873463,299.4168041038665,2000574792.0,428559.4676693939,4668138130.0,Asia,2022-03-27
North America,96375132,21635.0,1438837.0,269.0,77518111.0,195412.0,17418184.0,7881.0,161401.30634546638,2409.6482837314484,1094639177.0,1833213.5010173183,597114944.0,North America,2022-03-27
South America,55979979,20565.0,1286260.0,247.0,51307401.0,71184.0,3386318.0,11686.0,128123.03417439696,2943.9013175971336,215181491.0,492492.2448629482,436923613.0,South America,2022-03-27
Europe,175849223,428125.0,1764768.0,940.0,154522277.0,378760.0,19562178.0,10790.0,234962.81699997874,2358.0136070969074,2568021214.0,3431288.9659861913,748412984.0,Europe,2022-03-27
Oceania,5144148,57890.0,8705.0,19.0,4507106.0,57870.0,628337.0,139.0,118447.83732882576,200.43910555206193,74030683.0,1704611.5891933641,43429649.0,Australia/Oceania,2022-03-27
Africa,11691793,1662.0,252441.0,11.0,10891634.0,4616.0,547718.0,1420.0,8373.867967046626,180.8026881308297,98695948.0,70687.77538522104,1396223710.0,Africa,2022-03-27
World,482306944,1090701.0,6148745.0,2580.0,416388291.0,1065215.0,59769908.0,58720.0,61875.0,788.8,6051143305.0,766914.6922335039,7890243030.0,All,2022-03-27
China,143240,1254.0,4638.0,0.0,111035.0,999.0,27567.0,53.0,100.0,3.0,160000000.0,111163.0,1439323776.0,Asia,2022-03-27
USA,81642087,14074.0,1004029.0,147.0,64458001.0,188413.0,16180057.0,2257.0,244168.0,3003.0,978642412.0,2926835.0,334368837.0,North America,2022-03-27
India,43020723,1270.0,521066.0,32.0,42483829.0,1567.0,15828.0,8944.0,30652.0,371.0,786922965.0,560673.0,1403532139.0,Asia,2022-03-27
Brazil,29842418,10239.0,658926.0,114.0,28497468.0,33032.0,686024.0,8318.0,138686.0,3062.0,63776166.0,296386.0,215179769.0,South America,2022-03-27
France,25029573,110174.0,141672.0,41.0,22930191.0,14429.0,1957710.0,1564.0,381991.0,2162.0,254106036.0,3878060.0,65524008.0,Europe,2022-03-27
UK,20877671,59984.0,164598.0,72.0,18843421.0,60244.0,1869652.0,302.0,304764.0,2403.0,502003984.0,7328048.0,68504466.0,Europe,2022-03-27
Germany,20251037,80907.0,128947.0,190.0,15718500.0,72500.0,4403590.0,2494.0,240372.0,1531.0,104701826.0,1242773.0,84248567.0,Europe,2022-03-27
Russia,17762742,23280.0,367351.0,338.0,16654231.0,47540.0,741160.0,2300.0,121627.0,2515.0,273400000.0,1872052.0,146042988.0,Europe,2022-03-27
Turkey,14800677,11194.0,97800.0,64.0,14456857.0,15402.0,246020.0,975.0,172276.0,1138.0,152666015.0,1776989.0,85912775.0,Asia,2022-03-27
Italy,14365573,60405.0,158782.0,82.0,12943050.0,52022.0,1263741.0,464.0,238205.0,2633.0,199024140.0,3300148.0,60307637.0,Europe,2022-03-27
S. Korea,11815841,318130.0,14899.0,282.0,0.0,0.0,0.0,1216.0,230123.0,290.0,15804065.0,307797.0,51345708.0,Asia,2022-03-27
Spain,11451676,0.0,102392.0,0.0,10755608.0,0.0,593676.0,510.0,244766.0,2189.0,471036328.0,10067851.0,46786186.0,Europe,2022-03-27
Vietnam,9191473,93751.0,42306.0,0.0,5351978.0,185861.0,3797189.0,3447.0,92977.0,428.0,83920695.0,848907.0,98857369.0,Asia,2022-03-27
Argentina,9026075,818.0,127909.0,5.0,8838674.0,3191.0,59492.0,556.0,196582.0,2786.0,35271802.0,768198.0,45914969.0,South America,2022-03-27
Netherlands,7753885,25020.0,21898.0,6.0,6250601.0,37519.0,1481386.0,161.0,450791.0,1273.0,21107399.0,1227130.0,17200626.0,Europe,2022-03-27
Iran,7151088,2299.0,140021.0,50.0,6854816.0,4291.0,156251.0,1577.0,83291.0,1631.0,48991010.0,570611.0,85857043.0,Asia,2022-03-27
Japan,6334154,47338.0,27699.0,98.0,5880936.0,49981.0,425519.0,694.0,50349.0,220.0,42788405.0,340117.0,125804988.0,Asia,2022-03-27
Colombia,6083643,352.0,139573.0,15.0,5916624.0,371.0,27446.0,342.0,117392.0,2693.0,33829312.0,652781.0,51823346.0,South America,2022-03-27
Indonesia,5998953,3077.0,154670.0,100.0,5714662.0,12499.0,129621.0,2771.0,21537.0,555.0,91472487.0,328401.0,278539122.0,Asia,2022-03-27
Poland,5943226,3493.0,114828.0,7.0,5283971.0,2987.0,544427.0,340.0,157333.0,3040.0,35437379.0,938124.0,37774722.0,Europe,2022-03-27
Mexico,5649977,2936.0,322735.0,101.0,4947014.0,2820.0,380228.0,4798.0,43037.0,2458.0,15519390.0,118214.0,131281762.0,North America,2022-03-27
Ukraine,4952913,0.0,107811.0,0.0,0.0,0.0,0.0,177.0,114444.0,2491.0,19521252.0,451065.0,43278115.0,Europe,2022-03-27
Australia,4279337,46476.0,5891.0,9.0,3808457.0,35412.0,464989.0,99.0,164508.0,226.0,66035230.0,2538555.0,26012918.0,Australia/Oceania,2022-03-27
Malaysia,4138867,16863.0,34788.0,37.0,3870937.0,26171.0,233142.0,299.0,125098.0,1051.0,55749903.0,1685049.0,33085033.0,Asia,2022-03-27
